[I 2024-11-29 15:48:22,828] Using an existing study with name 'R8-GATv2-google-bert-bert-base-uncased-Grouped-Layer-wise_Aggregation' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (639 > 512). Running this sequence through the model will result in indexing errors
[I 2024-11-29 15:57:54,388] Trial 142 finished with value: 0.9449470582787491 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7121062021375487, 'batch_size': 53, 'attention_heads': 10, 'hidden_dimension': 120, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3201382775747871, 'global_pooling': 'mean', 'learning_rate': 0.0002191003849837341, 'weight_decay': 2.739654762499043e-05, 'beta_0': 0.8539443372007961, 'beta_1': 0.9882031893520871, 'epsilon': 3.815322460938958e-05, 'balanced_loss': False, 'epochs': 171, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 02:30:35,999] Trial 211 finished with value: 0.9361987509796565 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.695518060701992, 'batch_size': 144, 'attention_heads': 9, 'hidden_dimension': 154, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5195536704508121, 'global_pooling': 'mean', 'learning_rate': 1.127356562825626e-05, 'weight_decay': 3.931015607998424e-05, 'beta_0': 0.860840213551763, 'beta_1': 0.9922587532730994, 'epsilon': 2.036676961878384e-07, 'balanced_loss': False, 'epochs': 187, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
CUDA out of memory. Tried to allocate 2.70 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.63 GiB is free. Including non-PyTorch memory, this process has 42.92 GiB memory in use. Of the allocated memory 39.37 GiB is allocated by PyTorch, and 2.40 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-11-30 02:35:42,354] Trial 212 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.672664738546296, 'batch_size': 110, 'attention_heads': 16, 'hidden_dimension': 142, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4741772076295901, 'global_pooling': 'mean', 'learning_rate': 0.00040148989643100895, 'weight_decay': 1.7555004946813813e-05, 'beta_0': 0.8533797829277844, 'beta_1': 0.9938276732312563, 'epsilon': 8.606628609359604e-07, 'balanced_loss': False, 'epochs': 75, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 9}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 02:43:27,436] Trial 213 finished with value: 0.9491409660301198 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8755475157662794, 'batch_size': 45, 'attention_heads': 16, 'hidden_dimension': 118, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31828391535120043, 'global_pooling': 'mean', 'learning_rate': 0.00022060283071028336, 'weight_decay': 3.430907708921476e-05, 'beta_0': 0.8551677833404849, 'beta_1': 0.99040644610407, 'epsilon': 1.9158317220357375e-05, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 17, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 02:53:56,193] Trial 214 finished with value: 0.9532560951114837 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7053651294796739, 'batch_size': 50, 'attention_heads': 16, 'hidden_dimension': 113, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46716086272131274, 'global_pooling': 'mean', 'learning_rate': 0.00021959904619692433, 'weight_decay': 2.713685695109256e-05, 'beta_0': 0.8514805765924125, 'beta_1': 0.9927685816029536, 'epsilon': 2.479272807967802e-05, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 16, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 03:03:59,974] Trial 215 finished with value: 0.9482587809267937 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6851892851607786, 'batch_size': 39, 'attention_heads': 16, 'hidden_dimension': 81, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5080579629170885, 'global_pooling': 'mean', 'learning_rate': 0.0003272474206496528, 'weight_decay': 4.080046577005154e-05, 'beta_0': 0.8369086604710757, 'beta_1': 0.9913293795591739, 'epsilon': 1.5373756111419383e-05, 'balanced_loss': False, 'epochs': 192, 'early_stopping_patience': 15, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 03:16:39,061] Trial 216 finished with value: 0.9546916307958406 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7028596035125023, 'batch_size': 53, 'attention_heads': 15, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31229212917575816, 'global_pooling': 'mean', 'learning_rate': 0.0001784732773929322, 'weight_decay': 3.223090059238557e-05, 'beta_0': 0.8560549544690434, 'beta_1': 0.9896098139447141, 'epsilon': 2.198320460819253e-05, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 03:26:32,280] Trial 217 finished with value: 0.9514928648359071 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6606482881096187, 'batch_size': 44, 'attention_heads': 16, 'hidden_dimension': 71, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48897089242111996, 'global_pooling': 'mean', 'learning_rate': 0.00026074236471039736, 'weight_decay': 4.413153331106823e-05, 'beta_0': 0.8584845354374236, 'beta_1': 0.9925515083335062, 'epsilon': 1.1938733440366614e-05, 'balanced_loss': False, 'epochs': 161, 'early_stopping_patience': 16, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 03:38:58,253] Trial 218 finished with value: 0.9452081037690954 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6782813282353539, 'batch_size': 58, 'attention_heads': 16, 'hidden_dimension': 123, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3285060093905109, 'global_pooling': 'mean', 'learning_rate': 0.000663291053014719, 'weight_decay': 5.726504069162596e-05, 'beta_0': 0.8539671774539332, 'beta_1': 0.9908122069854695, 'epsilon': 1.7730215832434456e-05, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 103 with value: 0.9641397920921474.
[I 2024-11-30 03:46:56,624] Trial 219 finished with value: 0.9249188191051454 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6958297061613957, 'batch_size': 42, 'attention_heads': 8, 'hidden_dimension': 107, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43319329926868694, 'global_pooling': 'sum', 'learning_rate': 0.00044020228715065584, 'weight_decay': 2.189553481460068e-05, 'beta_0': 0.8026464723250927, 'beta_1': 0.9931443805968762, 'epsilon': 8.810551153970231e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 103 with value: 0.9641397920921474.
slurmstepd: error: *** JOB 14027396 ON gpu048 CANCELLED AT 2024-11-30T03:48:14 DUE TO TIME LIMIT ***
