from_ids,from,to_id,to,weight
477,Ġpoint,2435,Ġlearned,0.24418937
477,Ġpoint,3556,Ġsecret,0.13429451
477,Ġpoint,4643,ces,0.13173428
477,Ġpoint,11870,Ġeventual,0.1570307
477,Ġpoint,34619,Ġfateful,0.13674285
498,Ġtimes,5,Ġthe,0.33158103
498,Ġtimes,65,Ġone,0.16717333
498,Ġtimes,77,Ġwhen,0.13143854
498,Ġtimes,133,The,0.1277173
498,Ġtimes,205,Ġgood,0.99978167
498,Ġtimes,498,Ġtimes,0.5448897
498,Ġtimes,671,Ġreturn,0.14324723
498,Ġtimes,707,Ġseven,0.8478139
498,Ġtimes,734,...,0.84332395
498,Ġtimes,1341,Ġquite,0.17522055
498,Ġtimes,2145,Ġremember,0.6713173
498,Ġtimes,6587,Ġterrible,0.20782124
498,Ġtimes,7844,Ġkiller,0.15827772
500,R,10,Ġa,0.18878919
500,R,11,Ġin,0.24120708
500,R,45,Ġnot,0.29701155
500,R,108,',0.78827506
500,R,128,Ġ',0.9999839
500,R,248,ĠR,0.17634843
500,R,500,R,0.2111404
500,R,691,Ġrating,0.20727345
500,R,1558,13,0.14586478
500,R,2945,Ġratings,0.13238695
500,R,5211,Ġrated,0.4087352
500,R,14499,ĠPG,0.3279181
500,R,21854,Ġswearing,0.14453354
500,R,29222,Ġtame,0.12849537
500,R,36067,Ġnudity,0.17537688
507,Ġfinal,5,Ġthe,0.134686
507,Ġfinal,18,'s,0.21347101
507,Ġfinal,359,Ġ&,0.14271767
507,Ġfinal,507,Ġfinal,0.7633124
507,Ġfinal,707,Ġseven,0.15264297
507,Ġfinal,877,ate,0.17031457
507,Ġfinal,6858,ĠFinal,0.5382932
527,Ġstory,4,.,0.1285674
527,Ġstory,5,Ġthe,0.9999471
527,Ġstory,9,Ġof,0.76407886
527,Ġstory,10,Ġa,0.34203672
527,Ġstory,11,Ġin,0.14015919
527,Ġstory,16,Ġis,0.630331
527,Ġstory,20,ĠThe,0.22060539
527,Ġstory,91,ĠHe,0.16459459
527,Ġstory,141,Ġhow,0.3358292
527,Ġstory,174,Ġtold,0.46277323
527,Ġstory,322,).,0.2110076
527,Ġstory,359,Ġ&,0.82439804
527,Ġstory,527,Ġstory,0.6101433
527,Ġstory,1106,If,0.19257426
527,Ġstory,1647,Ġmajority,0.3061068
527,Ġstory,2129,Ġpoor,0.9999759
527,Ġstory,3026,Ġtells,0.71190643
527,Ġstory,39765,Ġflashback,0.12625562
527,Ġstory,49069,.<,0.18612055
540,Ġless,75,'t,0.14157982
540,Ġless,359,Ġ&,0.145991
540,Ġless,540,Ġless,0.5372416
540,Ġless,18759,arest,0.47968498
546,Ġlooking,14,Ġthat,0.16638222
546,Ġlooking,52,Ġwe,0.14210488
546,Ġlooking,120,Ġget,0.19119895
546,Ġlooking,209,Ġthese,0.31453347
546,Ġlooking,219,y,0.9999989
546,Ġlooking,546,Ġlooking,0.3303691
546,Ġlooking,1326,Ġlooks,0.34937757
546,Ġlooking,1521,Ġdesign,0.22139797
546,Ġlooking,3680,Ġotherwise,0.12887554
546,Ġlooking,11678,Ġwooden,0.85370505
546,Ġlooking,15488,atures,0.18385693
546,Ġlooking,22051,Ġrubbish,0.47036293
546,Ġlooking,42986,Ġcaric,0.19888759
552,Ġalong,5,Ġthe,0.15026289
552,Ġalong,6,",",0.62336564
552,Ġalong,95,Ġjust,0.31543463
552,Ġalong,552,Ġalong,0.29617843
552,Ġalong,631,Ġthing,0.99997115
552,Ġalong,2877,Ġpace,0.12334186
552,Ġalong,3784,Ġpushing,0.6965202
552,Ġalong,6197,Ġplot,0.16517237
554,Ġstarted,61,Ġwhich,0.549523
554,Ġstarted,122,Ġnow,0.16117847
554,Ġstarted,386,Ġstart,0.56894356
554,Ġstarted,554,Ġstarted,0.57791793
554,Ġstarted,2012,Ġstarts,0.2943011
554,Ġstarted,45136,ĠPuppet,0.14863318
561,Ġtogether,33,Ġhave,0.1352446
561,Ġtogether,227,Ġbetween,0.13920803
561,Ġtogether,359,Ġ&,0.25897947
561,Ġtogether,561,Ġtogether,0.43520492
561,Ġtogether,675,Ġperiod,0.24488139
561,Ġtogether,1099,Ġbad,0.55694276
563,Ġplan,6,",",0.16036281
563,Ġplan,7,Ġto,0.72432333
563,Ġplan,39,Ġhis,0.2579236
563,Ġplan,147,Ġwhere,0.35539392
563,Ġplan,359,Ġ&,0.29536536
563,Ġplan,563,Ġplan,0.35276672
563,Ġplan,1207,Ġliving,0.20863773
563,Ġplan,1600,ĠGermany,0.13331412
563,Ġplan,2580,ets,0.99999857
563,Ġplan,3549,Ġkill,0.13294506
563,Ġplan,5111,Ġescape,0.55649126
563,Ġplan,32986,Ġpupp,0.20229998
568,Ġdecision,5,Ġthe,0.29571915
568,Ġdecision,7,Ġto,0.59609115
568,Ġdecision,9,Ġof,0.13583805
568,Ġdecision,18,'s,0.17971037
568,Ġdecision,20,ĠThe,0.12177792
568,Ġdecision,61,Ġwhich,0.14720853
568,Ġdecision,89,Ġthere,0.14598234
568,Ġdecision,146,Ġmake,0.17579095
568,Ġdecision,1276,Ġdecided,0.33192727
568,Ġdecision,1527,ling,0.99979204
568,Ġdecision,1892,ĠThen,0.1524323
568,Ġdecision,3997,Ġincredible,0.1343388
568,Ġdecision,4940,Ġtotally,0.3693158
568,Ġdecision,6644,Ġmakers,0.2991508
568,Ġdecision,23392,Ġredesign,0.33268616
568,Ġdecision,33139,Ġbaff,0.45437703
583,Ġnear,14,Ġthat,0.30625868
583,Ġnear,25,Ġas,0.7965727
583,Ġnear,32,Ġare,0.3983368
583,Ġnear,53,Ġbut,0.29626927
583,Ġnear,583,Ġnear,0.12453533
583,Ġnear,2297,Ġmodern,0.22726789
583,Ġnear,3035,Ġcool,0.3904969
583,Ġnear,9261,Ġnowhere,0.99998415
588,Ġreal,19,Ġwith,0.67402905
588,Ġreal,25,Ġas,0.1629224
588,Ġreal,117,Ġno,0.99998486
588,Ġreal,203,Ġmuch,0.19547549
588,Ġreal,251,Ġlong,0.17519648
588,Ġreal,359,Ġ&,0.33620834
588,Ġreal,2877,Ġpace,0.81593084
588,Ġreal,4286,Ġconcept,0.13456959
588,Ġreal,37342,Ġpadded,0.17997174
596,Ġwhy,5,Ġthe,0.16036557
596,Ġwhy,6,",",0.33421174
596,Ġwhy,7,Ġto,0.15526533
596,Ġwhy,18,'s,0.2456517
596,Ġwhy,20,ĠThe,0.34589997
596,Ġwhy,32,Ġare,0.14503618
596,Ġwhy,38,ĠI,0.21012409
596,Ġwhy,58,Ġwere,0.20637184
596,Ġwhy,74,Ġwould,0.9131239
596,Ġwhy,85,ĠIt,0.21357301
596,Ġwhy,116,?,0.18066426
596,Ġwhy,185,Ġtake,0.2063528
596,Ġwhy,190,Ġeven,0.51074433
596,Ġwhy,209,Ġthese,0.6296584
596,Ġwhy,303,Ġfound,0.12285199
596,Ġwhy,341,Ġused,0.441402
596,Ġwhy,393,Ġnever,0.24192983
596,Ġwhy,596,Ġwhy,0.2667667
596,Ġwhy,864,Ġquestion,0.24449287
596,Ġwhy,1195,Ġrather,0.13510604
596,Ġwhy,1266,Ġmean,0.9999734
596,Ġwhy,1712,Ġalthough,0.21718493
596,Ġwhy,2002,Ġexplained,0.9999871
596,Ġwhy,3997,Ġincredible,0.29596958
596,Ġwhy,6644,Ġmakers,0.16789474
596,Ġwhy,33139,Ġbaff,0.1472764
605,w,11,Ġin,0.59918284
605,w,147,Ġwhere,0.13412923
605,w,148,Ġduring,0.42513496
605,w,229,ĠK,0.35372278
605,w,605,w,0.3164557
605,w,675,Ġperiod,0.22586992
605,w,885,Ġw,0.4555651
605,w,2012,Ġstarts,0.26473472
605,w,2201,ĠParis,0.29034773
605,w,2749,Ġsetting,0.18822552
605,w,4104,ole,0.99996173
605,w,7876,ige,0.73746014
605,w,12940,ĠRomania,0.12445984
605,w,26447,Ġ1944,0.14211734
605,w,48709,Ġ/>,0.1357696
615,Ġenough,10,Ġa,0.30449024
615,Ġenough,11,Ġin,0.19217011
615,Ġenough,21,Ġwas,0.4399581
615,Ġenough,36,Ġ(,0.12284003
615,Ġenough,75,'t,0.4051499
615,Ġenough,352,ly,0.40498582
615,Ġenough,615,Ġenough,0.36710832
615,Ġenough,938,Ġwasn,0.30341232
615,Ġenough,1099,Ġbad,0.9999783
615,Ġenough,1106,If,0.38262996
615,Ġenough,1276,Ġdecided,0.23520924
615,Ġenough,2129,Ġpoor,0.1355932
615,Ġenough,3038,Ġeffects,0.1255852
615,Ġenough,6162,Ġcheap,0.9998951
615,Ġenough,6193,Ġ1999,0.13987666
615,Ġenough,6583,ĠFull,0.5496748
615,Ġenough,16276,?),0.4690719
615,Ġenough,34889,ĠCGI,0.25583842
628,Ġlate,9,Ġof,0.9999907
628,Ġlate,33,Ġhave,0.22487515
628,Ġlate,38,ĠI,0.77022326
628,Ġlate,57,Ġbeen,0.18390992
628,Ġlate,145,Ġbeing,0.14775836
628,Ġlate,628,Ġlate,0.19242714
628,Ġlate,1620,As,0.558588
631,Ġthing,5,Ġthe,0.99999356
631,Ġthing,6,",",0.41948375
631,Ġthing,14,Ġthat,0.7916005
631,Ġthing,19,Ġwith,0.16041285
631,Ġthing,24,Ġit,0.16555825
631,Ġthing,25,Ġas,0.13463515
631,Ġthing,65,Ġone,0.63927215
631,Ġthing,95,Ġjust,0.41784334
631,Ġthing,156,Ġmade,0.41396815
631,Ġthing,185,Ġtake,0.33119622
631,Ġthing,409,Ġaway,0.18724458
631,Ġthing,473,Ġdoes,0.14563088
631,Ġthing,552,Ġalong,0.49211997
631,Ġthing,631,Ġthing,0.68114525
631,Ġthing,912,Ġstop,0.14755628
631,Ġthing,1313,Ġpositive,0.3854278
631,Ġthing,3167,Ġassistant,0.5974892
631,Ġthing,3280,Ġbasic,0.9996884
631,Ġthing,3334,Ġobviously,0.12543525
631,Ġthing,3784,Ġpushing,0.8240871
631,Ġthing,3809,br,0.13042131
631,Ġthing,6644,Ġmakers,0.123231985
631,Ġthing,10132,Ġmemorable,0.17909423
631,Ġthing,19222,Ġhandsome,0.80784607
631,Ġthing,23392,Ġredesign,0.13097946
631,Ġthing,45136,ĠPuppet,0.17583111
635,ĠHowever,4,.,0.99972063
635,ĠHowever,5,Ġthe,0.77527946
635,ĠHowever,21,Ġwas,0.15088569
635,ĠHowever,25,Ġas,0.162232
635,ĠHowever,67,Ġalso,0.5969377
635,ĠHowever,141,Ġhow,0.12935165
635,ĠHowever,635,ĠHowever,0.21953587
635,ĠHowever,1620,As,0.13922481
635,ĠHowever,4085,Ġgift,0.14309171
635,ĠHowever,26020,Ġcurse,0.16545565
635,ĠHowever,29790,ĠSut,0.19663852
648,Ġyet,7,Ġto,0.12942304
648,Ġyet,14,Ġthat,0.17281495
648,Ġyet,21,Ġwas,0.1950634
648,Ġyet,61,Ġwhich,0.19117871
648,Ġyet,130,Ġthree,0.14919376
648,Ġyet,146,Ġmake,0.9995573
648,Ġyet,277,Ġanother,0.93672705
648,Ġyet,648,Ġyet,0.36689654
648,Ġyet,864,Ġquestion,0.1452839
648,Ġyet,1712,Ġalthough,0.2670382
648,Ġyet,2818,Ġhoping,0.32735246
648,Ġyet,12123,Ġsequel,0.2735482
651,Ġseries,4,.,0.44966272
651,Ġseries,5,Ġthe,0.9999957
651,Ġseries,9,Ġof,0.8975134
651,Ġseries,11,Ġin,0.2579748
651,Ġseries,31,Ġfrom,0.26113737
651,Ġseries,32,Ġare,0.17224987
651,Ġseries,59,Ġabout,0.16484042
651,Ġseries,77,Ġwhen,0.13328181
651,Ġseries,98,Ġso,0.5924176
651,Ġseries,350,Ġtoo,0.58319896
651,Ġseries,444,Ġfar,0.37893745
651,Ġseries,450,Ġseen,0.12597653
651,Ġseries,651,Ġseries,0.71196353
651,Ġseries,1079,Ġrest,0.163658
651,Ġseries,1313,Ġpositive,0.16604055
651,Ġseries,1341,Ġquite,0.2500701
651,Ġseries,1683,Ġeffect,0.19438536
651,Ġseries,2603,ost,0.170773
651,Ġseries,3007,Ġworse,0.26105502
651,Ġseries,6935,ĠMaster,0.13871622
651,Ġseries,43289,Ġ1902,0.16356881
656,Ġearlier,5,Ġthe,0.99978477
656,Ġearlier,9,Ġof,0.20369357
656,Ġearlier,11,Ġin,0.4564036
656,Ġearlier,656,Ġearlier,0.2673506
656,Ġearlier,3468,Ġfranchise,0.32333487
656,Ġearlier,3520,Ġfeatured,0.62333703
656,Ġearlier,3541,Ġfilms,0.8675367
656,Ġearlier,6935,ĠMaster,0.28015572
657,Ġlove,5,Ġthe,0.20515716
657,Ġlove,7,Ġto,0.99997616
657,Ġlove,9,Ġof,0.8440087
657,Ġlove,12,-,0.3177281
657,Ġlove,19,Ġwith,0.13024981
657,Ġlove,33,Ġhave,0.21347044
657,Ġlove,70,Ġall,0.50548327
657,Ġlove,87,Ġthan,0.32103524
657,Ġlove,102,a,0.14383209
657,Ġlove,283,Ġcome,0.68729067
657,Ġlove,301,Ġlife,0.30404282
657,Ġlove,359,Ġ&,0.22722845
657,Ġlove,657,Ġlove,0.48300898
657,Ġlove,841,Ġfans,0.25106245
657,Ġlove,1145,Ġmet,0.36113268
657,Ġlove,1712,Ġalthough,0.73479694
657,Ġlove,1762,Ġlack,0.13621074
657,Ġlove,1980,Ġones,0.28946847
657,Ġlove,2378,Ġfan,0.14492862
657,Ġlove,5548,Ġfavourite,0.21678111
657,Ġlove,5856,Ġlegs,0.49956056
657,Ġlove,11870,Ġeventual,0.9993374
657,Ġlove,20280,Ġhi,0.233195
664,Ġyoung,5,Ġthe,0.9988181
664,Ġyoung,9,Ġof,0.2727957
664,Ġyoung,36,Ġ(,0.13106441
664,Ġyoung,38,ĠI,0.5189631
664,Ġyoung,76,Ġyear,0.14376679
664,Ġyoung,102,a,0.16622698
664,Ġyoung,301,Ġlife,0.3685199
664,Ġyoung,359,Ġ&,0.7590725
664,Ġyoung,657,Ġlove,0.27952597
664,Ġyoung,664,Ġyoung,0.13409083
664,Ġyoung,1403,Ġself,0.16199851
664,Ġyoung,2721,Ġbeautiful,0.361323
664,Ġyoung,3240,Ġyounger,0.57161385
664,Ġyoung,6634,ls,0.14699736
667,Ġtrying,5,Ġthe,0.48749378
667,Ġtrying,7,Ġto,0.7293993
667,Ġtrying,19,Ġwith,0.7945445
667,Ġtrying,277,Ġanother,0.12343775
667,Ġtrying,667,Ġtrying,0.13502386
667,Ġtrying,961,Ġeveryone,0.314311
667,Ġtrying,1072,Ġwants,0.33309576
667,Ġtrying,1951,ek,0.99817646
667,Ġtrying,2239,Ġlearning,0.12238441
667,Ġtrying,3549,Ġkill,0.610988
667,Ġtrying,29790,ĠSut,0.35222402
671,Ġreturn,5,Ġthe,0.12682171
671,Ġreturn,11,Ġin,0.75265855
671,Ġreturn,20,ĠThe,0.42123404
671,Ġreturn,74,Ġwould,0.9998845
671,Ġreturn,322,).,0.15609695
671,Ġreturn,498,Ġtimes,0.15110527
671,Ġreturn,671,Ġreturn,0.47435164
671,Ġreturn,734,...,0.15484244
671,Ġreturn,1529,off,0.16650361
671,Ġreturn,2580,ets,0.34385747
671,Ġreturn,6587,Ġterrible,0.1253672
671,Ġreturn,7844,Ġkiller,0.2722302
671,Ġreturn,32986,Ġpupp,0.15935373
671,Ġreturn,34972,2004,0.15157025
671,Ġreturn,49341,ĠDemonic,0.17571634
675,Ġperiod,6,",",0.1240805
675,Ġperiod,13,Ġfor,0.13332076
675,Ġperiod,16,Ġis,0.21494515
675,Ġperiod,18,'s,0.99998045
675,Ġperiod,19,Ġwith,0.32253647
675,Ġperiod,24,Ġit,0.20488834
675,Ġperiod,359,Ġ&,0.14502041
675,Ġperiod,561,Ġtogether,0.19712815
675,Ġperiod,675,Ġperiod,0.94917893
675,Ġperiod,1311,Ġgiving,0.25522453
675,Ġperiod,2201,ĠParis,0.1764224
675,Ġperiod,2297,Ġmodern,0.29167247
675,Ġperiod,2749,Ġsetting,0.7549188
675,Ġperiod,6583,ĠFull,0.2500526
675,Ġperiod,26447,Ġ1944,0.16609016
688,Ġweeks,9,Ġof,0.99999917
688,Ġweeks,11,Ġin,0.33645335
688,Ġweeks,33,Ġhave,0.32313856
688,Ġweeks,38,ĠI,0.1269534
688,Ġweeks,43,),0.12879851
688,Ġweeks,122,Ġnow,0.13325708
688,Ġweeks,149,Ġthrough,0.1325085
688,Ġweeks,359,Ġ&,0.7176512
688,Ġweeks,450,Ġseen,0.20279211
688,Ġweeks,688,Ġweeks,0.12744492
688,Ġweeks,891,Ġcouple,0.9073331
688,Ġweeks,980,Ġspace,0.7739025
688,Ġweeks,1183,Ġwatch,0.13197362
688,Ġweeks,7232,ender,0.16612968
688,Ġweeks,10571,Ġfilmed,0.124239124
688,Ġweeks,41655,1993,0.12975644
691,Ġrating,10,Ġa,0.3364865
691,Ġrating,12,-,0.2904074
691,Ġrating,13,Ġfor,0.6261501
691,Ġrating,19,Ġwith,0.1811224
691,Ġrating,500,R,0.19376302
691,Ġrating,691,Ġrating,0.12605219
691,Ġrating,1558,13,0.99993587
691,Ġrating,2945,Ġratings,0.27690712
691,Ġrating,5211,Ġrated,0.44233596
691,Ġrating,14499,ĠPG,0.42619133
707,Ġseven,4,.,0.1326329
707,Ġseven,5,Ġthe,0.12674505
707,Ġseven,19,Ġwith,0.12274741
707,Ġseven,20,ĠThe,0.2952457
707,Ġseven,130,Ġthree,0.32976016
707,Ġseven,498,Ġtimes,0.21614958
707,Ġseven,707,Ġseven,0.8465974
707,Ġseven,877,ate,0.5087343
707,Ġseven,1001,ro,0.20123817
707,Ġseven,1341,Ġquite,0.5331923
707,Ġseven,2075,Ġran,0.14509083
707,Ġseven,45136,ĠPuppet,0.1719574
728,Ġminutes,23,Ġat,0.6853208
728,Ġminutes,129,Ġonly,0.26862928
728,Ġminutes,728,Ġminutes,0.24502696
728,Ġminutes,822,Ġfilm,0.13819377
728,Ġminutes,1183,Ġwatch,0.14780444
728,Ġminutes,1648,ĠEven,0.18608569
728,Ġminutes,1812,Ġ80,0.6437225
728,Ġminutes,8372,Ġodd,0.99999547
728,Ġminutes,38684,ĠRetro,0.61585754
734,...,5,Ġthe,0.25766054
734,...,12,-,0.42687175
734,...,20,ĠThe,0.8900282
734,...,36,Ġ(,0.19463006
734,...,74,Ġwould,0.12785584
734,...,205,Ġgood,0.34793055
734,...,322,).,0.2010923
734,...,498,Ġtimes,0.9997913
734,...,734,...,0.35393256
734,...,1266,Ġmean,0.44210154
734,...,1462,Ġdead,0.99992585
734,...,1620,As,0.19477221
734,...,1954,Ġvs,0.14319985
734,...,2145,Ġremember,0.6222158
734,...,3809,br,0.17469606
734,...,34972,2004,0.14922576
734,...,41552,<,0.80622023
734,...,48709,Ġ/>,0.14753978
734,...,49069,.<,0.12927383
741,Ġb,9,Ġof,0.1646192
741,Ġb,10,Ġa,0.2676952
741,Ġb,15,Ġon,0.26975974
741,Ġb,25,Ġas,0.35594895
741,Ġb,57,Ġbeen,0.12540211
741,Ġb,450,Ġseen,0.21318638
741,Ġb,741,Ġb,0.15330838
741,Ġb,828,Ġbit,0.36744842
741,Ġb,1276,Ġdecided,0.20855734
741,Ġb,6935,ĠMaster,0.99998593
741,Ġb,7232,ender,0.84574866
741,Ġb,18089,ĠLegacy,0.79337925
741,Ġb,45136,ĠPuppet,0.395856
749,Ġcountries,5,Ġthe,0.12540345
749,Ġcountries,11,Ġin,0.22995028
749,Ġcountries,12,-,0.12450971
749,Ġcountries,33,Ġhave,0.69618756
749,Ġcountries,36,Ġ(,0.22091752
749,Ġcountries,45,Ġnot,0.13616417
749,Ġcountries,97,Ġother,0.9999763
749,Ġcountries,308,Ġown,0.24270783
749,Ġcountries,382,ĠUS,0.57454234
749,Ġcountries,691,Ġrating,0.12237423
749,Ġcountries,749,Ġcountries,0.2071161
749,Ġcountries,822,Ġfilm,0.14436483
749,Ġcountries,5211,Ġrated,0.14607392
749,Ġcountries,12940,ĠRomania,0.17152679
749,Ġcountries,34978,viously,0.2604119
749,Ġcountries,43282,Ġcrappy,0.171084
768,Ġcourse,4,.,0.17165974
768,Ġcourse,5,Ġthe,0.1379132
768,Ġcourse,7,Ġto,0.13417886
768,Ġcourse,9,Ġof,0.99996805
768,Ġcourse,18,'s,0.13637006
768,Ġcourse,20,ĠThe,0.34867167
768,Ġcourse,89,Ġthere,0.79978764
768,Ġcourse,568,Ġdecision,0.14250582
768,Ġcourse,768,Ġcourse,0.208391
768,Ġcourse,1892,ĠThen,0.6608374
768,Ġcourse,23392,Ġredesign,0.13853116
768,Ġcourse,33139,Ġbaff,0.16105992
768,Ġcourse,34978,viously,0.20490974
769,Ġre,4,.,0.18371454
769,Ġre,7,Ġto,0.1926316
769,Ġre,12,-,0.71578884
769,Ġre,25,Ġas,0.45938972
769,Ġre,49,Ġtheir,0.44723138
769,Ġre,769,Ġre,0.16366872
769,Ġre,1033,ings,0.2941777
769,Ġre,2297,Ġmodern,0.99999094
769,Ġre,6014,work,0.81951433
769,Ġre,23392,Ġredesign,0.41896942
780,Ġspecial,5,Ġthe,0.99998343
780,Ġspecial,7,Ġto,0.18986838
780,Ġspecial,25,Ġas,0.5550472
780,Ġspecial,32,Ġare,0.3254562
780,Ġspecial,89,Ġthere,0.13331026
780,Ġspecial,780,Ġspecial,0.9102538
780,Ġspecial,1235,Ġthemselves,0.16184807
780,Ġspecial,1683,Ġeffect,0.81168085
780,Ġspecial,8705,ĠBesides,0.17051208
780,Ġspecial,22051,Ġrubbish,0.19956875
780,Ġspecial,26504,Ġprops,0.2204185
793,Ġold,10,Ġa,0.4259888
793,Ġold,37,Ġhe,0.18393399
793,Ġold,76,Ġyear,0.9989454
793,Ġold,664,Ġyoung,0.18834376
793,Ġold,793,Ġold,0.26045838
793,Ġold,1145,Ġmet,0.41277897
793,Ġold,1840,ĠGod,0.24018659
793,Ġold,6710,ĠAf,0.13284092
793,Ġold,8178,Ġancient,0.23267956
793,Ġold,10101,zel,0.19472209
793,Ġold,10377,ĠEgyptian,0.62035733
793,Ġold,23513,Ġ3000,0.6294693
793,Ġold,48158,Ġsorcerer,0.39330587
822,Ġfilm,5,Ġthe,0.9999465
822,Ġfilm,6,",",0.54866445
822,Ġfilm,9,Ġof,0.15214759
822,Ġfilm,11,Ġin,0.30331868
822,Ġfilm,33,Ġhave,0.18495966
822,Ġfilm,39,Ġhis,0.13218664
822,Ġfilm,45,Ġnot,0.60111064
822,Ġfilm,49,Ġtheir,0.15724264
822,Ġfilm,129,Ġonly,0.4490926
822,Ġfilm,308,Ġown,0.9999877
822,Ġfilm,442,Ġmaking,0.21865664
822,Ġfilm,822,Ġfilm,0.44364893
822,Ġfilm,1445,Ġentire,0.99994123
822,Ġfilm,1743,Ġsystems,0.34057015
822,Ġfilm,2201,ĠParis,0.32026938
822,Ġfilm,2945,Ġratings,0.8822672
822,Ġfilm,3038,Ġeffects,0.15606114
822,Ġfilm,3541,Ġfilms,0.2842173
822,Ġfilm,3809,br,0.15555185
822,Ġfilm,4206,Ġexcellent,0.19021498
822,Ġfilm,4338,Ġfootage,0.3088351
822,Ġfilm,5211,Ġrated,0.17576241
822,Ġfilm,6935,ĠMaster,0.99991524
822,Ġfilm,7235,Ġfocuses,0.875828
822,Ġfilm,10571,Ġfilmed,0.15122221
822,Ġfilm,16141,Ġdistinctive,0.7367793
822,Ġfilm,26504,Ġprops,0.19230403
822,Ġfilm,29771,Ġpuppet,0.12654231
822,Ġfilm,38684,ĠRetro,0.23863772
822,Ġfilm,43282,Ġcrappy,0.12884621
822,Ġfilm,45136,ĠPuppet,0.41475075
822,Ġfilm,49069,.<,0.14853604
828,Ġbit,9,Ġof,0.76944584
828,Ġbit,10,Ġa,0.9999149
828,Ġbit,15,Ġon,0.67499864
828,Ġbit,25,Ġas,0.3394825
828,Ġbit,33,Ġhave,0.2147172
828,Ġbit,38,ĠI,0.14569643
828,Ġbit,57,Ġbeen,0.14618017
828,Ġbit,450,Ġseen,0.1440316
828,Ġbit,688,Ġweeks,0.16954544
828,Ġbit,741,Ġb,0.31448138
828,Ġbit,828,Ġbit,0.21501732
828,Ġbit,1341,Ġquite,0.13465416
828,Ġbit,1620,As,0.21124814
828,Ġbit,7232,ender,0.2853339
828,Ġbit,45136,ĠPuppet,0.13085827
841,Ġfans,33,Ġhave,0.49231705
841,Ġfans,70,Ġall,0.4869703
841,Ġfans,84,Ġour,0.17739297
841,Ġfans,283,Ġcome,0.18406354
841,Ġfans,657,Ġlove,0.2934617
841,Ġfans,841,Ġfans,0.20812206
841,Ġfans,1980,Ġones,0.12185013
841,Ġfans,6935,ĠMaster,0.99969053
841,Ġfans,45136,ĠPuppet,0.23702373
851,Ġgave,5,Ġthe,0.14897896
851,Ġgave,7,Ġto,0.5546076
851,Ġgave,39,Ġhis,0.13422103
851,Ġgave,141,Ġhow,0.37797254
851,Ġgave,301,Ġlife,0.7717021
851,Ġgave,308,Ġown,0.16501512
851,Ġgave,359,Ġ&,0.9999565
851,Ġgave,851,Ġgave,0.17726843
851,Ġgave,1003,Ġhimself,0.25555745
851,Ġgave,1311,Ġgiving,0.69926393
851,Ġgave,1595,Ġpassed,0.3010755
851,Ġgave,4085,Ġgift,0.18507166
851,Ġgave,6710,ĠAf,0.16651163
851,Ġgave,10101,zel,0.25211787
856,Ġf,856,Ġf,0.5768752
856,Ġf,7232,ender,0.19847894
856,Ġf,10377,ĠEgyptian,0.20720097
856,Ġf,20280,Ġhi,0.17091203
864,Ġquestion,14,Ġthat,0.5747699
864,Ġquestion,19,Ġwith,0.29614457
864,Ġquestion,61,Ġwhich,0.22601421
864,Ġquestion,116,?,0.13015957
864,Ġquestion,182,Ġvery,0.99998844
864,Ġquestion,596,Ġwhy,0.9394218
864,Ġquestion,1712,Ġalthough,0.25683457
864,Ġquestion,2002,Ġexplained,0.20295142
864,Ġquestion,7911,Ġdealt,0.22807154
864,Ġquestion,49069,.<,0.58634835
877,ate,4,.,0.3221948
877,ate,5,Ġthe,0.24872127
877,ate,9,Ġof,0.14343281
877,ate,20,ĠThe,1.0
877,ate,77,Ġwhen,0.22410858
877,ate,311,Ġshow,0.22249235
877,ate,877,ate,0.3741069
877,ate,2075,Ġran,0.27990144
877,ate,2201,ĠParis,0.21370476
877,ate,3771,ĠMag,0.650051
877,ate,5132,ĠTheatre,0.9206264
877,ate,5150,ique,0.2822497
881,Ġsingle,6,",",0.27045915
881,Ġsingle,9,Ġof,0.19059776
881,Ġsingle,10,Ġa,0.9999521
881,Ġsingle,18,'s,0.12347049
881,Ġsingle,45,Ġnot,0.6962856
881,Ġsingle,89,Ġthere,0.17839321
881,Ġsingle,881,Ġsingle,0.14026749
881,Ġsingle,1445,Ġentire,0.12350288
881,Ġsingle,1874,Ġdrop,0.669824
881,Ġsingle,1925,Ġblood,0.3969875
881,Ġsingle,3891,Ġtherefore,0.4306788
885,Ġw,5,Ġthe,0.9999924
885,Ġw,9,Ġof,0.4946409
885,Ġw,32,Ġare,0.38629425
885,Ġw,350,Ġtoo,0.123711884
885,Ġw,605,w,0.1594078
885,Ġw,651,Ġseries,0.12430871
885,Ġw,885,Ġw,0.15237457
885,Ġw,1683,Ġeffect,0.12260217
885,Ġw,2603,ost,0.8269362
885,Ġw,10097,walk,0.41696465
888,Ġactually,16,Ġis,0.13410509
888,Ġactually,24,Ġit,0.13278534
888,Ġactually,888,Ġactually,0.18100658
888,Ġactually,1183,Ġwatch,0.18455991
888,Ġactually,2373,Ġworst,0.15187994
888,Ġactually,12940,ĠRomania,0.13377717
888,Ġactually,26504,Ġprops,0.26500544
888,Ġactually,38684,ĠRetro,0.8164281
891,Ġcouple,9,Ġof,0.75843984
891,Ġcouple,10,Ġa,0.9996031
891,Ġcouple,11,Ġin,0.33874324
891,Ġcouple,33,Ġhave,0.2940818
