[I 2024-12-10 05:16:07,583] Using an existing study with name 'SST-2-GATv2-facebook-bart-large-Grouped-No_Aggregation' instead of creating a new one.
[I 2024-12-10 05:22:28,353] Trial 114 finished with value: 0.9518348623853211 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6055097156637782, 'batch_size': 219, 'attention_heads': 8, 'hidden_dimension': 56, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5844834650718685, 'global_pooling': 'max', 'learning_rate': 0.0019718889933175786, 'weight_decay': 4.6474207434727335e-06, 'beta_0': 0.8378043406276168, 'beta_1': 0.9932841423776535, 'epsilon': 2.5379523954348334e-07, 'balanced_loss': False, 'epochs': 61, 'early_stopping_patience': 14, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 13:20:14,341] Trial 191 finished with value: 0.9380733944954128 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7011956074153539, 'batch_size': 197, 'attention_heads': 4, 'hidden_dimension': 81, 'number_of_hidden_layers': 3, 'dropout_rate': 0.564734531541765, 'global_pooling': 'sum', 'learning_rate': 0.0036133849404557604, 'weight_decay': 2.081738948281864e-06, 'beta_0': 0.8371791594001217, 'beta_1': 0.9946495751015164, 'epsilon': 2.6129500457565876e-07, 'balanced_loss': False, 'epochs': 161, 'early_stopping_patience': 15, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 13:26:16,232] Trial 192 finished with value: 0.944954128440367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6033207830915496, 'batch_size': 204, 'attention_heads': 10, 'hidden_dimension': 67, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5873519914302154, 'global_pooling': 'max', 'learning_rate': 0.001553183386518865, 'weight_decay': 4.040534798812221e-06, 'beta_0': 0.8423750377552984, 'beta_1': 0.993724239653849, 'epsilon': 1.3384623760921858e-07, 'balanced_loss': False, 'epochs': 141, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 13:31:59,277] Trial 193 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5862359487104314, 'batch_size': 208, 'attention_heads': 5, 'hidden_dimension': 60, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5837172983612964, 'global_pooling': 'max', 'learning_rate': 0.001160770171560168, 'weight_decay': 3.532358201276562e-06, 'beta_0': 0.8451895529926668, 'beta_1': 0.9942484248353841, 'epsilon': 1.1643419161538602e-07, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 13:37:49,200] Trial 194 finished with value: 0.944954128440367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6188087841957475, 'batch_size': 216, 'attention_heads': 7, 'hidden_dimension': 75, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5919136706921571, 'global_pooling': 'max', 'learning_rate': 0.002551570959720622, 'weight_decay': 4.898068703809654e-06, 'beta_0': 0.840406374070544, 'beta_1': 0.9930486679753051, 'epsilon': 1.4690943590997641e-07, 'balanced_loss': False, 'epochs': 61, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 13:43:38,926] Trial 195 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6362201859537054, 'batch_size': 200, 'attention_heads': 4, 'hidden_dimension': 53, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5763588888443116, 'global_pooling': 'max', 'learning_rate': 0.0018756297410116112, 'weight_decay': 6.005538251099562e-06, 'beta_0': 0.8359713927498325, 'beta_1': 0.9934264964933983, 'epsilon': 1.6986178948524304e-07, 'balanced_loss': False, 'epochs': 165, 'early_stopping_patience': 21, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 13:49:26,533] Trial 196 finished with value: 0.944954128440367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5757942250349108, 'batch_size': 186, 'attention_heads': 4, 'hidden_dimension': 68, 'number_of_hidden_layers': 3, 'dropout_rate': 0.58723330887113, 'global_pooling': 'max', 'learning_rate': 0.0014535145231355834, 'weight_decay': 2.8561117413894105e-06, 'beta_0': 0.839155374614317, 'beta_1': 0.9937099844922479, 'epsilon': 2.156108345423678e-07, 'balanced_loss': False, 'epochs': 56, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 13:55:12,773] Trial 197 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6554499814051252, 'batch_size': 194, 'attention_heads': 7, 'hidden_dimension': 44, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5945495629277381, 'global_pooling': 'max', 'learning_rate': 0.001300431126999291, 'weight_decay': 3.713401637961528e-06, 'beta_0': 0.8431359815208532, 'beta_1': 0.9922958140652232, 'epsilon': 7.93567186168158e-08, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 12, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:01:21,487] Trial 198 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6074918848348345, 'batch_size': 76, 'attention_heads': 5, 'hidden_dimension': 58, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5999187478553822, 'global_pooling': 'max', 'learning_rate': 0.0028844120112983596, 'weight_decay': 9.996671774522537e-06, 'beta_0': 0.8383184968363524, 'beta_1': 0.9928957237258781, 'epsilon': 9.925657418016355e-08, 'balanced_loss': False, 'epochs': 74, 'early_stopping_patience': 16, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:06:58,103] Trial 199 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5923071615879227, 'batch_size': 210, 'attention_heads': 7, 'hidden_dimension': 40, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5702915830927711, 'global_pooling': 'sum', 'learning_rate': 0.0021374229126212476, 'weight_decay': 2.4316020290329095e-06, 'beta_0': 0.8324862922266009, 'beta_1': 0.9940171892761824, 'epsilon': 4.0121963497738405e-07, 'balanced_loss': False, 'epochs': 69, 'early_stopping_patience': 13, 'plateau_patience': 21, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:12:41,646] Trial 200 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6253258759447085, 'batch_size': 199, 'attention_heads': 4, 'hidden_dimension': 48, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5822322929647269, 'global_pooling': 'max', 'learning_rate': 0.0010146011796813295, 'weight_decay': 1.9094672844417298e-05, 'beta_0': 0.8454615778579018, 'beta_1': 0.9970300886056, 'epsilon': 1.2881547130795497e-07, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 12, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:18:32,308] Trial 201 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.614187654488847, 'batch_size': 246, 'attention_heads': 6, 'hidden_dimension': 65, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5777308699570949, 'global_pooling': 'mean', 'learning_rate': 0.001714204357393927, 'weight_decay': 2.8769181204365645e-05, 'beta_0': 0.8055896415403866, 'beta_1': 0.9934386268633935, 'epsilon': 3.096881401213423e-08, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:24:21,063] Trial 202 finished with value: 0.9495412844036697 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6023521123974646, 'batch_size': 213, 'attention_heads': 5, 'hidden_dimension': 52, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5871372932931295, 'global_pooling': 'max', 'learning_rate': 0.0002123170493951977, 'weight_decay': 8.84240758959388e-06, 'beta_0': 0.8407344335758703, 'beta_1': 0.984340102552791, 'epsilon': 1.1322117811385731e-07, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 12, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:30:21,719] Trial 203 finished with value: 0.944954128440367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.636115888249403, 'batch_size': 219, 'attention_heads': 5, 'hidden_dimension': 56, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5104352911991031, 'global_pooling': 'max', 'learning_rate': 0.00016081941439320213, 'weight_decay': 8.811732257032898e-06, 'beta_0': 0.8291552228399317, 'beta_1': 0.9888509138978051, 'epsilon': 1.9261156228633084e-07, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:36:08,556] Trial 204 finished with value: 0.9472477064220184 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6019946771027891, 'batch_size': 206, 'attention_heads': 4, 'hidden_dimension': 61, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5914210319234827, 'global_pooling': 'max', 'learning_rate': 0.0003087585666603537, 'weight_decay': 6.795749120799093e-06, 'beta_0': 0.8420097666052349, 'beta_1': 0.9851136000452525, 'epsilon': 1.572476698457463e-07, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 12, 'plateau_patience': 25, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:41:48,814] Trial 205 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6244499249130198, 'batch_size': 210, 'attention_heads': 7, 'hidden_dimension': 50, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3921116192996153, 'global_pooling': 'max', 'learning_rate': 0.002333438746954152, 'weight_decay': 7.723751769486439e-06, 'beta_0': 0.8438108196544967, 'beta_1': 0.9865414540102494, 'epsilon': 1.0417229190257398e-07, 'balanced_loss': False, 'epochs': 59, 'early_stopping_patience': 11, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:47:50,109] Trial 206 finished with value: 0.944954128440367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5670967225996596, 'batch_size': 203, 'attention_heads': 8, 'hidden_dimension': 72, 'number_of_hidden_layers': 3, 'dropout_rate': 0.584324824055979, 'global_pooling': 'max', 'learning_rate': 0.0014191767442975369, 'weight_decay': 4.470738356053583e-06, 'beta_0': 0.8486933958576409, 'beta_1': 0.9909876625268206, 'epsilon': 2.3393614545292364e-07, 'balanced_loss': False, 'epochs': 77, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:53:42,213] Trial 207 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5920682416574172, 'batch_size': 197, 'attention_heads': 5, 'hidden_dimension': 53, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5789224773268556, 'global_pooling': 'max', 'learning_rate': 0.0004044264656196862, 'weight_decay': 1.088518326049287e-05, 'beta_0': 0.8388758714104934, 'beta_1': 0.9930456349000534, 'epsilon': 1.2180853205209787e-07, 'balanced_loss': False, 'epochs': 116, 'early_stopping_patience': 12, 'plateau_patience': 20, 'plateau_divider': 5}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 14:59:56,774] Trial 208 finished with value: 0.9495412844036697 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6106742150093265, 'batch_size': 189, 'attention_heads': 4, 'hidden_dimension': 222, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5898020758458283, 'global_pooling': 'sum', 'learning_rate': 0.0019447628197980498, 'weight_decay': 5.510249719480813e-06, 'beta_0': 0.8369242471743095, 'beta_1': 0.9917902024852812, 'epsilon': 7.471434751284857e-08, 'balanced_loss': False, 'epochs': 96, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:05:40,821] Trial 209 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5813017547818266, 'batch_size': 215, 'attention_heads': 6, 'hidden_dimension': 45, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5945354232339811, 'global_pooling': 'max', 'learning_rate': 0.0007082468049554042, 'weight_decay': 3.2454004580273232e-06, 'beta_0': 0.8804727579494009, 'beta_1': 0.9924885461952088, 'epsilon': 4.725626017815357e-08, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 12, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:11:15,626] Trial 210 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6479851605422515, 'batch_size': 208, 'attention_heads': 4, 'hidden_dimension': 36, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5739173742989878, 'global_pooling': 'sum', 'learning_rate': 0.001175263428679875, 'weight_decay': 3.955235867875404e-05, 'beta_0': 0.8413506714185744, 'beta_1': 0.993804538736637, 'epsilon': 1.5694858158216987e-07, 'balanced_loss': False, 'epochs': 64, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:17:16,055] Trial 211 finished with value: 0.9495412844036697 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.6154590978614426, 'batch_size': 202, 'attention_heads': 7, 'hidden_dimension': 62, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5463726451091541, 'global_pooling': 'max', 'learning_rate': 0.0005680004104378524, 'weight_decay': 3.8143348354881268e-06, 'beta_0': 0.8345812426251922, 'beta_1': 0.9942831373850762, 'epsilon': 9.133202507104583e-08, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 13, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:22:52,535] Trial 212 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6271826297548672, 'batch_size': 202, 'attention_heads': 7, 'hidden_dimension': 32, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5829024486386323, 'global_pooling': 'max', 'learning_rate': 0.0014011652779416968, 'weight_decay': 4.849636195686207e-06, 'beta_0': 0.850051756952692, 'beta_1': 0.9946490805857, 'epsilon': 1.407095057238317e-07, 'balanced_loss': False, 'epochs': 76, 'early_stopping_patience': 12, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:28:30,860] Trial 213 finished with value: 0.9472477064220184 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6249728882845217, 'batch_size': 207, 'attention_heads': 7, 'hidden_dimension': 34, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5810890126639356, 'global_pooling': 'max', 'learning_rate': 0.0008992664742495549, 'weight_decay': 4.4703157242972875e-06, 'beta_0': 0.845847291227363, 'beta_1': 0.9950735591999115, 'epsilon': 1.8814159141234188e-07, 'balanced_loss': False, 'epochs': 73, 'early_stopping_patience': 12, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:34:19,265] Trial 214 finished with value: 0.9472477064220184 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6374494083644228, 'batch_size': 192, 'attention_heads': 7, 'hidden_dimension': 40, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5873717573078189, 'global_pooling': 'max', 'learning_rate': 0.001758698190518215, 'weight_decay': 2.488231203947487e-05, 'beta_0': 0.8424472512955229, 'beta_1': 0.9934935049890844, 'epsilon': 1.499133574809266e-07, 'balanced_loss': False, 'epochs': 81, 'early_stopping_patience': 11, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:40:19,410] Trial 215 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5974730483052757, 'batch_size': 204, 'attention_heads': 8, 'hidden_dimension': 33, 'number_of_hidden_layers': 3, 'dropout_rate': 0.47459216737167326, 'global_pooling': 'max', 'learning_rate': 7.676966826086228e-05, 'weight_decay': 2.905562647758641e-06, 'beta_0': 0.8605143760339304, 'beta_1': 0.9867119206538734, 'epsilon': 3.0368453250064253e-07, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:46:12,639] Trial 216 finished with value: 0.9495412844036697 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6187918150468873, 'batch_size': 223, 'attention_heads': 6, 'hidden_dimension': 47, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5698392719793794, 'global_pooling': 'max', 'learning_rate': 0.001221775338356828, 'weight_decay': 5.057810428730394e-06, 'beta_0': 0.8270207658846872, 'beta_1': 0.9880130080897268, 'epsilon': 1.1482220632849985e-07, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 13, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:51:48,884] Trial 217 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6071048157755641, 'batch_size': 212, 'attention_heads': 4, 'hidden_dimension': 39, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5952738481845713, 'global_pooling': 'max', 'learning_rate': 0.0015302946364331054, 'weight_decay': 6.365009307097156e-06, 'beta_0': 0.8678324331608204, 'beta_1': 0.9940350662051944, 'epsilon': 1.0340401684487738e-05, 'balanced_loss': False, 'epochs': 67, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 15:57:37,714] Trial 218 finished with value: 0.9472477064220184 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.6326294002952241, 'batch_size': 197, 'attention_heads': 8, 'hidden_dimension': 57, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5788353717137872, 'global_pooling': 'sum', 'learning_rate': 0.002892038632003057, 'weight_decay': 4.240233423374258e-06, 'beta_0': 0.8330713513425239, 'beta_1': 0.987545074420873, 'epsilon': 2.3602388935141924e-07, 'balanced_loss': False, 'epochs': 57, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:03:33,551] Trial 219 finished with value: 0.9472477064220184 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6191802799962015, 'batch_size': 205, 'attention_heads': 7, 'hidden_dimension': 68, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5877637341603423, 'global_pooling': 'max', 'learning_rate': 0.0010773424559430017, 'weight_decay': 3.534689232080414e-06, 'beta_0': 0.8388914392991531, 'beta_1': 0.9981381992982155, 'epsilon': 1.7384944540792377e-07, 'balanced_loss': False, 'epochs': 74, 'early_stopping_patience': 15, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:09:14,220] Trial 220 finished with value: 0.9438073394495413 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.7673275030478406, 'batch_size': 256, 'attention_heads': 4, 'hidden_dimension': 44, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5654210832004778, 'global_pooling': 'max', 'learning_rate': 0.004969702419097619, 'weight_decay': 3.3672540628783154e-05, 'beta_0': 0.8471890472994283, 'beta_1': 0.9839696906304527, 'epsilon': 1.4724855846642754e-07, 'balanced_loss': False, 'epochs': 61, 'early_stopping_patience': 18, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:14:49,288] Trial 221 finished with value: 0.9415137614678899 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5927152794889676, 'batch_size': 137, 'attention_heads': 7, 'hidden_dimension': 51, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5726327759361803, 'global_pooling': 'sum', 'learning_rate': 0.00227441974152949, 'weight_decay': 5.625312313500654e-06, 'beta_0': 0.877827148309004, 'beta_1': 0.9928610070748626, 'epsilon': 9.632415617806612e-08, 'balanced_loss': True, 'epochs': 171, 'early_stopping_patience': 11, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:20:40,206] Trial 222 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6451519893578678, 'batch_size': 199, 'attention_heads': 4, 'hidden_dimension': 74, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5980718093097881, 'global_pooling': 'sum', 'learning_rate': 0.0009979937986668082, 'weight_decay': 7.113950116795049e-06, 'beta_0': 0.8377100376499056, 'beta_1': 0.9924195685633307, 'epsilon': 1.894401188633499e-07, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:26:29,954] Trial 223 finished with value: 0.944954128440367 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6432461428205487, 'batch_size': 193, 'attention_heads': 4, 'hidden_dimension': 66, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5952146751857607, 'global_pooling': 'sum', 'learning_rate': 0.0008594771174473027, 'weight_decay': 5.3527470910962385e-06, 'beta_0': 0.8395685894104328, 'beta_1': 0.9933171750116413, 'epsilon': 2.046106043826774e-07, 'balanced_loss': False, 'epochs': 79, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:32:19,391] Trial 224 finished with value: 0.9495412844036697 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.658910079913847, 'batch_size': 202, 'attention_heads': 4, 'hidden_dimension': 71, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5998072049934207, 'global_pooling': 'sum', 'learning_rate': 0.001270842402695689, 'weight_decay': 7.874118996556359e-06, 'beta_0': 0.8439120328853978, 'beta_1': 0.9922806670330063, 'epsilon': 1.306702357643954e-07, 'balanced_loss': False, 'epochs': 68, 'early_stopping_patience': 13, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:38:05,880] Trial 225 finished with value: 0.9506880733944955 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6293778945655791, 'batch_size': 198, 'attention_heads': 4, 'hidden_dimension': 77, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5886864942861606, 'global_pooling': 'sum', 'learning_rate': 0.0016628012855602805, 'weight_decay': 3.974706764363153e-06, 'beta_0': 0.835308462353519, 'beta_1': 0.9927298867179607, 'epsilon': 1.7516606782070325e-07, 'balanced_loss': False, 'epochs': 65, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:43:45,806] Trial 226 finished with value: 0.9495412844036697 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.609485211335226, 'batch_size': 184, 'attention_heads': 4, 'hidden_dimension': 61, 'number_of_hidden_layers': 3, 'dropout_rate': 0.58490021001534, 'global_pooling': 'sum', 'learning_rate': 0.001806232952016655, 'weight_decay': 3.930955999078495e-06, 'beta_0': 0.8357287306233376, 'beta_1': 0.993032978656663, 'epsilon': 1.1740524475658571e-07, 'balanced_loss': False, 'epochs': 64, 'early_stopping_patience': 12, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:49:32,966] Trial 227 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.621927370077452, 'batch_size': 211, 'attention_heads': 5, 'hidden_dimension': 77, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5897087937247792, 'global_pooling': 'max', 'learning_rate': 0.0015978925862779525, 'weight_decay': 3.2612220419459647e-06, 'beta_0': 0.8305221987276802, 'beta_1': 0.9936645579781542, 'epsilon': 1.6182423193520185e-07, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 14, 'plateau_patience': 18, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 16:55:51,939] Trial 228 finished with value: 0.9461009174311926 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6043820113633994, 'batch_size': 190, 'attention_heads': 7, 'hidden_dimension': 84, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5792632796600371, 'global_pooling': 'sum', 'learning_rate': 0.0020462517431759164, 'weight_decay': 2.7433896553228565e-06, 'beta_0': 0.8635277690135758, 'beta_1': 0.9927122455883711, 'epsilon': 2.404357776039865e-07, 'balanced_loss': False, 'epochs': 59, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 111 with value: 0.9529816513761468.
[I 2024-12-10 17:02:09,018] Trial 229 finished with value: 0.948394495412844 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6317314117336582, 'batch_size': 196, 'attention_heads': 4, 'hidden_dimension': 56, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5836653780625429, 'global_pooling': 'max', 'learning_rate': 0.0036951232071329772, 'weight_decay': 4.4614903827972135e-06, 'beta_0': 0.8320707043755521, 'beta_1': 0.9934149646742982, 'epsilon': 1.3571060746763661e-07, 'balanced_loss': False, 'epochs': 76, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 3}. Best is trial 111 with value: 0.9529816513761468.
