Some weights of RobertaModel were not initialized from the model checkpoint at FacebookAI/roberta-base and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[I 2024-12-02 09:53:01,353] A new study created in RDB with name: SST-2-GATv2-FacebookAI-roberta-base-Grouped-No_Aggregation
[I 2024-12-02 09:58:40,815] Trial 0 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.9036697247706422.
[I 2024-12-02 16:31:28,906] Trial 76 finished with value: 0.9151376146788991 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.7079126774276767, 'batch_size': 229, 'attention_heads': 15, 'hidden_dimension': 96, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4470038336775289, 'global_pooling': 'mean', 'learning_rate': 0.0029335051678736506, 'weight_decay': 0.0003056514552454374, 'beta_0': 0.8519216148510595, 'beta_1': 0.9957190062557136, 'epsilon': 5.0845471461226215e-06, 'balanced_loss': False, 'epochs': 56, 'early_stopping_patience': 21, 'plateau_patience': 15, 'plateau_divider': 3}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:36:34,530] Trial 77 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.6801075344788837, 'batch_size': 101, 'attention_heads': 16, 'hidden_dimension': 165, 'number_of_hidden_layers': 1, 'dropout_rate': 0.39540632631679296, 'global_pooling': 'sum', 'learning_rate': 0.00027669901891986913, 'weight_decay': 7.730934298332408e-05, 'beta_0': 0.8125568246402647, 'beta_1': 0.9828478020852675, 'epsilon': 9.551377667495248e-05, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 12, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:40:49,139] Trial 78 finished with value: 0.9174311926605505 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5921868150939018, 'batch_size': 168, 'attention_heads': 15, 'hidden_dimension': 118, 'number_of_hidden_layers': 1, 'dropout_rate': 0.49052643756859504, 'global_pooling': 'max', 'learning_rate': 0.0008976563786873727, 'weight_decay': 1.5348379423679682e-06, 'beta_0': 0.8068255440514638, 'beta_1': 0.9816796404124067, 'epsilon': 2.3765507134394907e-06, 'balanced_loss': True, 'epochs': 199, 'early_stopping_patience': 10, 'plateau_patience': 17, 'plateau_divider': 6}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:45:43,883] Trial 79 finished with value: 0.9105504587155964 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5686023748542678, 'batch_size': 202, 'attention_heads': 14, 'hidden_dimension': 111, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32053774168431654, 'global_pooling': 'mean', 'learning_rate': 0.00010113322472189034, 'weight_decay': 9.776234201618609e-05, 'beta_0': 0.874647522579207, 'beta_1': 0.9865998866819646, 'epsilon': 7.084680446801139e-06, 'balanced_loss': False, 'epochs': 62, 'early_stopping_patience': 15, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:51:07,749] Trial 80 finished with value: 0.9094036697247706 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6113053488167924, 'batch_size': 181, 'attention_heads': 16, 'hidden_dimension': 143, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5807217248058197, 'global_pooling': 'max', 'learning_rate': 0.005536482279154125, 'weight_decay': 1.151037452355339e-06, 'beta_0': 0.8021044267395163, 'beta_1': 0.9926977908798451, 'epsilon': 3.843866373140888e-06, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 11, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:55:23,430] Trial 81 finished with value: 0.9197247706422018 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5397889619967531, 'batch_size': 179, 'attention_heads': 14, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.502376368793249, 'global_pooling': 'max', 'learning_rate': 0.0009762766661345137, 'weight_decay': 7.382672756764286e-05, 'beta_0': 0.8194393160399599, 'beta_1': 0.9953005340145561, 'epsilon': 2.033995762039482e-05, 'balanced_loss': True, 'epochs': 74, 'early_stopping_patience': 10, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 16:59:45,827] Trial 82 finished with value: 0.9231651376146789 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6335851670571787, 'batch_size': 194, 'attention_heads': 13, 'hidden_dimension': 147, 'number_of_hidden_layers': 1, 'dropout_rate': 0.497119628592005, 'global_pooling': 'max', 'learning_rate': 0.0012740718508872707, 'weight_decay': 3.841373878098083e-05, 'beta_0': 0.8166703683343413, 'beta_1': 0.9963662992608249, 'epsilon': 2.0593180522490373e-05, 'balanced_loss': True, 'epochs': 67, 'early_stopping_patience': 10, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 17:04:11,349] Trial 83 finished with value: 0.9231651376146789 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6376023369608358, 'batch_size': 194, 'attention_heads': 12, 'hidden_dimension': 147, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4674392998789042, 'global_pooling': 'max', 'learning_rate': 0.0013560980418221723, 'weight_decay': 2.5914543934943276e-05, 'beta_0': 0.8095044491173368, 'beta_1': 0.9985047681896712, 'epsilon': 2.748089228889792e-05, 'balanced_loss': True, 'epochs': 68, 'early_stopping_patience': 13, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 17:08:45,904] Trial 84 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6364205841091832, 'batch_size': 191, 'attention_heads': 12, 'hidden_dimension': 159, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5131015467921037, 'global_pooling': 'max', 'learning_rate': 0.0008013738530490058, 'weight_decay': 1.4652162365065293e-05, 'beta_0': 0.8104404653628008, 'beta_1': 0.9984113709726411, 'epsilon': 9.603745237370105e-06, 'balanced_loss': True, 'epochs': 68, 'early_stopping_patience': 13, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 39 with value: 0.9243119266055045.
[I 2024-12-02 17:13:22,042] Trial 85 finished with value: 0.9254587155963303 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6281965486658245, 'batch_size': 154, 'attention_heads': 13, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5252493520307854, 'global_pooling': 'max', 'learning_rate': 0.0005363886115985216, 'weight_decay': 2.6223386060726745e-05, 'beta_0': 0.8163985988242933, 'beta_1': 0.9964401909795313, 'epsilon': 3.3560586094590683e-05, 'balanced_loss': True, 'epochs': 172, 'early_stopping_patience': 11, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:18:15,169] Trial 86 finished with value: 0.9231651376146789 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.621922295650435, 'batch_size': 138, 'attention_heads': 13, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.548392240635811, 'global_pooling': 'max', 'learning_rate': 0.0003583184968972308, 'weight_decay': 2.4462351473936964e-05, 'beta_0': 0.8230898332264333, 'beta_1': 0.9966911703187863, 'epsilon': 3.2200379201287704e-05, 'balanced_loss': True, 'epochs': 174, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:22:50,924] Trial 87 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6222147999619045, 'batch_size': 152, 'attention_heads': 13, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5504547390979176, 'global_pooling': 'max', 'learning_rate': 0.0005855847688985182, 'weight_decay': 2.870265150079335e-05, 'beta_0': 0.8241434091898402, 'beta_1': 0.9988114775525395, 'epsilon': 3.364792505930056e-05, 'balanced_loss': True, 'epochs': 173, 'early_stopping_patience': 11, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:27:12,127] Trial 88 finished with value: 0.9243119266055045 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6647237226804977, 'batch_size': 140, 'attention_heads': 12, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5239292255990197, 'global_pooling': 'max', 'learning_rate': 0.002311988176578546, 'weight_decay': 3.6230086110338285e-05, 'beta_0': 0.8160362647929514, 'beta_1': 0.9965966646114159, 'epsilon': 6.167275982920592e-05, 'balanced_loss': True, 'epochs': 172, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:30:58,537] Trial 89 finished with value: 0.9139908256880734 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6591460549165603, 'batch_size': 127, 'attention_heads': 12, 'hidden_dimension': 153, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5223178120782747, 'global_pooling': 'max', 'learning_rate': 0.002017478980105108, 'weight_decay': 3.482442855176853e-05, 'beta_0': 0.8137003033465745, 'beta_1': 0.9979702545411318, 'epsilon': 6.98525569329175e-05, 'balanced_loss': True, 'epochs': 192, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:35:27,968] Trial 90 finished with value: 0.9220183486238532 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7017259775129632, 'batch_size': 160, 'attention_heads': 12, 'hidden_dimension': 171, 'number_of_hidden_layers': 1, 'dropout_rate': 0.53832094176497, 'global_pooling': 'max', 'learning_rate': 0.002821881759703262, 'weight_decay': 2.282734548846164e-05, 'beta_0': 0.8165177956639437, 'beta_1': 0.9963286356664495, 'epsilon': 5.661394253017476e-05, 'balanced_loss': True, 'epochs': 81, 'early_stopping_patience': 11, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:39:51,634] Trial 91 finished with value: 0.9151376146788991 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.672206342391272, 'batch_size': 140, 'attention_heads': 13, 'hidden_dimension': 148, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5690219042420942, 'global_pooling': 'max', 'learning_rate': 0.0015333545667205295, 'weight_decay': 2.420689173687341e-05, 'beta_0': 0.8210531820861926, 'beta_1': 0.997151876816042, 'epsilon': 2.4751455718946135e-05, 'balanced_loss': True, 'epochs': 155, 'early_stopping_patience': 11, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:44:02,080] Trial 92 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6392451811157572, 'batch_size': 118, 'attention_heads': 11, 'hidden_dimension': 127, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5582585979619418, 'global_pooling': 'max', 'learning_rate': 0.001347418297871004, 'weight_decay': 1.592083963382839e-05, 'beta_0': 0.8114823802129765, 'beta_1': 0.9968477797851607, 'epsilon': 3.270013684080685e-05, 'balanced_loss': True, 'epochs': 184, 'early_stopping_patience': 10, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:48:39,823] Trial 93 finished with value: 0.9220183486238532 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6259712413915862, 'batch_size': 134, 'attention_heads': 12, 'hidden_dimension': 160, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5472325351686217, 'global_pooling': 'max', 'learning_rate': 0.0005193439185337856, 'weight_decay': 3.558419960961618e-05, 'beta_0': 0.805575340299145, 'beta_1': 0.9982592049349568, 'epsilon': 4.1393213051664576e-05, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 12, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:52:49,885] Trial 94 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6798685743065835, 'batch_size': 150, 'attention_heads': 13, 'hidden_dimension': 153, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4566495433609936, 'global_pooling': 'max', 'learning_rate': 0.002339908929022536, 'weight_decay': 5.2411482885988604e-05, 'beta_0': 0.8168437129501331, 'beta_1': 0.9966554897736573, 'epsilon': 2.80444604595162e-05, 'balanced_loss': True, 'epochs': 169, 'early_stopping_patience': 12, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 17:57:05,709] Trial 95 finished with value: 0.9197247706422018 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5952023210880056, 'batch_size': 121, 'attention_heads': 10, 'hidden_dimension': 144, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4681400642596766, 'global_pooling': 'max', 'learning_rate': 0.003335292647433779, 'weight_decay': 4.286069824017419e-05, 'beta_0': 0.8230803553106643, 'beta_1': 0.9979882471990756, 'epsilon': 1.8199649276299733e-05, 'balanced_loss': True, 'epochs': 173, 'early_stopping_patience': 13, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:01:09,966] Trial 96 finished with value: 0.8876146788990825 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6115659022224121, 'batch_size': 158, 'attention_heads': 11, 'hidden_dimension': 166, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5220954254000753, 'global_pooling': 'max', 'learning_rate': 0.026872415906226292, 'weight_decay': 2.5111128116474732e-05, 'beta_0': 0.8088222759286643, 'beta_1': 0.9975643062890446, 'epsilon': 5.948370318000061e-05, 'balanced_loss': True, 'epochs': 59, 'early_stopping_patience': 10, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:05:49,015] Trial 97 finished with value: 0.9151376146788991 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6494306611937237, 'batch_size': 138, 'attention_heads': 12, 'hidden_dimension': 132, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5909546517637475, 'global_pooling': 'max', 'learning_rate': 0.0003394719172234756, 'weight_decay': 8.96680089106433e-06, 'beta_0': 0.8135339958515447, 'beta_1': 0.9948832454779242, 'epsilon': 3.903009680121865e-05, 'balanced_loss': True, 'epochs': 163, 'early_stopping_patience': 11, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:10:23,603] Trial 98 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5686145121830313, 'batch_size': 145, 'attention_heads': 13, 'hidden_dimension': 86, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4872921350159684, 'global_pooling': 'max', 'learning_rate': 0.00023751836555502328, 'weight_decay': 3.6068498066338844e-05, 'beta_0': 0.8321728865078152, 'beta_1': 0.9959458409844123, 'epsilon': 7.062421881013877e-05, 'balanced_loss': True, 'epochs': 53, 'early_stopping_patience': 11, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:15:32,111] Trial 99 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.7183182916202885, 'batch_size': 165, 'attention_heads': 13, 'hidden_dimension': 122, 'number_of_hidden_layers': 2, 'dropout_rate': 0.531457980332868, 'global_pooling': 'max', 'learning_rate': 0.0006888041725051226, 'weight_decay': 2.1200028641358156e-05, 'beta_0': 0.8285650600202731, 'beta_1': 0.9961592117547938, 'epsilon': 1.6287378439609153e-05, 'balanced_loss': True, 'epochs': 187, 'early_stopping_patience': 12, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:20:23,670] Trial 100 finished with value: 0.9197247706422018 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8482835392354121, 'batch_size': 187, 'attention_heads': 14, 'hidden_dimension': 151, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5091662685570757, 'global_pooling': 'max', 'learning_rate': 0.0004795755925814653, 'weight_decay': 1.6593168597702922e-05, 'beta_0': 0.8204613759620455, 'beta_1': 0.9989040855248301, 'epsilon': 9.343197398696666e-05, 'balanced_loss': True, 'epochs': 66, 'early_stopping_patience': 14, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:26:10,093] Trial 101 finished with value: 0.9243119266055045 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6564313317602922, 'batch_size': 195, 'attention_heads': 13, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.523077149707898, 'global_pooling': 'max', 'learning_rate': 0.0004067159026778456, 'weight_decay': 5.026796881366617e-05, 'beta_0': 0.8176884487948879, 'beta_1': 0.997393146560571, 'epsilon': 2.6623224135080507e-05, 'balanced_loss': True, 'epochs': 176, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:31:24,368] Trial 102 finished with value: 0.9162844036697247 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.654578934486583, 'batch_size': 171, 'attention_heads': 13, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.544420469334128, 'global_pooling': 'max', 'learning_rate': 0.00017825666794191915, 'weight_decay': 4.887685452998214e-05, 'beta_0': 0.8173669404168957, 'beta_1': 0.9973471234617636, 'epsilon': 2.3314857835574226e-05, 'balanced_loss': True, 'epochs': 171, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:36:33,166] Trial 103 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6973178607505823, 'batch_size': 112, 'attention_heads': 14, 'hidden_dimension': 156, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4931324503491729, 'global_pooling': 'max', 'learning_rate': 0.004780815691615038, 'weight_decay': 6.114750575063899e-05, 'beta_0': 0.8102503072950961, 'beta_1': 0.9955391350844488, 'epsilon': 1.2215232291495683e-05, 'balanced_loss': True, 'epochs': 165, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 85 with value: 0.9254587155963303.
[I 2024-12-02 18:41:30,541] Trial 104 finished with value: 0.926605504587156 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.663891204251999, 'batch_size': 197, 'attention_heads': 13, 'hidden_dimension': 162, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5251681824516831, 'global_pooling': 'max', 'learning_rate': 0.0010309084048391326, 'weight_decay': 1.973784129013931e-05, 'beta_0': 0.8230751581429963, 'beta_1': 0.9977933024011307, 'epsilon': 2.8891799807228356e-05, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 11, 'plateau_patience': 23, 'plateau_divider': 9}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 18:46:24,016] Trial 105 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6636102130971703, 'batch_size': 197, 'attention_heads': 12, 'hidden_dimension': 171, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5225983942772503, 'global_pooling': 'max', 'learning_rate': 0.001201384043377806, 'weight_decay': 1.1827999101477669e-05, 'beta_0': 0.8140397935017533, 'beta_1': 0.9934465051844835, 'epsilon': 4.3403589129990476e-05, 'balanced_loss': True, 'epochs': 181, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 18:51:11,385] Trial 106 finished with value: 0.9243119266055045 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6860262013404327, 'batch_size': 212, 'attention_heads': 13, 'hidden_dimension': 164, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4994644439280099, 'global_pooling': 'max', 'learning_rate': 0.0018352855733720097, 'weight_decay': 1.949586120809394e-05, 'beta_0': 0.8158258530956762, 'beta_1': 0.9976245254327256, 'epsilon': 5.122732828861041e-05, 'balanced_loss': True, 'epochs': 187, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 18:56:27,374] Trial 107 finished with value: 0.9220183486238532 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7413295378322109, 'batch_size': 223, 'attention_heads': 14, 'hidden_dimension': 174, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5001312315576177, 'global_pooling': 'max', 'learning_rate': 0.0017476413088029904, 'weight_decay': 1.949956673745398e-05, 'beta_0': 0.8154830923518465, 'beta_1': 0.9978607457023537, 'epsilon': 4.7501482961140594e-05, 'balanced_loss': True, 'epochs': 189, 'early_stopping_patience': 18, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 19:01:18,436] Trial 108 finished with value: 0.9197247706422018 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6883717437522006, 'batch_size': 214, 'attention_heads': 13, 'hidden_dimension': 163, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5118193061867791, 'global_pooling': 'max', 'learning_rate': 0.0007713424292030567, 'weight_decay': 3.2637808034832e-05, 'beta_0': 0.8185948782019472, 'beta_1': 0.995046786499363, 'epsilon': 2.082744193747802e-05, 'balanced_loss': True, 'epochs': 191, 'early_stopping_patience': 19, 'plateau_patience': 23, 'plateau_divider': 10}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 19:06:50,601] Trial 109 finished with value: 0.9185779816513762 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.7262661370549395, 'batch_size': 209, 'attention_heads': 14, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5275572906318773, 'global_pooling': 'max', 'learning_rate': 0.0009821552845636586, 'weight_decay': 0.00013565750508983844, 'beta_0': 0.825194702087466, 'beta_1': 0.9970433906864632, 'epsilon': 5.490144232134125e-05, 'balanced_loss': True, 'epochs': 176, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 19:10:39,073] Trial 110 finished with value: 0.911697247706422 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6711291441691537, 'batch_size': 187, 'attention_heads': 4, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.536261781632019, 'global_pooling': 'sum', 'learning_rate': 0.0017916722980148422, 'weight_decay': 4.162171615411686e-05, 'beta_0': 0.805955576517246, 'beta_1': 0.9945585974494341, 'epsilon': 1.5237584924444004e-05, 'balanced_loss': True, 'epochs': 183, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 19:15:26,614] Trial 111 finished with value: 0.9197247706422018 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6451228335339045, 'batch_size': 202, 'attention_heads': 13, 'hidden_dimension': 169, 'number_of_hidden_layers': 1, 'dropout_rate': 0.48242120349816897, 'global_pooling': 'max', 'learning_rate': 0.0024435543630581544, 'weight_decay': 2.8308701062404283e-05, 'beta_0': 0.8115425875275207, 'beta_1': 0.9976614323071032, 'epsilon': 2.852436430277561e-05, 'balanced_loss': True, 'epochs': 73, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 19:20:10,069] Trial 112 finished with value: 0.9139908256880734 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6376530880874764, 'batch_size': 178, 'attention_heads': 12, 'hidden_dimension': 158, 'number_of_hidden_layers': 1, 'dropout_rate': 0.474733458344776, 'global_pooling': 'max', 'learning_rate': 0.001371920404661968, 'weight_decay': 4.814404620042388e-05, 'beta_0': 0.8031560194823192, 'beta_1': 0.998208522253407, 'epsilon': 8.05079253412031e-05, 'balanced_loss': True, 'epochs': 196, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 9}. Best is trial 104 with value: 0.926605504587156.
[I 2024-12-02 19:24:31,754] Trial 113 finished with value: 0.9208715596330275 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6853839927638391, 'batch_size': 194, 'attention_heads': 13, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4963416039868514, 'global_pooling': 'max', 'learning_rate': 0.0010038528215971017, 'weight_decay': 8.537587510825144e-05, 'beta_0': 0.8167887343218156, 'beta_1': 0.9985854372384193, 'epsilon': 3.812534088163316e-05, 'balanced_loss': True, 'epochs': 57, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 104 with value: 0.926605504587156.
