[I 2025-01-09 11:27:37,124] Using an existing study with name 'RTSP-GATv2-facebook-bart-large-Surrogate-No_Aggregation' instead of creating a new one.
[I 2025-01-09 11:41:02,814] Trial 87 finished with value: 0.8502109704641351 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5677638631304116, 'batch_size': 136, 'attention_heads': 14, 'hidden_dimension': 199, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3613529900985936, 'global_pooling': 'mean', 'learning_rate': 0.011802082428154767, 'weight_decay': 0.00023814076232801118, 'beta_0': 0.8118430633577361, 'beta_1': 0.9861742186136709, 'epsilon': 4.8600562167785295e-08, 'balanced_loss': True, 'epochs': 67, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 03:07:39,034] Trial 197 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6124171564861146, 'batch_size': 194, 'attention_heads': 6, 'hidden_dimension': 205, 'number_of_hidden_layers': 1, 'dropout_rate': 0.567497504594264, 'global_pooling': 'mean', 'learning_rate': 0.021486679488280345, 'weight_decay': 0.000755012899492326, 'beta_0': 0.8529708619302878, 'beta_1': 0.9837572726381498, 'epsilon': 3.165557275129002e-06, 'balanced_loss': False, 'epochs': 188, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 9}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 03:15:17,072] Trial 198 finished with value: 0.9050632911392406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5964826763163481, 'batch_size': 219, 'attention_heads': 9, 'hidden_dimension': 194, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5745026645485326, 'global_pooling': 'mean', 'learning_rate': 0.013565411759751515, 'weight_decay': 8.640756572463284e-06, 'beta_0': 0.8262520069772035, 'beta_1': 0.9829088869977344, 'epsilon': 1.612840323124457e-05, 'balanced_loss': False, 'epochs': 175, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 03:23:19,109] Trial 199 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.633927130381647, 'batch_size': 235, 'attention_heads': 7, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5842737974580376, 'global_pooling': 'mean', 'learning_rate': 0.017869566809164315, 'weight_decay': 9.980411059600322e-06, 'beta_0': 0.8292365744129178, 'beta_1': 0.9850514738695288, 'epsilon': 9.31354540945647e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 03:30:51,542] Trial 200 finished with value: 0.8959212376933896 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5773768756305449, 'batch_size': 205, 'attention_heads': 8, 'hidden_dimension': 200, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5607871258135991, 'global_pooling': 'mean', 'learning_rate': 0.027478374999954935, 'weight_decay': 1.3717464774343146e-05, 'beta_0': 0.8415138326672649, 'beta_1': 0.9833628296595257, 'epsilon': 6.751924042475114e-06, 'balanced_loss': False, 'epochs': 192, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 03:38:17,629] Trial 201 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6200382385266731, 'batch_size': 226, 'attention_heads': 9, 'hidden_dimension': 182, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4597239908089536, 'global_pooling': 'mean', 'learning_rate': 0.016421872081144536, 'weight_decay': 1.1275156646534018e-05, 'beta_0': 0.8225659833135606, 'beta_1': 0.9844104390900409, 'epsilon': 5.473003587831304e-06, 'balanced_loss': False, 'epochs': 195, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 03:45:47,514] Trial 202 finished with value: 0.9078762306610408 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.586492857876863, 'batch_size': 217, 'attention_heads': 8, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5386870266153683, 'global_pooling': 'mean', 'learning_rate': 0.011275211726094726, 'weight_decay': 1.3266578306435283e-05, 'beta_0': 0.8197461460659639, 'beta_1': 0.9834982990084743, 'epsilon': 3.7812209673160477e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 25, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 03:53:14,796] Trial 203 finished with value: 0.9064697609001406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5875624495995619, 'batch_size': 214, 'attention_heads': 8, 'hidden_dimension': 192, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5416573951663964, 'global_pooling': 'mean', 'learning_rate': 0.013133403358908361, 'weight_decay': 1.2670248636345217e-05, 'beta_0': 0.8205324737677883, 'beta_1': 0.9838485309758208, 'epsilon': 4.250899772504301e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 25, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:00:37,260] Trial 204 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5870214975613847, 'batch_size': 214, 'attention_heads': 8, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5422562556739746, 'global_pooling': 'mean', 'learning_rate': 0.011116229280463831, 'weight_decay': 1.2543920054900114e-05, 'beta_0': 0.8183053775981772, 'beta_1': 0.984111534418149, 'epsilon': 2.831139229337078e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 25, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:08:07,466] Trial 205 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6011719899297785, 'batch_size': 222, 'attention_heads': 8, 'hidden_dimension': 203, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5359781501991435, 'global_pooling': 'mean', 'learning_rate': 0.010400331668778219, 'weight_decay': 1.4310501298628397e-05, 'beta_0': 0.820396188996346, 'beta_1': 0.983286665526813, 'epsilon': 3.906846890267451e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:15:27,437] Trial 206 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5804553276303204, 'batch_size': 218, 'attention_heads': 8, 'hidden_dimension': 186, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5493496849304561, 'global_pooling': 'mean', 'learning_rate': 0.013095817449164385, 'weight_decay': 1.657887488359558e-05, 'beta_0': 0.8216042576615751, 'beta_1': 0.9824880499912015, 'epsilon': 3.487982214117781e-06, 'balanced_loss': False, 'epochs': 199, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:22:57,721] Trial 207 finished with value: 0.9064697609001406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.592163049008626, 'batch_size': 213, 'attention_heads': 9, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5298064708016159, 'global_pooling': 'mean', 'learning_rate': 0.008378755650575147, 'weight_decay': 1.2070778891961013e-05, 'beta_0': 0.8251128194298687, 'beta_1': 0.9828775769371171, 'epsilon': 2.0012705694643834e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:30:29,440] Trial 208 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5910041864193607, 'batch_size': 211, 'attention_heads': 9, 'hidden_dimension': 192, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5291502523459214, 'global_pooling': 'mean', 'learning_rate': 0.008035488537476028, 'weight_decay': 1.0073436578669951e-05, 'beta_0': 0.8243989206457933, 'beta_1': 0.9827214257954714, 'epsilon': 2.60132456207287e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:37:50,243] Trial 209 finished with value: 0.9043600562587905 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.7165987883145394, 'batch_size': 216, 'attention_heads': 9, 'hidden_dimension': 202, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5210063262498442, 'global_pooling': 'mean', 'learning_rate': 0.006134838384873368, 'weight_decay': 1.1867124454437709e-05, 'beta_0': 0.8178175895394947, 'beta_1': 0.9864352235274882, 'epsilon': 1.8405697345335305e-06, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 25, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:44:42,435] Trial 210 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5734612915122526, 'batch_size': 230, 'attention_heads': 5, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5441885435132406, 'global_pooling': 'mean', 'learning_rate': 0.009356797854401864, 'weight_decay': 8.508703669602015e-06, 'beta_0': 0.8199507997907556, 'beta_1': 0.98301820352387, 'epsilon': 4.0793934598989615e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 9}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:51:53,256] Trial 211 finished with value: 0.8924050632911392 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8289255743616013, 'batch_size': 223, 'attention_heads': 8, 'hidden_dimension': 193, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5352844486417346, 'global_pooling': 'mean', 'learning_rate': 0.007185437920343057, 'weight_decay': 1.5445608439216255e-05, 'beta_0': 0.8229834053892326, 'beta_1': 0.982281362755371, 'epsilon': 3.405128852058654e-06, 'balanced_loss': False, 'epochs': 191, 'early_stopping_patience': 24, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 04:59:26,354] Trial 212 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6063178176557202, 'batch_size': 206, 'attention_heads': 10, 'hidden_dimension': 180, 'number_of_hidden_layers': 1, 'dropout_rate': 0.555570741150591, 'global_pooling': 'mean', 'learning_rate': 0.012727840370261303, 'weight_decay': 1.3016433845745645e-05, 'beta_0': 0.825353136318046, 'beta_1': 0.9834631196972551, 'epsilon': 4.898057752985554e-06, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:07:01,343] Trial 213 finished with value: 0.9050632911392406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5906412585263916, 'batch_size': 212, 'attention_heads': 10, 'hidden_dimension': 186, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5486166389125763, 'global_pooling': 'mean', 'learning_rate': 0.014869854084887769, 'weight_decay': 1.173253286383169e-05, 'beta_0': 0.836104128102915, 'beta_1': 0.9840032830806427, 'epsilon': 1.9700379079863256e-06, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:13:57,541] Trial 214 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.7519499381025941, 'batch_size': 220, 'attention_heads': 8, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5413340046356893, 'global_pooling': 'mean', 'learning_rate': 0.01059736445117806, 'weight_decay': 1.815444521425092e-05, 'beta_0': 0.8452163160663376, 'beta_1': 0.9927354311041587, 'epsilon': 5.145274844505074e-06, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:21:59,555] Trial 215 finished with value: 0.9029535864978903 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6086900318826479, 'batch_size': 202, 'attention_heads': 9, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5321639981492307, 'global_pooling': 'mean', 'learning_rate': 0.016427688479994925, 'weight_decay': 1.4077597699771337e-05, 'beta_0': 0.8397997807619585, 'beta_1': 0.9836381947083026, 'epsilon': 4.498112809382555e-06, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 25, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:29:17,049] Trial 216 finished with value: 0.8938115330520394 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5981834164136988, 'batch_size': 227, 'attention_heads': 8, 'hidden_dimension': 176, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5276653749504472, 'global_pooling': 'sum', 'learning_rate': 0.020597465902284243, 'weight_decay': 9.974144470301348e-06, 'beta_0': 0.8214064361057938, 'beta_1': 0.9828072179524074, 'epsilon': 1.1841007498278139e-05, 'balanced_loss': False, 'epochs': 189, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:36:39,753] Trial 217 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5842479465695778, 'batch_size': 209, 'attention_heads': 8, 'hidden_dimension': 185, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5605083493076608, 'global_pooling': 'mean', 'learning_rate': 0.005900219965448781, 'weight_decay': 1.22112630540454e-05, 'beta_0': 0.8159020383849449, 'beta_1': 0.9831082612349857, 'epsilon': 2.9480088521997116e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 24, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:44:04,708] Trial 218 finished with value: 0.9043600562587905 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6121345324580811, 'batch_size': 148, 'attention_heads': 8, 'hidden_dimension': 205, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5529784981512823, 'global_pooling': 'mean', 'learning_rate': 0.008588548730733109, 'weight_decay': 7.611531890199773e-06, 'beta_0': 0.8254798289538656, 'beta_1': 0.9841796003911187, 'epsilon': 7.456688033876216e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:51:20,949] Trial 219 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5992807252645598, 'batch_size': 215, 'attention_heads': 7, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5457474131374639, 'global_pooling': 'mean', 'learning_rate': 0.011712988907598063, 'weight_decay': 1.526679456771645e-05, 'beta_0': 0.8323743369958103, 'beta_1': 0.9846038991529967, 'epsilon': 5.392604006044195e-06, 'balanced_loss': False, 'epochs': 192, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 9}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 05:58:59,837] Trial 220 finished with value: 0.9043600562587905 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.5739448918156441, 'batch_size': 220, 'attention_heads': 9, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5644094647965252, 'global_pooling': 'mean', 'learning_rate': 0.02221279834191171, 'weight_decay': 1.913425624832658e-05, 'beta_0': 0.8231501845371829, 'beta_1': 0.9836811239034168, 'epsilon': 1.5875763499815758e-06, 'balanced_loss': False, 'epochs': 195, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:06:13,746] Trial 221 finished with value: 0.89943741209564 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6172307032224926, 'batch_size': 233, 'attention_heads': 7, 'hidden_dimension': 188, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5393977986737223, 'global_pooling': 'mean', 'learning_rate': 0.013622456579213538, 'weight_decay': 1.0481135598210835e-05, 'beta_0': 0.8197031959102443, 'beta_1': 0.9833350149626225, 'epsilon': 4.392591702800299e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:13:29,529] Trial 222 finished with value: 0.89943741209564 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6290784458324776, 'batch_size': 199, 'attention_heads': 7, 'hidden_dimension': 200, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5761472832225761, 'global_pooling': 'mean', 'learning_rate': 0.020322171979049886, 'weight_decay': 1.3287257327192097e-05, 'beta_0': 0.8254802642657593, 'beta_1': 0.9839586865720598, 'epsilon': 6.5544015272250715e-06, 'balanced_loss': False, 'epochs': 192, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:20:54,450] Trial 223 finished with value: 0.8959212376933896 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6227058969941133, 'batch_size': 246, 'attention_heads': 8, 'hidden_dimension': 196, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3001287466236755, 'global_pooling': 'mean', 'learning_rate': 0.025810319833441824, 'weight_decay': 1.1507218727412198e-05, 'beta_0': 0.8271035150329155, 'beta_1': 0.9835976456054671, 'epsilon': 8.34939678223484e-06, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:28:57,413] Trial 224 finished with value: 0.89943741209564 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6041930066972848, 'batch_size': 251, 'attention_heads': 7, 'hidden_dimension': 192, 'number_of_hidden_layers': 2, 'dropout_rate': 0.568736883106498, 'global_pooling': 'mean', 'learning_rate': 0.016924545685775776, 'weight_decay': 0.0004291520653249375, 'beta_0': 0.8297623850167929, 'beta_1': 0.9848656233181009, 'epsilon': 5.542515369955812e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:37:02,149] Trial 225 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6479396663850094, 'batch_size': 225, 'attention_heads': 6, 'hidden_dimension': 185, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5561198821645448, 'global_pooling': 'mean', 'learning_rate': 0.02016241471180285, 'weight_decay': 0.0005195367001135161, 'beta_0': 0.8273559597825266, 'beta_1': 0.9824302529250272, 'epsilon': 6.425520731435763e-06, 'balanced_loss': False, 'epochs': 187, 'early_stopping_patience': 25, 'plateau_patience': 11, 'plateau_divider': 7}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:44:24,645] Trial 226 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6388889828304515, 'batch_size': 208, 'attention_heads': 8, 'hidden_dimension': 200, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5705021147798098, 'global_pooling': 'mean', 'learning_rate': 0.00515942689420419, 'weight_decay': 1.536884090164862e-05, 'beta_0': 0.8348390682464383, 'beta_1': 0.9831378429465094, 'epsilon': 3.696222063122214e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:51:38,829] Trial 227 finished with value: 0.9064697609001406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6196654324428871, 'batch_size': 215, 'attention_heads': 8, 'hidden_dimension': 180, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5620102067196477, 'global_pooling': 'mean', 'learning_rate': 0.0066131694564276885, 'weight_decay': 9.126142294848304e-06, 'beta_0': 0.8280015134641775, 'beta_1': 0.983701491318786, 'epsilon': 1.730791964960595e-05, 'balanced_loss': False, 'epochs': 193, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 06:59:07,095] Trial 228 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5899355605047932, 'batch_size': 215, 'attention_heads': 9, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5606838313653105, 'global_pooling': 'mean', 'learning_rate': 0.007459089116588407, 'weight_decay': 8.830967193502861e-06, 'beta_0': 0.8311622859020399, 'beta_1': 0.9844062535101125, 'epsilon': 1.8249830385948792e-05, 'balanced_loss': False, 'epochs': 190, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:06:22,607] Trial 229 finished with value: 0.9029535864978903 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6157913464099064, 'batch_size': 220, 'attention_heads': 8, 'hidden_dimension': 182, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5505548954770639, 'global_pooling': 'mean', 'learning_rate': 0.006449060749589762, 'weight_decay': 6.400619455013561e-06, 'beta_0': 0.8230313450475004, 'beta_1': 0.9828719883364955, 'epsilon': 1.0272256580446704e-08, 'balanced_loss': False, 'epochs': 195, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:13:40,209] Trial 230 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6058002674347099, 'batch_size': 229, 'attention_heads': 8, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5623494731416153, 'global_pooling': 'mean', 'learning_rate': 0.003917784633776101, 'weight_decay': 1.0458527021380952e-05, 'beta_0': 0.8370628545149776, 'beta_1': 0.9833810644201166, 'epsilon': 1.3909877383388333e-05, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 23, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:20:49,615] Trial 231 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6354262794224134, 'batch_size': 213, 'attention_heads': 8, 'hidden_dimension': 174, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5541700045113058, 'global_pooling': 'mean', 'learning_rate': 0.009741233562782498, 'weight_decay': 1.3462804579780126e-05, 'beta_0': 0.8287895876016449, 'beta_1': 0.9838866162961037, 'epsilon': 2.2542431998873098e-05, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:28:04,629] Trial 232 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.625009459542005, 'batch_size': 205, 'attention_heads': 8, 'hidden_dimension': 194, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5711578998113099, 'global_pooling': 'mean', 'learning_rate': 0.01698246357800116, 'weight_decay': 9.464634061155703e-06, 'beta_0': 0.8272563731309962, 'beta_1': 0.9836742080672966, 'epsilon': 1.696686132204194e-05, 'balanced_loss': False, 'epochs': 193, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:35:17,602] Trial 233 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6148890245936109, 'batch_size': 222, 'attention_heads': 7, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5643765262374384, 'global_pooling': 'mean', 'learning_rate': 0.0050972962369725434, 'weight_decay': 1.1985569028955804e-05, 'beta_0': 0.8243105062266427, 'beta_1': 0.9841996027226708, 'epsilon': 2.578505373877764e-05, 'balanced_loss': False, 'epochs': 192, 'early_stopping_patience': 25, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:42:55,006] Trial 234 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5928183306634309, 'batch_size': 236, 'attention_heads': 7, 'hidden_dimension': 195, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4742638136977345, 'global_pooling': 'mean', 'learning_rate': 0.023580416597390772, 'weight_decay': 1.6471806473510686e-05, 'beta_0': 0.8296631856458184, 'beta_1': 0.983174789174211, 'epsilon': 2.429334887695317e-06, 'balanced_loss': False, 'epochs': 195, 'early_stopping_patience': 24, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
