Some weights of RobertaModel were not initialized from the model checkpoint at FacebookAI/roberta-large and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[I 2025-01-09 11:27:36,765] Using an existing study with name 'RTSP-GATv2-FacebookAI-roberta-large-Surrogate-No_Aggregation' instead of creating a new one.
[I 2025-01-09 11:36:22,803] Trial 91 finished with value: 0.8762306610407876 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5592169400856513, 'batch_size': 241, 'attention_heads': 6, 'hidden_dimension': 225, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39012445022419606, 'global_pooling': 'max', 'learning_rate': 0.0008222575598484658, 'weight_decay': 5.517741939890411e-05, 'beta_0': 0.8601743537063061, 'beta_1': 0.990798152343551, 'epsilon': 4.275960740862204e-07, 'balanced_loss': False, 'epochs': 128, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 21:32:20,208] Trial 167 finished with value: 0.8762306610407876 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.49985320125409444, 'batch_size': 120, 'attention_heads': 5, 'hidden_dimension': 124, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3868563072847372, 'global_pooling': 'max', 'learning_rate': 0.0011542491064614091, 'weight_decay': 0.00019579106246549356, 'beta_0': 0.8826172479416038, 'beta_1': 0.9931173042203655, 'epsilon': 3.0726577255698957e-06, 'balanced_loss': False, 'epochs': 57, 'early_stopping_patience': 11, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 21:38:47,736] Trial 168 finished with value: 0.8867791842475387 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5207987627691397, 'batch_size': 129, 'attention_heads': 5, 'hidden_dimension': 120, 'number_of_hidden_layers': 2, 'dropout_rate': 0.470302740943242, 'global_pooling': 'max', 'learning_rate': 0.0035711458828618487, 'weight_decay': 0.00017071102088671246, 'beta_0': 0.8858895414591028, 'beta_1': 0.996103698150315, 'epsilon': 1.0735090553208054e-06, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 19, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 21:45:19,262] Trial 169 finished with value: 0.8818565400843882 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5205904967021804, 'batch_size': 128, 'attention_heads': 4, 'hidden_dimension': 119, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4830087872574946, 'global_pooling': 'max', 'learning_rate': 0.004010933495047606, 'weight_decay': 0.00012367170344143797, 'beta_0': 0.8871427876180616, 'beta_1': 0.9968930338744546, 'epsilon': 1.4863929100786624e-06, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 19, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 21:52:10,187] Trial 170 finished with value: 0.8804500703234881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5291468098970753, 'batch_size': 127, 'attention_heads': 7, 'hidden_dimension': 137, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4736505072037979, 'global_pooling': 'max', 'learning_rate': 0.00672931304155382, 'weight_decay': 0.0001560905861447687, 'beta_0': 0.8800844577399987, 'beta_1': 0.9953214929393958, 'epsilon': 1.1337206291839013e-06, 'balanced_loss': False, 'epochs': 157, 'early_stopping_patience': 18, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 21:58:29,866] Trial 171 finished with value: 0.8790436005625879 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4863365642359979, 'batch_size': 125, 'attention_heads': 4, 'hidden_dimension': 127, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3729052246651432, 'global_pooling': 'max', 'learning_rate': 0.005056155633301283, 'weight_decay': 0.0002603125235480009, 'beta_0': 0.8734885535783418, 'beta_1': 0.9947024687196455, 'epsilon': 6.35251195478225e-07, 'balanced_loss': False, 'epochs': 166, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:04:45,088] Trial 172 finished with value: 0.8804500703234881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5078969455433705, 'batch_size': 135, 'attention_heads': 4, 'hidden_dimension': 109, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46643722459924064, 'global_pooling': 'max', 'learning_rate': 0.0024214429168284875, 'weight_decay': 0.0001750981579503046, 'beta_0': 0.885404186744993, 'beta_1': 0.9939588678391859, 'epsilon': 8.116544532926436e-07, 'balanced_loss': False, 'epochs': 165, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:11:34,212] Trial 173 finished with value: 0.879746835443038 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.49419572135451856, 'batch_size': 112, 'attention_heads': 6, 'hidden_dimension': 115, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47461102830249047, 'global_pooling': 'max', 'learning_rate': 0.003169315373129806, 'weight_decay': 0.00022471840243605488, 'beta_0': 0.8900265662042405, 'beta_1': 0.9931355589065718, 'epsilon': 1.6240307873224605e-05, 'balanced_loss': False, 'epochs': 171, 'early_stopping_patience': 19, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:18:03,686] Trial 174 finished with value: 0.8790436005625879 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5138237553229581, 'batch_size': 119, 'attention_heads': 5, 'hidden_dimension': 103, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45911372639409065, 'global_pooling': 'max', 'learning_rate': 0.0012941060217897197, 'weight_decay': 6.872794580872489e-06, 'beta_0': 0.8836973008687091, 'beta_1': 0.9898548712425432, 'epsilon': 9.878780075900536e-07, 'balanced_loss': False, 'epochs': 173, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:23:54,797] Trial 175 finished with value: 0.8860759493670886 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5025968610493228, 'batch_size': 105, 'attention_heads': 4, 'hidden_dimension': 123, 'number_of_hidden_layers': 1, 'dropout_rate': 0.30698300731213735, 'global_pooling': 'max', 'learning_rate': 0.0009589227259124467, 'weight_decay': 0.00010297908161825217, 'beta_0': 0.8961823396171968, 'beta_1': 0.9891400124810051, 'epsilon': 1.7714572961870172e-06, 'balanced_loss': False, 'epochs': 163, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:30:07,027] Trial 176 finished with value: 0.8776371308016878 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.47121470910014923, 'batch_size': 140, 'attention_heads': 5, 'hidden_dimension': 123, 'number_of_hidden_layers': 1, 'dropout_rate': 0.30606635637221313, 'global_pooling': 'max', 'learning_rate': 0.0008496666651284937, 'weight_decay': 9.312996032593254e-05, 'beta_0': 0.8434696085523916, 'beta_1': 0.9960811231587325, 'epsilon': 1.939337131328679e-06, 'balanced_loss': False, 'epochs': 163, 'early_stopping_patience': 18, 'plateau_patience': 18, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:36:12,427] Trial 177 finished with value: 0.8748241912798875 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.7351006427672612, 'batch_size': 115, 'attention_heads': 5, 'hidden_dimension': 119, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4447228184991409, 'global_pooling': 'max', 'learning_rate': 0.000492993870592921, 'weight_decay': 0.00010556204785146277, 'beta_0': 0.8932126939586914, 'beta_1': 0.9970947132659234, 'epsilon': 1.6314757078297048e-06, 'balanced_loss': False, 'epochs': 174, 'early_stopping_patience': 11, 'plateau_patience': 17, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:42:33,269] Trial 178 finished with value: 0.8818565400843882 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5725054023418772, 'batch_size': 104, 'attention_heads': 4, 'hidden_dimension': 130, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3643494993793535, 'global_pooling': 'max', 'learning_rate': 0.0011157855074696934, 'weight_decay': 0.0001223157398343705, 'beta_0': 0.8969523899794904, 'beta_1': 0.989215478094892, 'epsilon': 3.4961941350059696e-05, 'balanced_loss': False, 'epochs': 155, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:48:43,368] Trial 179 finished with value: 0.8804500703234881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4917052437778203, 'batch_size': 132, 'attention_heads': 4, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4972925597746842, 'global_pooling': 'max', 'learning_rate': 0.0009083764253400597, 'weight_decay': 0.00014511989099360586, 'beta_0': 0.8886455329644337, 'beta_1': 0.9975560515752584, 'epsilon': 1.3006990686976232e-06, 'balanced_loss': False, 'epochs': 170, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 22:54:31,011] Trial 180 finished with value: 0.8748241912798875 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8611743165674789, 'batch_size': 109, 'attention_heads': 4, 'hidden_dimension': 111, 'number_of_hidden_layers': 1, 'dropout_rate': 0.39186205074279273, 'global_pooling': 'max', 'learning_rate': 0.008152853062555235, 'weight_decay': 7.670476881016094e-05, 'beta_0': 0.8863442248742546, 'beta_1': 0.9919851510645824, 'epsilon': 2.396516545718565e-06, 'balanced_loss': True, 'epochs': 159, 'early_stopping_patience': 11, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:00:48,315] Trial 181 finished with value: 0.8825597749648383 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5280755268306165, 'batch_size': 155, 'attention_heads': 4, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47120552092619644, 'global_pooling': 'max', 'learning_rate': 0.004196001479361927, 'weight_decay': 9.958133310910736e-05, 'beta_0': 0.8791205781977771, 'beta_1': 0.9927673048264373, 'epsilon': 2.5481588185631354e-05, 'balanced_loss': False, 'epochs': 162, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:08:17,038] Trial 182 finished with value: 0.8734177215189873 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5023973160270226, 'batch_size': 95, 'attention_heads': 12, 'hidden_dimension': 99, 'number_of_hidden_layers': 4, 'dropout_rate': 0.31136313156015005, 'global_pooling': 'max', 'learning_rate': 0.0014313867744411431, 'weight_decay': 0.00017826630833169078, 'beta_0': 0.8951034865151009, 'beta_1': 0.9965311624701128, 'epsilon': 2.8356494083488536e-06, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 12, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:14:51,470] Trial 183 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5194488669740494, 'batch_size': 123, 'attention_heads': 9, 'hidden_dimension': 117, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31604342543533126, 'global_pooling': 'max', 'learning_rate': 0.001869869389363913, 'weight_decay': 0.00013057883759292694, 'beta_0': 0.899948869613876, 'beta_1': 0.9903465662885812, 'epsilon': 9.37780279411286e-06, 'balanced_loss': False, 'epochs': 99, 'early_stopping_patience': 17, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:20:44,720] Trial 184 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5612729028371727, 'batch_size': 247, 'attention_heads': 5, 'hidden_dimension': 92, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31955321123786906, 'global_pooling': 'max', 'learning_rate': 0.0034371739076701074, 'weight_decay': 0.00011239654948714261, 'beta_0': 0.8904091749015495, 'beta_1': 0.9957684442918522, 'epsilon': 1.3204942960897023e-05, 'balanced_loss': False, 'epochs': 131, 'early_stopping_patience': 13, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:27:02,112] Trial 185 finished with value: 0.8776371308016878 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5431808585806038, 'batch_size': 148, 'attention_heads': 6, 'hidden_dimension': 106, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3066836250535024, 'global_pooling': 'max', 'learning_rate': 0.0007384078366912085, 'weight_decay': 0.00020357574011475082, 'beta_0': 0.8975723668232682, 'beta_1': 0.9895445542804941, 'epsilon': 6.398036941679432e-08, 'balanced_loss': False, 'epochs': 199, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:33:58,286] Trial 186 finished with value: 0.8755274261603375 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5073145830415153, 'batch_size': 104, 'attention_heads': 11, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3001249351339344, 'global_pooling': 'max', 'learning_rate': 0.0009534367673012217, 'weight_decay': 8.62461877047159e-05, 'beta_0': 0.8934787059372574, 'beta_1': 0.9910632106945336, 'epsilon': 1.8817444249263204e-06, 'balanced_loss': False, 'epochs': 103, 'early_stopping_patience': 21, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:41:04,048] Trial 187 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4833537402633703, 'batch_size': 183, 'attention_heads': 13, 'hidden_dimension': 113, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3769381578300078, 'global_pooling': 'max', 'learning_rate': 0.002522687989721767, 'weight_decay': 0.00015167656136897943, 'beta_0': 0.8915525797176802, 'beta_1': 0.9935549261777861, 'epsilon': 5.283154342108126e-07, 'balanced_loss': False, 'epochs': 153, 'early_stopping_patience': 20, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:47:27,023] Trial 188 finished with value: 0.879746835443038 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5988841169339801, 'batch_size': 112, 'attention_heads': 9, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32701650500147067, 'global_pooling': 'max', 'learning_rate': 0.0013741426426516887, 'weight_decay': 0.0002887752479177503, 'beta_0': 0.845613167974201, 'beta_1': 0.9882965428744104, 'epsilon': 1.356621810845513e-06, 'balanced_loss': False, 'epochs': 121, 'early_stopping_patience': 16, 'plateau_patience': 19, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-09 23:55:14,340] Trial 189 finished with value: 0.8783403656821378 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4955626356161345, 'batch_size': 256, 'attention_heads': 10, 'hidden_dimension': 130, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4013252051084493, 'global_pooling': 'max', 'learning_rate': 0.0006302068892126879, 'weight_decay': 2.5336831335859794e-05, 'beta_0': 0.8947672814411071, 'beta_1': 0.9899225036798596, 'epsilon': 8.217680750471316e-06, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 00:02:48,214] Trial 190 finished with value: 0.8804500703234881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5129503582362991, 'batch_size': 100, 'attention_heads': 9, 'hidden_dimension': 94, 'number_of_hidden_layers': 3, 'dropout_rate': 0.463012471253696, 'global_pooling': 'max', 'learning_rate': 0.0015840879428506353, 'weight_decay': 0.00038473676289410243, 'beta_0': 0.8391234791415667, 'beta_1': 0.9923461625864531, 'epsilon': 2.0276420553378797e-05, 'balanced_loss': False, 'epochs': 86, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 00:09:15,826] Trial 191 finished with value: 0.8783403656821378 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5272059360620934, 'batch_size': 93, 'attention_heads': 14, 'hidden_dimension': 102, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3219992402580613, 'global_pooling': 'max', 'learning_rate': 0.0010433501462014465, 'weight_decay': 0.00017416972189362016, 'beta_0': 0.8477477154411437, 'beta_1': 0.9888320011363464, 'epsilon': 4.894026069352929e-06, 'balanced_loss': False, 'epochs': 166, 'early_stopping_patience': 13, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 00:17:13,941] Trial 192 finished with value: 0.5218002812939522 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4405977608297657, 'batch_size': 87, 'attention_heads': 15, 'hidden_dimension': 109, 'number_of_hidden_layers': 3, 'dropout_rate': 0.44105110836433925, 'global_pooling': 'mean', 'learning_rate': 0.05176329030803603, 'weight_decay': 0.00013004784735645464, 'beta_0': 0.8840660088184576, 'beta_1': 0.986058329506406, 'epsilon': 1.8845313149577866e-05, 'balanced_loss': False, 'epochs': 187, 'early_stopping_patience': 16, 'plateau_patience': 12, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 00:33:39,132] Trial 193 finished with value: 0.8741209563994374 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.41358381983439657, 'batch_size': 82, 'attention_heads': 16, 'hidden_dimension': 255, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4538172994592716, 'global_pooling': 'mean', 'learning_rate': 0.0018400977922602244, 'weight_decay': 0.00011044836735848912, 'beta_0': 0.8769815415704291, 'beta_1': 0.9906626238917509, 'epsilon': 1.539091027420208e-05, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 15, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 00:51:24,203] Trial 194 finished with value: 0.8776371308016878 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.45905641201666986, 'batch_size': 190, 'attention_heads': 15, 'hidden_dimension': 250, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4506299765661214, 'global_pooling': 'max', 'learning_rate': 0.0012301794076650765, 'weight_decay': 0.00015052544514220162, 'beta_0': 0.8787862040937999, 'beta_1': 0.98576092824049, 'epsilon': 2.7918490795653382e-05, 'balanced_loss': False, 'epochs': 195, 'early_stopping_patience': 14, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:00:36,753] Trial 195 finished with value: 0.8727144866385372 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4744503572912726, 'batch_size': 123, 'attention_heads': 15, 'hidden_dimension': 115, 'number_of_hidden_layers': 2, 'dropout_rate': 0.480437735846448, 'global_pooling': 'sum', 'learning_rate': 0.0029216868977215214, 'weight_decay': 1.101603947333237e-06, 'beta_0': 0.8882623743412033, 'beta_1': 0.9871342470009741, 'epsilon': 3.5659608631403316e-06, 'balanced_loss': False, 'epochs': 182, 'early_stopping_patience': 16, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:08:48,783] Trial 196 finished with value: 0.8748241912798875 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.42953770942440395, 'batch_size': 74, 'attention_heads': 11, 'hidden_dimension': 105, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4302947036788966, 'global_pooling': 'mean', 'learning_rate': 0.0021610957054224336, 'weight_decay': 6.777245297162638e-05, 'beta_0': 0.8758108879539451, 'beta_1': 0.9944508951707642, 'epsilon': 1.055011354852499e-05, 'balanced_loss': False, 'epochs': 175, 'early_stopping_patience': 20, 'plateau_patience': 24, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:14:55,932] Trial 197 finished with value: 0.8888888888888888 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.7673275030478406, 'batch_size': 107, 'attention_heads': 10, 'hidden_dimension': 122, 'number_of_hidden_layers': 1, 'dropout_rate': 0.45904521290456174, 'global_pooling': 'max', 'learning_rate': 0.0015847020141781993, 'weight_decay': 1.3058569177933254e-05, 'beta_0': 0.8342476499624598, 'beta_1': 0.9865240003681103, 'epsilon': 1.2584828639309475e-08, 'balanced_loss': False, 'epochs': 179, 'early_stopping_patience': 15, 'plateau_patience': 13, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:21:19,338] Trial 198 finished with value: 0.8741209563994374 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.771631260640702, 'batch_size': 106, 'attention_heads': 10, 'hidden_dimension': 120, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46609914126890667, 'global_pooling': 'max', 'learning_rate': 0.0010035127388893276, 'weight_decay': 9.957565886971676e-06, 'beta_0': 0.8416760794813846, 'beta_1': 0.9865587105237504, 'epsilon': 6.773217705609514e-06, 'balanced_loss': False, 'epochs': 171, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:27:26,095] Trial 199 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8103604273067777, 'batch_size': 115, 'attention_heads': 10, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46000712699175034, 'global_pooling': 'max', 'learning_rate': 0.005551074416650135, 'weight_decay': 2.9412775105729026e-05, 'beta_0': 0.8294758198529801, 'beta_1': 0.9878235580489342, 'epsilon': 1.1067698924740036e-08, 'balanced_loss': False, 'epochs': 179, 'early_stopping_patience': 15, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:33:18,607] Trial 200 finished with value: 0.879746835443038 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8441891075759147, 'batch_size': 109, 'attention_heads': 10, 'hidden_dimension': 123, 'number_of_hidden_layers': 1, 'dropout_rate': 0.370308077559124, 'global_pooling': 'max', 'learning_rate': 0.0016313994710978781, 'weight_decay': 3.1493991102509295e-06, 'beta_0': 0.8322392142511112, 'beta_1': 0.9892941580406918, 'epsilon': 1.6600197078104054e-08, 'balanced_loss': False, 'epochs': 164, 'early_stopping_patience': 13, 'plateau_patience': 14, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:39:30,461] Trial 201 finished with value: 0.8663853727144867 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.8311781018431758, 'batch_size': 118, 'attention_heads': 9, 'hidden_dimension': 97, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5387937011284031, 'global_pooling': 'max', 'learning_rate': 0.004393682402460015, 'weight_decay': 1.2693220986202326e-05, 'beta_0': 0.8332105423970567, 'beta_1': 0.9901987901981216, 'epsilon': 3.669952136289398e-07, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:45:29,533] Trial 202 finished with value: 0.8776371308016878 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.7788264466612635, 'batch_size': 99, 'attention_heads': 9, 'hidden_dimension': 116, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3833798577576086, 'global_pooling': 'max', 'learning_rate': 0.0013948550081022556, 'weight_decay': 1.7702975583312764e-05, 'beta_0': 0.8352370725391565, 'beta_1': 0.9863059331747187, 'epsilon': 2.1993214337811515e-05, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 15, 'plateau_patience': 13, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:52:25,137] Trial 203 finished with value: 0.8762306610407876 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.7932957543344133, 'batch_size': 60, 'attention_heads': 14, 'hidden_dimension': 110, 'number_of_hidden_layers': 3, 'dropout_rate': 0.4612584660650251, 'global_pooling': 'max', 'learning_rate': 0.0012153353172457825, 'weight_decay': 0.00010414207336404129, 'beta_0': 0.8371977553605985, 'beta_1': 0.9870296063798213, 'epsilon': 1.392762238418085e-05, 'balanced_loss': False, 'epochs': 185, 'early_stopping_patience': 14, 'plateau_patience': 12, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 01:58:44,746] Trial 204 finished with value: 0.8818565400843882 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.7195607339553517, 'batch_size': 92, 'attention_heads': 10, 'hidden_dimension': 141, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4546647683171418, 'global_pooling': 'max', 'learning_rate': 0.0017331464871363747, 'weight_decay': 5.359973720947146e-06, 'beta_0': 0.854019732424208, 'beta_1': 0.9853828691042879, 'epsilon': 1.7756735666299677e-06, 'balanced_loss': False, 'epochs': 189, 'early_stopping_patience': 17, 'plateau_patience': 13, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
