[I 2025-02-19 04:52:43,566] Using an existing study with name 'SST-2-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-Unitary_Weights-0.0-0.0' instead of creating a new one.
[I 2025-02-19 04:59:45,224] Trial 146 finished with value: 0.8864678899082569 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5078282717510482, 'batch_size': 137, 'attention_heads': 12, 'hidden_dimension': 212, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5087236597865502, 'global_pooling': 'max', 'learning_rate': 0.0055936368496989205, 'weight_decay': 2.492006154690286e-05, 'beta_0': 0.8081731365544853, 'beta_1': 0.9865844079550945, 'epsilon': 1.1772155161377315e-06, 'balanced_loss': False, 'epochs': 146, 'early_stopping_patience': 25, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 13:32:56,276] Trial 223 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.501042108826252, 'batch_size': 217, 'attention_heads': 14, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5283107684582006, 'global_pooling': 'max', 'learning_rate': 0.0016156713799218413, 'weight_decay': 2.064764037755968e-05, 'beta_0': 0.8021117600936815, 'beta_1': 0.9851805406075291, 'epsilon': 9.846758995622803e-05, 'balanced_loss': False, 'epochs': 150, 'early_stopping_patience': 20, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 13:39:43,882] Trial 224 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5138120235050031, 'batch_size': 215, 'attention_heads': 14, 'hidden_dimension': 167, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4834067639454842, 'global_pooling': 'max', 'learning_rate': 0.0026857505193380866, 'weight_decay': 2.9282329363417502e-05, 'beta_0': 0.8062611038033491, 'beta_1': 0.9853364250359504, 'epsilon': 6.277099281124653e-05, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 13:46:39,215] Trial 225 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5203821478320004, 'batch_size': 223, 'attention_heads': 14, 'hidden_dimension': 176, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4718180992933251, 'global_pooling': 'max', 'learning_rate': 0.003166401679272682, 'weight_decay': 2.3611381504562308e-05, 'beta_0': 0.8083876020544302, 'beta_1': 0.9842796795059789, 'epsilon': 2.8481261998389037e-06, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 13:54:06,771] Trial 226 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4945554258023127, 'batch_size': 205, 'attention_heads': 14, 'hidden_dimension': 186, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4789781074830906, 'global_pooling': 'max', 'learning_rate': 0.0018487033824419314, 'weight_decay': 1.8264553834633933e-05, 'beta_0': 0.8034629480799697, 'beta_1': 0.9848018412497284, 'epsilon': 2.148509197761119e-06, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:00:31,746] Trial 227 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5125466502116598, 'batch_size': 219, 'attention_heads': 14, 'hidden_dimension': 179, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4596010747341079, 'global_pooling': 'max', 'learning_rate': 0.002413148434310149, 'weight_decay': 1.4967417563937992e-05, 'beta_0': 0.8049450340358133, 'beta_1': 0.9855168676975691, 'epsilon': 2.3574093076878058e-05, 'balanced_loss': False, 'epochs': 150, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:06:58,211] Trial 228 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5351179683395813, 'batch_size': 210, 'attention_heads': 15, 'hidden_dimension': 155, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47252190755123313, 'global_pooling': 'max', 'learning_rate': 0.0012248552472188296, 'weight_decay': 2.6590410443127746e-05, 'beta_0': 0.80759174470198, 'beta_1': 0.9947732459366141, 'epsilon': 1.4783675715630153e-06, 'balanced_loss': False, 'epochs': 153, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:13:38,589] Trial 229 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.4900813681156163, 'batch_size': 227, 'attention_heads': 14, 'hidden_dimension': 167, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48185269953429055, 'global_pooling': 'max', 'learning_rate': 0.0021191896779274013, 'weight_decay': 2.201329439839467e-05, 'beta_0': 0.8001279732401629, 'beta_1': 0.985178356875937, 'epsilon': 4.505808431297301e-05, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:20:26,057] Trial 230 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5029078436663293, 'batch_size': 214, 'attention_heads': 14, 'hidden_dimension': 160, 'number_of_hidden_layers': 2, 'dropout_rate': 0.490145203919298, 'global_pooling': 'max', 'learning_rate': 0.0031530095080906373, 'weight_decay': 3.028044629297163e-05, 'beta_0': 0.8091485554490175, 'beta_1': 0.9837585281976416, 'epsilon': 3.5001837328225052e-06, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:26:36,571] Trial 231 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.529169609234707, 'batch_size': 253, 'attention_heads': 15, 'hidden_dimension': 146, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4679395339682707, 'global_pooling': 'max', 'learning_rate': 0.0037194902284422107, 'weight_decay': 1.853151532099284e-05, 'beta_0': 0.8051588136124403, 'beta_1': 0.9856783075277912, 'epsilon': 1.925616697143024e-06, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:32:57,600] Trial 232 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5161685763712365, 'batch_size': 224, 'attention_heads': 14, 'hidden_dimension': 171, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3786109508176664, 'global_pooling': 'max', 'learning_rate': 0.0017586684069121265, 'weight_decay': 2.4171175162056652e-05, 'beta_0': 0.8483437197209444, 'beta_1': 0.9849160558148733, 'epsilon': 2.6285783300778754e-06, 'balanced_loss': False, 'epochs': 122, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:39:24,662] Trial 233 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.46193424863447363, 'batch_size': 207, 'attention_heads': 14, 'hidden_dimension': 174, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4417819683121158, 'global_pooling': 'max', 'learning_rate': 0.002465408803347893, 'weight_decay': 1.5114137530501476e-05, 'beta_0': 0.8102080076808348, 'beta_1': 0.9808700320092465, 'epsilon': 7.822483087276172e-05, 'balanced_loss': False, 'epochs': 158, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:45:00,042] Trial 234 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5551234523553416, 'batch_size': 197, 'attention_heads': 13, 'hidden_dimension': 164, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4623482489259529, 'global_pooling': 'max', 'learning_rate': 0.0014022540069387275, 'weight_decay': 2.0422769795883046e-05, 'beta_0': 0.8067286658523773, 'beta_1': 0.984033076287406, 'epsilon': 6.277307939301246e-07, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:50:55,857] Trial 235 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5449704698642064, 'batch_size': 190, 'attention_heads': 14, 'hidden_dimension': 157, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47556551857763185, 'global_pooling': 'max', 'learning_rate': 0.0019390908478709818, 'weight_decay': 1.7144137411574534e-05, 'beta_0': 0.8343179274902913, 'beta_1': 0.9891610523553938, 'epsilon': 1.3634471743607608e-06, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 14:56:21,620] Trial 236 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.525873138547634, 'batch_size': 200, 'attention_heads': 10, 'hidden_dimension': 152, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4567364980986154, 'global_pooling': 'max', 'learning_rate': 0.0027263048728447, 'weight_decay': 2.102438660012906e-05, 'beta_0': 0.8031918957701693, 'beta_1': 0.9954568149935304, 'epsilon': 1.1481374923857315e-06, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:02:28,404] Trial 237 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5939873142512587, 'batch_size': 220, 'attention_heads': 13, 'hidden_dimension': 188, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46928137403923964, 'global_pooling': 'max', 'learning_rate': 0.0021539325429541477, 'weight_decay': 2.586079176659498e-05, 'beta_0': 0.845892760650404, 'beta_1': 0.9845937370059598, 'epsilon': 9.0053556123446e-07, 'balanced_loss': False, 'epochs': 147, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:08:48,934] Trial 238 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5646416572734687, 'batch_size': 212, 'attention_heads': 11, 'hidden_dimension': 178, 'number_of_hidden_layers': 2, 'dropout_rate': 0.44709852176595105, 'global_pooling': 'max', 'learning_rate': 0.0009867921136751927, 'weight_decay': 1.9045097589053014e-05, 'beta_0': 0.8259864847629929, 'beta_1': 0.9978818226749286, 'epsilon': 2.7410563395636462e-05, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:17:00,441] Trial 239 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5073795821885211, 'batch_size': 136, 'attention_heads': 15, 'hidden_dimension': 171, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4288743497326162, 'global_pooling': 'max', 'learning_rate': 0.004662358111668101, 'weight_decay': 2.352746962832504e-05, 'beta_0': 0.838467126076516, 'beta_1': 0.990189554498284, 'epsilon': 1.6302268207598783e-06, 'balanced_loss': False, 'epochs': 154, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:24:19,216] Trial 240 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.48110539838101907, 'batch_size': 171, 'attention_heads': 13, 'hidden_dimension': 150, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4779941821894877, 'global_pooling': 'sum', 'learning_rate': 0.0035015802212014576, 'weight_decay': 1.2707169771824048e-05, 'beta_0': 0.8308517731581029, 'beta_1': 0.9861697293710256, 'epsilon': 5.015040115138225e-07, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:31:02,325] Trial 241 finished with value: 0.9094036697247706 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5381424270031168, 'batch_size': 250, 'attention_heads': 14, 'hidden_dimension': 183, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4847891260713628, 'global_pooling': 'max', 'learning_rate': 0.0016885277737519763, 'weight_decay': 2.8907075806772e-05, 'beta_0': 0.8118680143366248, 'beta_1': 0.9854593242102225, 'epsilon': 2.1218321925569225e-06, 'balanced_loss': True, 'epochs': 145, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:39:09,200] Trial 242 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5200143650562276, 'batch_size': 256, 'attention_heads': 14, 'hidden_dimension': 181, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48521024042788347, 'global_pooling': 'max', 'learning_rate': 0.0014339689581028103, 'weight_decay': 2.9994138083463762e-05, 'beta_0': 0.8126005011284988, 'beta_1': 0.9854768369963132, 'epsilon': 2.1355369508539283e-06, 'balanced_loss': True, 'epochs': 141, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:43:40,665] Trial 243 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5348814074656617, 'batch_size': 252, 'attention_heads': 14, 'hidden_dimension': 182, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4985240561755874, 'global_pooling': 'max', 'learning_rate': 0.0010908970755055003, 'weight_decay': 0.00014108564531209211, 'beta_0': 0.8146736393672136, 'beta_1': 0.9850940450484054, 'epsilon': 2.2740990563755633e-06, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:50:39,413] Trial 244 finished with value: 0.908256880733945 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5469029765153719, 'batch_size': 248, 'attention_heads': 14, 'hidden_dimension': 198, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48218492648374583, 'global_pooling': 'max', 'learning_rate': 0.0018188991550708473, 'weight_decay': 2.7352632265190197e-05, 'beta_0': 0.8100011304593872, 'beta_1': 0.9933920269015192, 'epsilon': 8.746946194920699e-06, 'balanced_loss': True, 'epochs': 151, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 15:58:24,107] Trial 245 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.541043546310157, 'batch_size': 249, 'attention_heads': 14, 'hidden_dimension': 204, 'number_of_hidden_layers': 2, 'dropout_rate': 0.49013816254870773, 'global_pooling': 'max', 'learning_rate': 0.0016547577750199766, 'weight_decay': 3.160953943245357e-05, 'beta_0': 0.8092955634438947, 'beta_1': 0.9908935930719003, 'epsilon': 1.0842716337356768e-05, 'balanced_loss': True, 'epochs': 152, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 16:05:03,329] Trial 246 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5423690157082691, 'batch_size': 248, 'attention_heads': 14, 'hidden_dimension': 193, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4914079820822432, 'global_pooling': 'max', 'learning_rate': 0.0014086013399606952, 'weight_decay': 2.794137510093084e-05, 'beta_0': 0.8102862097231176, 'beta_1': 0.9923706675691379, 'epsilon': 9.321090662377372e-06, 'balanced_loss': True, 'epochs': 150, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 16:12:02,271] Trial 247 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.547358247676046, 'batch_size': 248, 'attention_heads': 14, 'hidden_dimension': 199, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48450976631318604, 'global_pooling': 'max', 'learning_rate': 0.001716030892989979, 'weight_decay': 3.249658397926007e-05, 'beta_0': 0.80843019500317, 'beta_1': 0.993375665956565, 'epsilon': 9.7980846573944e-06, 'balanced_loss': True, 'epochs': 156, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 16:18:54,038] Trial 248 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5409245855511291, 'batch_size': 247, 'attention_heads': 14, 'hidden_dimension': 183, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4814819595130279, 'global_pooling': 'max', 'learning_rate': 0.0019228532995260055, 'weight_decay': 2.4081708883662544e-05, 'beta_0': 0.8112034702639753, 'beta_1': 0.9906923363887714, 'epsilon': 5.16664672100687e-06, 'balanced_loss': True, 'epochs': 152, 'early_stopping_patience': 22, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 16:26:44,685] Trial 249 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5321341608032285, 'batch_size': 252, 'attention_heads': 14, 'hidden_dimension': 212, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4921425999150517, 'global_pooling': 'max', 'learning_rate': 0.000348646982176082, 'weight_decay': 2.1902777224169316e-05, 'beta_0': 0.8071252545791145, 'beta_1': 0.9944266449355609, 'epsilon': 7.900064510560936e-06, 'balanced_loss': True, 'epochs': 148, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 16:34:03,006] Trial 250 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5662086502951529, 'batch_size': 243, 'attention_heads': 15, 'hidden_dimension': 202, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39372906166392324, 'global_pooling': 'mean', 'learning_rate': 0.0017155767564817274, 'weight_decay': 2.665149514240622e-05, 'beta_0': 0.8047961299619303, 'beta_1': 0.9804255759339879, 'epsilon': 6.3785779766455975e-06, 'balanced_loss': True, 'epochs': 152, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 16:40:30,639] Trial 251 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5173780060722628, 'batch_size': 251, 'attention_heads': 14, 'hidden_dimension': 174, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47439847075923197, 'global_pooling': 'max', 'learning_rate': 0.002310555809460047, 'weight_decay': 3.335907611533044e-05, 'beta_0': 0.8112824343467652, 'beta_1': 0.9913652433753344, 'epsilon': 1.1851186510091829e-05, 'balanced_loss': True, 'epochs': 145, 'early_stopping_patience': 21, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 106 with value: 0.911697247706422.
[I 2025-02-19 16:47:57,053] Trial 252 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5177530336814623, 'batch_size': 256, 'attention_heads': 14, 'hidden_dimension': 204, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4757322877954524, 'global_pooling': 'max', 'learning_rate': 0.002229932292798482, 'weight_decay': 3.268210335415735e-05, 'beta_0': 0.8117714380047125, 'beta_1': 0.99317197863149, 'epsilon': 6.294842443354589e-06, 'balanced_loss': True, 'epochs': 144, 'early_stopping_patience': 21, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 106 with value: 0.911697247706422.

[TRIAL] 106 [VALIDATION PERFORMANCE] 0.911697247706422 [TRAINING LOSS] 0.23058288395404816 [VALIDATION LOSS] 0.25793591141700745 

number                                     106
value                                 0.911697
params_threshold                      0.605666
params_attention_heads                      14
params_balanced_loss                     False
params_embedding_pooling_operation         min
params_attention_pooling_operation         max
params_batch_size                          232
params_dropout_rate                   0.527848
params_early_stopping_patience              24
params_epochs                              124
params_global_pooling                      max
params_hidden_dimension                    151
params_learning_rate                   0.00352
params_number_of_hidden_layers               2
params_plateau_divider                       9
params_plateau_patience                     18
params_weight_decay                   0.000027
params_beta_0                         0.803356
params_beta_1                         0.984508
params_epsilon                             0.0
user_attrs_epoch                          13.0
user_attrs_training_loss              0.230583
user_attrs_validation_loss            0.257936
Name: 106, dtype: object
slurmstepd: error: *** JOB 14932828 ON gpu003 CANCELLED AT 2025-02-19T16:52:06 DUE TO TIME LIMIT ***
