[I 2025-03-21 17:39:59,429] Using an existing study with name 'IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Single_Unitary_Weight-0.0-0.0' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-21 17:48:57,100] Trial 154 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9615102410590999, 'batch_size': 47, 'attention_heads': 8, 'hidden_dimension': 200, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42053304346592757, 'global_pooling': 'mean', 'learning_rate': 0.0001754710223469705, 'weight_decay': 0.000130809953210394, 'beta_0': 0.8812385622066583, 'beta_1': 0.9942906743924929, 'epsilon': 4.162679508979182e-07, 'balanced_loss': True, 'epochs': 106, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 73 with value: 0.9151515151515152.
[I 2025-03-22 03:07:28,580] Trial 225 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9685649036387188, 'batch_size': 53, 'attention_heads': 8, 'hidden_dimension': 138, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5144165401497987, 'global_pooling': 'mean', 'learning_rate': 0.0007828610294781208, 'weight_decay': 8.66946227433754e-05, 'beta_0': 0.8761627647904892, 'beta_1': 0.9883895458941339, 'epsilon': 3.072844881009782e-06, 'balanced_loss': True, 'epochs': 192, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 03:15:21,075] Trial 226 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9159918750907315, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 144, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5244002136912018, 'global_pooling': 'mean', 'learning_rate': 0.0004578318006924477, 'weight_decay': 8.977992076530281e-05, 'beta_0': 0.8793977576027128, 'beta_1': 0.9893115235855551, 'epsilon': 2.5328875698561488e-06, 'balanced_loss': True, 'epochs': 180, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 03:23:22,570] Trial 227 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9150729322414642, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.52614848150243, 'global_pooling': 'mean', 'learning_rate': 0.0005020540293470206, 'weight_decay': 8.0008809068081e-05, 'beta_0': 0.879690259979257, 'beta_1': 0.9895134593662872, 'epsilon': 3.400100231714488e-06, 'balanced_loss': True, 'epochs': 177, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 03:31:36,973] Trial 228 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9080232259492973, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 148, 'number_of_hidden_layers': 1, 'dropout_rate': 0.523909341254034, 'global_pooling': 'mean', 'learning_rate': 0.0005268678279021002, 'weight_decay': 7.247789330564258e-05, 'beta_0': 0.8789171553373047, 'beta_1': 0.9895200989932501, 'epsilon': 3.5424239409163153e-06, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 03:39:38,851] Trial 229 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9163767927234191, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 150, 'number_of_hidden_layers': 1, 'dropout_rate': 0.525520448879357, 'global_pooling': 'mean', 'learning_rate': 0.0005075234672689327, 'weight_decay': 8.957218962065394e-05, 'beta_0': 0.8793797347970332, 'beta_1': 0.9891438870423164, 'epsilon': 5.0084403735858165e-06, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 03:47:39,314] Trial 230 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9151227225273384, 'batch_size': 55, 'attention_heads': 8, 'hidden_dimension': 144, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5331602930711269, 'global_pooling': 'mean', 'learning_rate': 0.00044932375505091535, 'weight_decay': 9.327177694537713e-05, 'beta_0': 0.875069962625743, 'beta_1': 0.9891054905497215, 'epsilon': 4.7757008249621425e-06, 'balanced_loss': True, 'epochs': 188, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 03:55:26,330] Trial 231 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9168595744537011, 'batch_size': 55, 'attention_heads': 8, 'hidden_dimension': 138, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5343309071749738, 'global_pooling': 'mean', 'learning_rate': 0.00037966969990368114, 'weight_decay': 0.00010825362218992679, 'beta_0': 0.8755753923257551, 'beta_1': 0.9892183915273436, 'epsilon': 5.029554496489426e-06, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:03:23,360] Trial 232 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9163214681967864, 'batch_size': 56, 'attention_heads': 8, 'hidden_dimension': 144, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5047357891530336, 'global_pooling': 'mean', 'learning_rate': 0.0004383016089866361, 'weight_decay': 9.495930782812961e-05, 'beta_0': 0.8736464937680056, 'beta_1': 0.9889263162898257, 'epsilon': 4.378211110884751e-06, 'balanced_loss': True, 'epochs': 189, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:11:28,512] Trial 233 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9146875721500191, 'batch_size': 53, 'attention_heads': 8, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5254592658927588, 'global_pooling': 'mean', 'learning_rate': 0.0006289644659783192, 'weight_decay': 8.535853909898047e-05, 'beta_0': 0.8800920636452614, 'beta_1': 0.9895527400015086, 'epsilon': 5.092507002558091e-06, 'balanced_loss': True, 'epochs': 184, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:19:34,206] Trial 234 finished with value: 0.9212121212121213 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9204412064075858, 'batch_size': 55, 'attention_heads': 8, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5409149098621101, 'global_pooling': 'mean', 'learning_rate': 0.00047503221553239555, 'weight_decay': 7.265546284175452e-05, 'beta_0': 0.8804957230053837, 'beta_1': 0.9895780632975976, 'epsilon': 4.813723992016383e-06, 'balanced_loss': True, 'epochs': 181, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:27:22,605] Trial 235 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.913918279620595, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 140, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5376211130779427, 'global_pooling': 'mean', 'learning_rate': 0.00044805783528884885, 'weight_decay': 7.746748916438686e-05, 'beta_0': 0.8767538151947282, 'beta_1': 0.9890792740007133, 'epsilon': 4.955302179390165e-06, 'balanced_loss': True, 'epochs': 181, 'early_stopping_patience': 19, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:35:21,546] Trial 236 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9157764386526065, 'batch_size': 52, 'attention_heads': 8, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5412977259909922, 'global_pooling': 'mean', 'learning_rate': 0.0003646708559874912, 'weight_decay': 6.840002976318131e-05, 'beta_0': 0.882066886984729, 'beta_1': 0.9898541264622857, 'epsilon': 6.402249177303647e-06, 'balanced_loss': True, 'epochs': 174, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:42:50,065] Trial 237 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9183757325174497, 'batch_size': 57, 'attention_heads': 8, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5157716532380013, 'global_pooling': 'mean', 'learning_rate': 0.0006836397805855002, 'weight_decay': 5.577507058562986e-05, 'beta_0': 0.880475468023767, 'beta_1': 0.98880412252683, 'epsilon': 4.308585279171492e-06, 'balanced_loss': True, 'epochs': 179, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:50:50,926] Trial 238 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9177766140647846, 'batch_size': 53, 'attention_heads': 8, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5542309577323822, 'global_pooling': 'mean', 'learning_rate': 0.0004594115964450791, 'weight_decay': 8.862290193013364e-05, 'beta_0': 0.8773895399109202, 'beta_1': 0.9894672196511888, 'epsilon': 5.5582219084654275e-06, 'balanced_loss': True, 'epochs': 187, 'early_stopping_patience': 20, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 04:58:43,221] Trial 239 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9168322454797565, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5319692082817677, 'global_pooling': 'mean', 'learning_rate': 0.000331307356484526, 'weight_decay': 0.0001469914062846373, 'beta_0': 0.8840494827650139, 'beta_1': 0.9898226382708698, 'epsilon': 3.935063720955726e-06, 'balanced_loss': True, 'epochs': 181, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 05:06:33,956] Trial 240 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9202903331583999, 'batch_size': 55, 'attention_heads': 8, 'hidden_dimension': 147, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5163596795678329, 'global_pooling': 'mean', 'learning_rate': 0.0006864148436304313, 'weight_decay': 7.960065273546439e-05, 'beta_0': 0.874822699046861, 'beta_1': 0.9893064714244932, 'epsilon': 7.424058219187725e-06, 'balanced_loss': True, 'epochs': 183, 'early_stopping_patience': 20, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 05:14:38,199] Trial 241 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9126208081869621, 'batch_size': 52, 'attention_heads': 8, 'hidden_dimension': 149, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5453710423727754, 'global_pooling': 'mean', 'learning_rate': 0.0005049001693322446, 'weight_decay': 9.234696816462898e-05, 'beta_0': 0.8719941556655373, 'beta_1': 0.987733497119304, 'epsilon': 8.640767480594109e-06, 'balanced_loss': True, 'epochs': 176, 'early_stopping_patience': 19, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 05:22:41,174] Trial 242 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9227202350324928, 'batch_size': 58, 'attention_heads': 8, 'hidden_dimension': 155, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5322599554571849, 'global_pooling': 'mean', 'learning_rate': 0.0009152365393220072, 'weight_decay': 0.00011632208124589199, 'beta_0': 0.8802415036642293, 'beta_1': 0.9895941181732648, 'epsilon': 3.48621098324453e-06, 'balanced_loss': True, 'epochs': 171, 'early_stopping_patience': 20, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 05:30:48,158] Trial 243 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9141515728652407, 'batch_size': 56, 'attention_heads': 8, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5249754102807965, 'global_pooling': 'mean', 'learning_rate': 0.0005326762483476316, 'weight_decay': 0.00010197738693249138, 'beta_0': 0.8796084672016422, 'beta_1': 0.9884200603550022, 'epsilon': 5.513855527809852e-06, 'balanced_loss': True, 'epochs': 192, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 05:38:41,591] Trial 244 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9149838421043789, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 140, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5268974203660374, 'global_pooling': 'mean', 'learning_rate': 0.000607934752377165, 'weight_decay': 7.742751803619611e-05, 'beta_0': 0.8814433846907747, 'beta_1': 0.987957147683538, 'epsilon': 4.1363477943066175e-06, 'balanced_loss': True, 'epochs': 198, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 05:46:34,307] Trial 245 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9197812248960222, 'batch_size': 55, 'attention_heads': 8, 'hidden_dimension': 158, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5367384086851531, 'global_pooling': 'mean', 'learning_rate': 0.0003702475676872523, 'weight_decay': 0.00012249912202739894, 'beta_0': 0.8776147640265386, 'beta_1': 0.9887970028743038, 'epsilon': 3.0800988306957505e-06, 'balanced_loss': True, 'epochs': 188, 'early_stopping_patience': 17, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 05:54:16,133] Trial 246 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9133189898901302, 'batch_size': 55, 'attention_heads': 8, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5087835914015547, 'global_pooling': 'mean', 'learning_rate': 0.0007711571638106832, 'weight_decay': 9.495190634603481e-05, 'beta_0': 0.8823163904698935, 'beta_1': 0.9882127660463605, 'epsilon': 5.987693834323332e-06, 'balanced_loss': True, 'epochs': 182, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:00:38,572] Trial 247 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9619807166539398, 'batch_size': 53, 'attention_heads': 8, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5500726792064085, 'global_pooling': 'mean', 'learning_rate': 0.0005790693981224242, 'weight_decay': 0.00013526742564813304, 'beta_0': 0.8797973021716945, 'beta_1': 0.9874265269415454, 'epsilon': 4.583735140695394e-06, 'balanced_loss': True, 'epochs': 196, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:08:30,542] Trial 248 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9108377802024022, 'batch_size': 56, 'attention_heads': 8, 'hidden_dimension': 149, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5176161728858922, 'global_pooling': 'mean', 'learning_rate': 0.00045762972972172264, 'weight_decay': 0.00015885836672181072, 'beta_0': 0.8846886405655825, 'beta_1': 0.9900656144062271, 'epsilon': 3.1205185625916087e-06, 'balanced_loss': True, 'epochs': 193, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 5}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:15:21,106] Trial 249 finished with value: 0.8545454545454545 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9592775967781049, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 161, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5219206504607735, 'global_pooling': 'max', 'learning_rate': 0.0006397052299650333, 'weight_decay': 6.561961382314997e-05, 'beta_0': 0.8789447325038987, 'beta_1': 0.9892019348235954, 'epsilon': 2.3691862406913205e-06, 'balanced_loss': True, 'epochs': 186, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
CUDA out of memory. Tried to allocate 4.17 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.80 GiB is free. Including non-PyTorch memory, this process has 41.75 GiB memory in use. Of the allocated memory 36.54 GiB is allocated by PyTorch, and 4.06 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-22 06:20:23,523] Trial 250 finished with value: -1.0 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9153640070272785, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 165, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5271366260564225, 'global_pooling': 'mean', 'learning_rate': 0.00029421116008262544, 'weight_decay': 0.00010799748170681777, 'beta_0': 0.8835448048726121, 'beta_1': 0.9879155238962, 'epsilon': 3.7652482981226563e-06, 'balanced_loss': True, 'epochs': 177, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:26:34,427] Trial 251 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.96597044137896, 'batch_size': 51, 'attention_heads': 8, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5405047064007004, 'global_pooling': 'mean', 'learning_rate': 0.000393185108292419, 'weight_decay': 8.509913428905826e-05, 'beta_0': 0.8763530437067696, 'beta_1': 0.9886850744004921, 'epsilon': 1.9859346804172403e-06, 'balanced_loss': True, 'epochs': 184, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:32:44,662] Trial 252 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9653044019255415, 'batch_size': 51, 'attention_heads': 8, 'hidden_dimension': 129, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5430649844388983, 'global_pooling': 'mean', 'learning_rate': 0.000384413380517917, 'weight_decay': 8.065326453667599e-05, 'beta_0': 0.8746632091916037, 'beta_1': 0.988858875621925, 'epsilon': 5.037617149247828e-06, 'balanced_loss': True, 'epochs': 182, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:38:52,313] Trial 253 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9717809395993203, 'batch_size': 54, 'attention_heads': 8, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5357651701285717, 'global_pooling': 'mean', 'learning_rate': 0.00034353480879877995, 'weight_decay': 0.00019737830267358642, 'beta_0': 0.8763781705308614, 'beta_1': 0.9886848717890487, 'epsilon': 2.7616306332594775e-06, 'balanced_loss': True, 'epochs': 185, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:45:57,268] Trial 254 finished with value: 0.8848484848484849 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9665350461599801, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 154, 'number_of_hidden_layers': 1, 'dropout_rate': 0.513021650636249, 'global_pooling': 'mean', 'learning_rate': 0.0004648328799517915, 'weight_decay': 6.979537064173188e-05, 'beta_0': 0.8694261464635453, 'beta_1': 0.9896600726545628, 'epsilon': 2.293713986401894e-06, 'balanced_loss': True, 'epochs': 181, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 06:54:25,084] Trial 255 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9116538441318229, 'batch_size': 51, 'attention_heads': 8, 'hidden_dimension': 149, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5314679975931659, 'global_pooling': 'mean', 'learning_rate': 0.000269203802503708, 'weight_decay': 8.612399801698572e-05, 'beta_0': 0.87734234429697, 'beta_1': 0.9892185040712049, 'epsilon': 1.8758724993466457e-06, 'balanced_loss': True, 'epochs': 173, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:01:01,205] Trial 256 finished with value: 0.8545454545454545 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9635003427543116, 'batch_size': 57, 'attention_heads': 8, 'hidden_dimension': 126, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5007355788758605, 'global_pooling': 'sum', 'learning_rate': 0.0007899158889308174, 'weight_decay': 0.00014432874073015846, 'beta_0': 0.8814947103599163, 'beta_1': 0.9867522753592057, 'epsilon': 3.5358482025265752e-06, 'balanced_loss': True, 'epochs': 70, 'early_stopping_patience': 20, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
CUDA out of memory. Tried to allocate 4.67 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.68 GiB is free. Including non-PyTorch memory, this process has 42.87 GiB memory in use. Of the allocated memory 40.66 GiB is allocated by PyTorch, and 1.06 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-22 07:06:01,536] Trial 257 finished with value: -1.0 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.9186661366342979, 'batch_size': 51, 'attention_heads': 16, 'hidden_dimension': 120, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5414271292696929, 'global_pooling': 'mean', 'learning_rate': 0.0004112742495355943, 'weight_decay': 0.00017666140955860347, 'beta_0': 0.8851927297688407, 'beta_1': 0.9884205060064024, 'epsilon': 7.029468138983912e-06, 'balanced_loss': True, 'epochs': 168, 'early_stopping_patience': 19, 'plateau_patience': 19, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:12:30,107] Trial 258 finished with value: 0.9212121212121213 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9670754504074733, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 135, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5500192823927975, 'global_pooling': 'mean', 'learning_rate': 0.0005208169873988069, 'weight_decay': 0.00012347930123415263, 'beta_0': 0.8743352134669935, 'beta_1': 0.9877561915879545, 'epsilon': 2.762546373607488e-06, 'balanced_loss': True, 'epochs': 190, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:19:03,928] Trial 259 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9625974127595827, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5521686930916003, 'global_pooling': 'mean', 'learning_rate': 0.00049257317237334, 'weight_decay': 0.00011860760919698649, 'beta_0': 0.8744746079215835, 'beta_1': 0.9877656167497287, 'epsilon': 4.743055705352961e-06, 'balanced_loss': True, 'epochs': 188, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
