[I 2025-02-28 10:40:08,950] Using an existing study with name 'IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-No_Ablation-1.0-0.25' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-02-28 10:53:08,579] Trial 189 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9739853761948901, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 114, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5171155144285239, 'global_pooling': 'sum', 'learning_rate': 0.003456778968892944, 'weight_decay': 2.5941819060819465e-06, 'beta_0': 0.8149757859942945, 'beta_1': 0.980208890739195, 'epsilon': 6.498168850873444e-06, 'balanced_loss': True, 'epochs': 90, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 05:25:45,197] Trial 259 finished with value: 0.8545454545454545 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9937880708067255, 'batch_size': 22, 'attention_heads': 6, 'hidden_dimension': 119, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5669268547221684, 'global_pooling': 'max', 'learning_rate': 0.0018085342277296284, 'weight_decay': 0.0009345491128198174, 'beta_0': 0.8934492892367933, 'beta_1': 0.9821377200958643, 'epsilon': 1.5260422587715122e-06, 'balanced_loss': True, 'epochs': 187, 'early_stopping_patience': 12, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 05:41:28,650] Trial 260 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9854897677491249, 'batch_size': 19, 'attention_heads': 13, 'hidden_dimension': 127, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4849707436102794, 'global_pooling': 'mean', 'learning_rate': 0.002768163025127904, 'weight_decay': 1.8260406552968323e-06, 'beta_0': 0.8098769420813327, 'beta_1': 0.9954063589227394, 'epsilon': 4.3249792698439796e-06, 'balanced_loss': True, 'epochs': 192, 'early_stopping_patience': 18, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 3.24 GiB. GPU 0 has a total capacity of 44.56 GiB of which 798.69 MiB is free. Including non-PyTorch memory, this process has 43.77 GiB memory in use. Of the allocated memory 40.52 GiB is allocated by PyTorch, and 2.11 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-01 05:51:58,579] Trial 261 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9431909188258677, 'batch_size': 20, 'attention_heads': 8, 'hidden_dimension': 115, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5951747174372031, 'global_pooling': 'sum', 'learning_rate': 0.0014940243266619835, 'weight_decay': 0.00027379809903308263, 'beta_0': 0.8990823301109374, 'beta_1': 0.981522574113824, 'epsilon': 1.9018448273448285e-05, 'balanced_loss': True, 'epochs': 159, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 06:09:58,212] Trial 262 finished with value: 0.8848484848484849 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9820652776713251, 'batch_size': 18, 'attention_heads': 7, 'hidden_dimension': 96, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45464900757433, 'global_pooling': 'sum', 'learning_rate': 0.0005315127514379613, 'weight_decay': 0.00014170789775230045, 'beta_0': 0.80000111874484, 'beta_1': 0.9826289786100897, 'epsilon': 6.447308861951714e-06, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 12, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 2.97 GiB. GPU 0 has a total capacity of 44.56 GiB of which 956.69 MiB is free. Including non-PyTorch memory, this process has 43.62 GiB memory in use. Of the allocated memory 39.90 GiB is allocated by PyTorch, and 2.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-01 06:24:06,878] Trial 263 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9245218581195461, 'batch_size': 23, 'attention_heads': 7, 'hidden_dimension': 94, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45003177000548233, 'global_pooling': 'sum', 'learning_rate': 0.0006344519097710353, 'weight_decay': 0.0001828127622487595, 'beta_0': 0.8003398158622905, 'beta_1': 0.9827007106315341, 'epsilon': 1.185369855982097e-05, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 2.62 GiB. GPU 0 has a total capacity of 44.56 GiB of which 54.69 MiB is free. Including non-PyTorch memory, this process has 44.50 GiB memory in use. Of the allocated memory 42.09 GiB is allocated by PyTorch, and 1.26 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-01 06:38:15,580] Trial 264 finished with value: -1.0 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.982335604452786, 'batch_size': 27, 'attention_heads': 14, 'hidden_dimension': 151, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4479629888082129, 'global_pooling': 'sum', 'learning_rate': 0.0005181934011567278, 'weight_decay': 0.00015069648662804206, 'beta_0': 0.8025164424868063, 'beta_1': 0.9832120190441106, 'epsilon': 1.127124322785186e-07, 'balanced_loss': True, 'epochs': 101, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 06:54:39,426] Trial 265 finished with value: 0.8666666666666667 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9796486050872146, 'batch_size': 18, 'attention_heads': 7, 'hidden_dimension': 101, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45375722311928335, 'global_pooling': 'sum', 'learning_rate': 0.0008609880454351487, 'weight_decay': 0.00014573882154638373, 'beta_0': 0.8001142708542885, 'beta_1': 0.9837214054230927, 'epsilon': 1.4470055108871405e-05, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 11, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 07:11:45,838] Trial 266 finished with value: 0.8606060606060606 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9844388720533834, 'batch_size': 21, 'attention_heads': 10, 'hidden_dimension': 85, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47444548834767464, 'global_pooling': 'sum', 'learning_rate': 0.00041947844347130735, 'weight_decay': 0.00012122657476389834, 'beta_0': 0.8051575642505321, 'beta_1': 0.9823782851403312, 'epsilon': 6.35168288064985e-05, 'balanced_loss': True, 'epochs': 164, 'early_stopping_patience': 12, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 07:33:40,786] Trial 267 finished with value: 0.8727272727272727 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9816084266087357, 'batch_size': 24, 'attention_heads': 7, 'hidden_dimension': 159, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5743322731887446, 'global_pooling': 'sum', 'learning_rate': 0.000358349850949894, 'weight_decay': 0.00017103190692126612, 'beta_0': 0.8378046380458967, 'beta_1': 0.9829075634247848, 'epsilon': 2.8855168440992573e-05, 'balanced_loss': True, 'epochs': 180, 'early_stopping_patience': 13, 'plateau_patience': 11, 'plateau_divider': 4}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 07:50:41,419] Trial 268 finished with value: 0.8787878787878788 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9879504791606873, 'batch_size': 18, 'attention_heads': 6, 'hidden_dimension': 100, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45883005397203924, 'global_pooling': 'sum', 'learning_rate': 0.00018864189764443174, 'weight_decay': 0.0001301118420695487, 'beta_0': 0.8533028673355995, 'beta_1': 0.9817272598756823, 'epsilon': 1.9073434280666726e-06, 'balanced_loss': True, 'epochs': 134, 'early_stopping_patience': 11, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 08:06:04,325] Trial 269 finished with value: 0.8484848484848485 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9910201921280767, 'batch_size': 20, 'attention_heads': 7, 'hidden_dimension': 146, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46893004623376333, 'global_pooling': 'sum', 'learning_rate': 0.0002877898831050351, 'weight_decay': 5.0622218890041256e-05, 'beta_0': 0.8024178711953535, 'beta_1': 0.997627182662454, 'epsilon': 9.736846080113336e-06, 'balanced_loss': True, 'epochs': 190, 'early_stopping_patience': 12, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 08:24:31,981] Trial 270 finished with value: 0.8666666666666667 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9972528458374629, 'batch_size': 19, 'attention_heads': 7, 'hidden_dimension': 247, 'number_of_hidden_layers': 2, 'dropout_rate': 0.46203992766432883, 'global_pooling': 'sum', 'learning_rate': 0.0004788678128172031, 'weight_decay': 0.00020586425800454532, 'beta_0': 0.8068830452447939, 'beta_1': 0.9820582477642446, 'epsilon': 3.6660295616125654e-06, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 08:39:11,708] Trial 271 finished with value: 0.8484848484848485 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9866563211350513, 'batch_size': 26, 'attention_heads': 13, 'hidden_dimension': 108, 'number_of_hidden_layers': 1, 'dropout_rate': 0.490382364092383, 'global_pooling': 'mean', 'learning_rate': 0.001025695929259918, 'weight_decay': 0.0001064765143000293, 'beta_0': 0.8052787462677063, 'beta_1': 0.9843285114652964, 'epsilon': 2.3971659993268236e-05, 'balanced_loss': True, 'epochs': 196, 'early_stopping_patience': 10, 'plateau_patience': 10, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 08:55:26,816] Trial 272 finished with value: 0.8606060606060606 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9784361653607214, 'batch_size': 22, 'attention_heads': 4, 'hidden_dimension': 132, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5890548967585011, 'global_pooling': 'sum', 'learning_rate': 0.0013149171611165611, 'weight_decay': 1.0780776229129908e-06, 'beta_0': 0.8746155867967286, 'beta_1': 0.9824295048956343, 'epsilon': 1.7514494444202994e-05, 'balanced_loss': True, 'epochs': 200, 'early_stopping_patience': 13, 'plateau_patience': 21, 'plateau_divider': 3}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 09:13:00,723] Trial 273 finished with value: 0.8242424242424242 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9926054509630391, 'batch_size': 19, 'attention_heads': 12, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5983654523030538, 'global_pooling': 'max', 'learning_rate': 0.0019505980555713565, 'weight_decay': 1.4995245593155545e-06, 'beta_0': 0.8459836621861194, 'beta_1': 0.9810740371802853, 'epsilon': 5.237046502047429e-06, 'balanced_loss': True, 'epochs': 78, 'early_stopping_patience': 21, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 09:28:55,082] Trial 274 finished with value: 0.8727272727272727 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9951562507594505, 'batch_size': 25, 'attention_heads': 10, 'hidden_dimension': 124, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4037123985981041, 'global_pooling': 'sum', 'learning_rate': 0.0022802441604102604, 'weight_decay': 1.3104067145839157e-06, 'beta_0': 0.8782995668995031, 'beta_1': 0.9817619171377897, 'epsilon': 1.1383390611564884e-05, 'balanced_loss': True, 'epochs': 84, 'early_stopping_patience': 11, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 09:52:30,157] Trial 275 finished with value: 0.8727272727272727 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9830637836064542, 'batch_size': 18, 'attention_heads': 9, 'hidden_dimension': 111, 'number_of_hidden_layers': 3, 'dropout_rate': 0.47872744273007206, 'global_pooling': 'sum', 'learning_rate': 0.0017472685378424832, 'weight_decay': 1.7761999035072357e-06, 'beta_0': 0.8116891150181174, 'beta_1': 0.9848674840803605, 'epsilon': 1.1889673857603534e-06, 'balanced_loss': True, 'epochs': 145, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 5.40 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.25 GiB is free. Including non-PyTorch memory, this process has 42.30 GiB memory in use. Of the allocated memory 39.07 GiB is allocated by PyTorch, and 2.08 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-01 10:05:48,671] Trial 276 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.951143556163824, 'batch_size': 50, 'attention_heads': 6, 'hidden_dimension': 156, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5001022965424109, 'global_pooling': 'sum', 'learning_rate': 0.0005926013664286878, 'weight_decay': 1.5717515369712356e-06, 'beta_0': 0.8337492788452168, 'beta_1': 0.9811652124106809, 'epsilon': 1.4233459957026435e-05, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 12, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 10:20:39,280] Trial 277 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9893858677560681, 'batch_size': 21, 'attention_heads': 7, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5997837866428205, 'global_pooling': 'sum', 'learning_rate': 0.0011376551650716148, 'weight_decay': 7.594062505224848e-05, 'beta_0': 0.8897105470827995, 'beta_1': 0.9852413896285921, 'epsilon': 7.226064169136993e-06, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 11, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 10:38:48,569] Trial 278 finished with value: 0.8727272727272727 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9813262644509545, 'batch_size': 20, 'attention_heads': 10, 'hidden_dimension': 164, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4934207562026884, 'global_pooling': 'sum', 'learning_rate': 0.001402731102376882, 'weight_decay': 2.0140207162529955e-06, 'beta_0': 0.8038680152364907, 'beta_1': 0.9832591277759855, 'epsilon': 2.437446031116123e-06, 'balanced_loss': True, 'epochs': 193, 'early_stopping_patience': 13, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 10:53:36,736] Trial 279 finished with value: 0.8363636363636363 and parameters: {'left_stride': 32, 'right_stride': 0, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9863824246840621, 'batch_size': 23, 'attention_heads': 8, 'hidden_dimension': 96, 'number_of_hidden_layers': 2, 'dropout_rate': 0.45503623491066814, 'global_pooling': 'sum', 'learning_rate': 0.0026495490075323707, 'weight_decay': 0.00013971879623525356, 'beta_0': 0.8092545314238726, 'beta_1': 0.9814422278003463, 'epsilon': 6.648892814038881e-05, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 20, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 11:08:26,634] Trial 280 finished with value: 0.8 and parameters: {'left_stride': 32, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9994963387775726, 'batch_size': 28, 'attention_heads': 7, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43802082889021804, 'global_pooling': 'sum', 'learning_rate': 0.0008169338898139761, 'weight_decay': 3.73694888643818e-05, 'beta_0': 0.8553955895194438, 'beta_1': 0.9827724197888243, 'epsilon': 9.524592645942567e-06, 'balanced_loss': True, 'epochs': 197, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 5}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 11:23:23,993] Trial 281 finished with value: 0.8666666666666667 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9802064994090317, 'batch_size': 19, 'attention_heads': 5, 'hidden_dimension': 104, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5374893817272492, 'global_pooling': 'sum', 'learning_rate': 0.0016504979272333777, 'weight_decay': 1.6691582145878198e-06, 'beta_0': 0.8240941813066213, 'beta_1': 0.983652672705009, 'epsilon': 1.9784821255778303e-05, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 10, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 11:38:25,041] Trial 282 finished with value: 0.8666666666666667 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9844681592535479, 'batch_size': 18, 'attention_heads': 9, 'hidden_dimension': 115, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5840105471821561, 'global_pooling': 'sum', 'learning_rate': 0.002164167368347595, 'weight_decay': 9.537944633296252e-05, 'beta_0': 0.8967232294547938, 'beta_1': 0.9809623450550269, 'epsilon': 7.905115928214521e-05, 'balanced_loss': False, 'epochs': 86, 'early_stopping_patience': 21, 'plateau_patience': 24, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 2.95 GiB. GPU 0 has a total capacity of 44.56 GiB of which 364.69 MiB is free. Including non-PyTorch memory, this process has 44.20 GiB memory in use. Of the allocated memory 37.69 GiB is allocated by PyTorch, and 5.36 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-01 11:52:16,410] Trial 283 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9773603695125985, 'batch_size': 27, 'attention_heads': 11, 'hidden_dimension': 171, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4655519915921891, 'global_pooling': 'sum', 'learning_rate': 0.00024015597809037525, 'weight_decay': 1.2723760725747406e-06, 'beta_0': 0.8080745303871063, 'beta_1': 0.9821813396304339, 'epsilon': 3.3243833416236482e-06, 'balanced_loss': True, 'epochs': 189, 'early_stopping_patience': 11, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 12:11:14,958] Trial 284 finished with value: 0.8363636363636363 and parameters: {'left_stride': 256, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9936276491957985, 'batch_size': 25, 'attention_heads': 8, 'hidden_dimension': 142, 'number_of_hidden_layers': 0, 'dropout_rate': 0.48292481010188043, 'global_pooling': 'mean', 'learning_rate': 0.0013910533600280245, 'weight_decay': 2.1313602203524984e-06, 'beta_0': 0.8116709746522989, 'beta_1': 0.9806631826916411, 'epsilon': 1.6114580488268458e-05, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 1.81 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.33 GiB is free. Including non-PyTorch memory, this process has 43.22 GiB memory in use. Of the allocated memory 39.67 GiB is allocated by PyTorch, and 2.41 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-01 12:26:05,166] Trial 285 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9186672876305887, 'batch_size': 17, 'attention_heads': 7, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5026561164719326, 'global_pooling': 'sum', 'learning_rate': 0.0027905304216563303, 'weight_decay': 0.00016456862552509087, 'beta_0': 0.8062231401990309, 'beta_1': 0.9840911860024092, 'epsilon': 1.2427787813314003e-05, 'balanced_loss': True, 'epochs': 61, 'early_stopping_patience': 20, 'plateau_patience': 10, 'plateau_divider': 10}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 12:44:08,161] Trial 286 finished with value: 0.8303030303030303 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.9713839370175903, 'batch_size': 22, 'attention_heads': 8, 'hidden_dimension': 118, 'number_of_hidden_layers': 1, 'dropout_rate': 0.592085366901493, 'global_pooling': 'max', 'learning_rate': 0.00037302371478329727, 'weight_decay': 1.4538779579085283e-06, 'beta_0': 0.8016480950791242, 'beta_1': 0.9815180993341639, 'epsilon': 2.7546125295009568e-06, 'balanced_loss': True, 'epochs': 88, 'early_stopping_patience': 17, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 13:05:25,803] Trial 287 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.975196693444348, 'batch_size': 20, 'attention_heads': 8, 'hidden_dimension': 151, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4889908058519596, 'global_pooling': 'sum', 'learning_rate': 0.0010559441798790948, 'weight_decay': 0.00011899655162455705, 'beta_0': 0.8491673271180825, 'beta_1': 0.9825439165394939, 'epsilon': 6.81740020805049e-06, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
CUDA out of memory. Tried to allocate 2.84 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.09 GiB is free. Including non-PyTorch memory, this process has 42.46 GiB memory in use. Of the allocated memory 37.75 GiB is allocated by PyTorch, and 3.57 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-01 13:18:41,450] Trial 288 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9745424023081709, 'batch_size': 21, 'attention_heads': 15, 'hidden_dimension': 149, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48755672973821695, 'global_pooling': 'sum', 'learning_rate': 0.0008717320222365219, 'weight_decay': 0.00012344050679598834, 'beta_0': 0.8468997921378834, 'beta_1': 0.9830083291764522, 'epsilon': 6.538542953473886e-06, 'balanced_loss': True, 'epochs': 200, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 13:35:36,550] Trial 289 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9898024594478927, 'batch_size': 20, 'attention_heads': 7, 'hidden_dimension': 155, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4905739314543503, 'global_pooling': 'sum', 'learning_rate': 0.0010648435689525212, 'weight_decay': 0.00011156077879132758, 'beta_0': 0.8494482001402631, 'beta_1': 0.9820921740903387, 'epsilon': 4.918149448477734e-06, 'balanced_loss': True, 'epochs': 129, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 13:52:04,853] Trial 290 finished with value: 0.8909090909090909 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9908876104022606, 'batch_size': 22, 'attention_heads': 7, 'hidden_dimension': 143, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4890277631863476, 'global_pooling': 'sum', 'learning_rate': 0.0010556931421314487, 'weight_decay': 9.310807798878704e-05, 'beta_0': 0.8484412596679687, 'beta_1': 0.9824194069747783, 'epsilon': 5.076574932094559e-06, 'balanced_loss': True, 'epochs': 118, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
