[I 2024-12-11 09:59:57,321] Using an existing study with name 'Ohsumed-GATv2-facebook-bart-large-Grouped-No_Aggregation' instead of creating a new one.
[I 2024-12-11 10:16:38,289] Trial 187 finished with value: 0.6530250939413905 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.889576554043096, 'batch_size': 72, 'attention_heads': 10, 'hidden_dimension': 220, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46920778712668065, 'global_pooling': 'mean', 'learning_rate': 0.0015051330829335514, 'weight_decay': 2.4380003254969343e-05, 'beta_0': 0.8126376435424241, 'beta_1': 0.9893900736586303, 'epsilon': 5.159667496739826e-06, 'balanced_loss': False, 'epochs': 115, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 04:57:29,228] Trial 256 finished with value: 0.6641383047617508 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8840192593191483, 'batch_size': 81, 'attention_heads': 9, 'hidden_dimension': 237, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46152831683789414, 'global_pooling': 'mean', 'learning_rate': 0.001921349695431766, 'weight_decay': 2.9175710615164153e-05, 'beta_0': 0.8290117927490194, 'beta_1': 0.9854560126262643, 'epsilon': 1.2505792585877648e-05, 'balanced_loss': False, 'epochs': 139, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
CUDA out of memory. Tried to allocate 2.11 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.90 GiB is free. Including non-PyTorch memory, this process has 42.65 GiB memory in use. Of the allocated memory 40.44 GiB is allocated by PyTorch, and 1.06 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-12 05:09:18,241] Trial 257 finished with value: -1.0 and parameters: {'left_stride': 64, 'right_stride': 256, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.8608240929909824, 'batch_size': 77, 'attention_heads': 9, 'hidden_dimension': 233, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4687569895060315, 'global_pooling': 'mean', 'learning_rate': 0.0015611893939567797, 'weight_decay': 2.601043634398917e-06, 'beta_0': 0.8248236841134017, 'beta_1': 0.9867191318203132, 'epsilon': 1.102830469758182e-06, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 05:26:53,049] Trial 258 finished with value: 0.6619955694316999 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8642955941486986, 'batch_size': 86, 'attention_heads': 8, 'hidden_dimension': 240, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5756780372470336, 'global_pooling': 'mean', 'learning_rate': 0.0007824994878478963, 'weight_decay': 3.2917848468969353e-06, 'beta_0': 0.8221359373922107, 'beta_1': 0.9876976700707941, 'epsilon': 6.120739035589485e-06, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 05:43:26,897] Trial 259 finished with value: 0.6261931768774673 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8880530031175444, 'batch_size': 76, 'attention_heads': 9, 'hidden_dimension': 227, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5814648246716415, 'global_pooling': 'mean', 'learning_rate': 0.0010978370585827462, 'weight_decay': 1.7455488027738873e-06, 'beta_0': 0.8321586472482903, 'beta_1': 0.9870816266634126, 'epsilon': 9.760611942011332e-06, 'balanced_loss': True, 'epochs': 55, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 06:00:33,124] Trial 260 finished with value: 0.6549267965445147 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8795308582370989, 'batch_size': 80, 'attention_heads': 9, 'hidden_dimension': 236, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5285975491123863, 'global_pooling': 'mean', 'learning_rate': 0.0014120018737498253, 'weight_decay': 1.2851640699411849e-06, 'beta_0': 0.8259010811412725, 'beta_1': 0.9882073175818642, 'epsilon': 7.648565712659333e-06, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
CUDA out of memory. Tried to allocate 1.56 GiB. GPU 0 has a total capacity of 44.56 GiB of which 902.69 MiB is free. Including non-PyTorch memory, this process has 43.67 GiB memory in use. Of the allocated memory 40.69 GiB is allocated by PyTorch, and 1.83 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-12 06:10:51,933] Trial 261 finished with value: -1.0 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8935114953817375, 'batch_size': 78, 'attention_heads': 9, 'hidden_dimension': 244, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5999302662538019, 'global_pooling': 'mean', 'learning_rate': 0.002427900261422581, 'weight_decay': 1.5918011841775606e-06, 'beta_0': 0.8280387435035231, 'beta_1': 0.987501565674885, 'epsilon': 1.251283303115854e-06, 'balanced_loss': False, 'epochs': 118, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 06:28:06,717] Trial 262 finished with value: 0.589436031123075 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8704748496144807, 'batch_size': 75, 'attention_heads': 8, 'hidden_dimension': 231, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5381465290527944, 'global_pooling': 'sum', 'learning_rate': 0.0008937834122878918, 'weight_decay': 1.9931755267203344e-06, 'beta_0': 0.8334563442257124, 'beta_1': 0.9864832642506729, 'epsilon': 6.240029350212541e-07, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 06:41:03,121] Trial 263 finished with value: 0.670638572106974 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8893998356209039, 'batch_size': 85, 'attention_heads': 4, 'hidden_dimension': 224, 'number_of_hidden_layers': 1, 'dropout_rate': 0.55480954303022, 'global_pooling': 'mean', 'learning_rate': 0.0018596892357046224, 'weight_decay': 1.490888975386126e-06, 'beta_0': 0.8296056827062974, 'beta_1': 0.9879998969043222, 'epsilon': 4.444805344731842e-08, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 06:54:44,836] Trial 264 finished with value: 0.6515852463652693 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8899213735749115, 'batch_size': 83, 'attention_heads': 5, 'hidden_dimension': 220, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5725504817679248, 'global_pooling': 'mean', 'learning_rate': 0.001763684105502347, 'weight_decay': 1.4618521266088629e-06, 'beta_0': 0.8293170825271284, 'beta_1': 0.98799322521283, 'epsilon': 2.0166961836144296e-06, 'balanced_loss': False, 'epochs': 132, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
CUDA out of memory. Tried to allocate 1.29 GiB. GPU 0 has a total capacity of 44.56 GiB of which 880.69 MiB is free. Including non-PyTorch memory, this process has 43.69 GiB memory in use. Of the allocated memory 41.84 GiB is allocated by PyTorch, and 715.97 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-12 07:05:03,153] Trial 265 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8858053346750364, 'batch_size': 85, 'attention_heads': 7, 'hidden_dimension': 225, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5488131764271884, 'global_pooling': 'mean', 'learning_rate': 0.0012334993769208807, 'weight_decay': 1.2585695655223059e-06, 'beta_0': 0.8309406960040905, 'beta_1': 0.9886539451425982, 'epsilon': 2.478703996277671e-07, 'balanced_loss': False, 'epochs': 72, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 07:18:50,757] Trial 266 finished with value: 0.6578782094361328 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8925760240643906, 'batch_size': 82, 'attention_heads': 4, 'hidden_dimension': 240, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5669052483312907, 'global_pooling': 'mean', 'learning_rate': 0.0006675933950593006, 'weight_decay': 1.1307850348612432e-06, 'beta_0': 0.8260586261226961, 'beta_1': 0.9877421186470857, 'epsilon': 4.6150289404052824e-08, 'balanced_loss': False, 'epochs': 65, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 07:34:53,840] Trial 267 finished with value: 0.5672583675903977 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8750251014442497, 'batch_size': 79, 'attention_heads': 8, 'hidden_dimension': 233, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5577572717097133, 'global_pooling': 'mean', 'learning_rate': 0.0010310372916882422, 'weight_decay': 1.8212333459983882e-06, 'beta_0': 0.8473723648235206, 'beta_1': 0.9868841343463641, 'epsilon': 2.5635004916165886e-08, 'balanced_loss': False, 'epochs': 64, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 10}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 07:51:09,748] Trial 268 finished with value: 0.60933494657578 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8888816789016014, 'batch_size': 86, 'attention_heads': 9, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5580046279205151, 'global_pooling': 'max', 'learning_rate': 0.0015288967706480429, 'weight_decay': 1.5365202567038772e-06, 'beta_0': 0.8278926430786315, 'beta_1': 0.985949975421986, 'epsilon': 3.6176482991984154e-08, 'balanced_loss': False, 'epochs': 137, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 08:04:21,547] Trial 269 finished with value: 0.6562209812530633 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8792854625255146, 'batch_size': 81, 'attention_heads': 4, 'hidden_dimension': 237, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4638643612618683, 'global_pooling': 'mean', 'learning_rate': 0.00191054336326439, 'weight_decay': 2.489640201697592e-06, 'beta_0': 0.8237070639283453, 'beta_1': 0.987357397765819, 'epsilon': 3.093186909534464e-08, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 08:21:13,375] Trial 270 finished with value: 0.6536128824740565 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8845961929240943, 'batch_size': 74, 'attention_heads': 9, 'hidden_dimension': 243, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5923514045073092, 'global_pooling': 'mean', 'learning_rate': 0.0013093390037186166, 'weight_decay': 1.3817548271652589e-06, 'beta_0': 0.836698697049398, 'beta_1': 0.9881664622207292, 'epsilon': 5.533537157256509e-06, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 08:34:05,984] Trial 271 finished with value: 0.5949794867892988 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9825055010426509, 'batch_size': 84, 'attention_heads': 10, 'hidden_dimension': 224, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47364556196263036, 'global_pooling': 'mean', 'learning_rate': 0.000845522757303185, 'weight_decay': 1.7684511200425554e-06, 'beta_0': 0.8298655841977688, 'beta_1': 0.987181843358351, 'epsilon': 2.8259253855967055e-06, 'balanced_loss': False, 'epochs': 70, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 08:50:43,409] Trial 272 finished with value: 0.6499607833601161 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8945965517323452, 'batch_size': 77, 'attention_heads': 9, 'hidden_dimension': 236, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5646443328026807, 'global_pooling': 'mean', 'learning_rate': 0.0011637001827471734, 'weight_decay': 2.2192947504553788e-06, 'beta_0': 0.8259122992286214, 'beta_1': 0.9885009714719715, 'epsilon': 6.280735015703093e-06, 'balanced_loss': False, 'epochs': 69, 'early_stopping_patience': 25, 'plateau_patience': 22, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 09:04:57,896] Trial 273 finished with value: 0.6541600866256302 and parameters: {'left_stride': 64, 'right_stride': 128, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8675817934510203, 'batch_size': 71, 'attention_heads': 5, 'hidden_dimension': 232, 'number_of_hidden_layers': 1, 'dropout_rate': 0.46954891639224605, 'global_pooling': 'mean', 'learning_rate': 0.0016124091740617082, 'weight_decay': 1.5538491809566171e-06, 'beta_0': 0.834182653418069, 'beta_1': 0.9877230144628583, 'epsilon': 3.5504129855503774e-06, 'balanced_loss': False, 'epochs': 123, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 09:20:35,784] Trial 274 finished with value: 0.656751657485437 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.887904982162391, 'batch_size': 80, 'attention_heads': 8, 'hidden_dimension': 218, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5879238244006006, 'global_pooling': 'mean', 'learning_rate': 0.0010372494973256148, 'weight_decay': 0.0001497701102461449, 'beta_0': 0.8405722734109091, 'beta_1': 0.9864810416697676, 'epsilon': 8.517689124130149e-07, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 2}. Best is trial 184 with value: 0.6760726335182317.
[I 2024-12-12 09:36:03,938] Trial 275 finished with value: 0.652443419070636 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8767680099155675, 'batch_size': 88, 'attention_heads': 4, 'hidden_dimension': 241, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47656052562834667, 'global_pooling': 'mean', 'learning_rate': 0.0014319201656340967, 'weight_decay': 1.1516108052963491e-06, 'beta_0': 0.822570882930671, 'beta_1': 0.9867955217520833, 'epsilon': 8.254011989998339e-06, 'balanced_loss': False, 'epochs': 99, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 5}. Best is trial 184 with value: 0.6760726335182317.

[TRIAL] 184 [VALIDATION PERFORMANCE] 0.6760726335182317 [TRAINING LOSS] 0.011951400455371994 [VALIDATION LOSS] 1.9104058742523193 

number                                     184
value                                 0.676073
params_threshold                      0.889482
params_attention_heads                       9
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                           75
params_dropout_rate                   0.468633
params_early_stopping_patience              25
params_epochs                              133
params_global_pooling                     mean
params_hidden_dimension                    241
params_learning_rate                  0.001416
params_number_of_hidden_layers               1
params_plateau_divider                       2
params_plateau_patience                     21
params_weight_decay                   0.000001
params_beta_0                         0.825653
params_beta_1                         0.989955
params_epsilon                        0.000007
user_attrs_epoch                          32.0
user_attrs_training_loss              0.011951
user_attrs_validation_loss            1.910406
params_left_stride                          64
params_right_stride                         64
Name: 184, dtype: object
37 Val: 0.672744936093601 Test: 0.652681812214875
38 Val: 0.6674114106843174 Test: 0.6530834757005018
39 Val: 0.6593498849623475 Test: 0.6488127429793912
40 Val: 0.6559663595935324 Test: 0.6701274311949126
41 Val: 0.6661535430148535 Test: 0.673919434398005
42 Val: 0.6721300406789403 Test: 0.6427616580278402
43 Val: 0.6591314679838582 Test: 0.6656156647195441
44 Val: 0.6517880762431609 Test: 0.6683935060152706
45 Val: 0.6624648083286815 Test: 0.6785309439942153
46 Val: 0.6623065796468551 Test: 0.6639687400369371
Validation performance: 65.18 & 66.29 ± 0.68 & 67.27
Testing performance: 64.28 & 66.18 ± 1.18 & 67.85

[TRIAL] 219 [VALIDATION PERFORMANCE] 0.6756176564822506 [TRAINING LOSS] 0.04297330310671694 [VALIDATION LOSS] 1.6501225100623236 

number                                     219
value                                 0.675618
params_threshold                      0.870712
params_attention_heads                       8
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                           76
params_dropout_rate                   0.487705
params_early_stopping_patience              25
params_epochs                              121
params_global_pooling                     mean
params_hidden_dimension                    242
params_learning_rate                   0.00111
params_number_of_hidden_layers               1
params_plateau_divider                       2
params_plateau_patience                     20
params_weight_decay                   0.000002
params_beta_0                         0.829626
params_beta_1                          0.98762
params_epsilon                        0.000007
user_attrs_epoch                          28.0
user_attrs_training_loss              0.042973
user_attrs_validation_loss            1.650123
params_left_stride                          64
params_right_stride                         64
Name: 219, dtype: object
37 Val: 0.6602155231568394 Test: 0.6762860949657576
38 Val: 0.6528240270414475 Test: 0.651546082607738
39 Val: 0.670480353625599 Test: 0.6610752940534192
40 Val: 0.6916086596860582 Test: 0.6769278506953028
41 Val: 0.6559638994600491 Test: 0.6452880864854883
42 Val: 0.6398131951149443 Test: 0.6615138532459605
43 Val: 0.654270168069217 Test: 0.6646429562184194
44 Val: 0.6602086047421826 Test: 0.6595714647142125
45 Val: 0.6444567892440979 Test: 0.6624145893409742
46 Val: 0.6576434646860423 Test: 0.6594823614191366
Validation performance: 63.98 & 65.87 ± 1.43 & 69.16
Testing performance: 64.53 & 66.19 ± 0.96 & 67.69

[TRIAL] 252 [VALIDATION PERFORMANCE] 0.6755579044584246 [TRAINING LOSS] 0.07017399288181747 [VALIDATION LOSS] 1.4163790742556255 

number                                     252
value                                 0.675558
params_threshold                      0.870461
params_attention_heads                       9
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                           78
params_dropout_rate                   0.568324
params_early_stopping_patience              25
params_epochs                              127
params_global_pooling                     mean
params_hidden_dimension                    236
params_learning_rate                  0.000685
params_number_of_hidden_layers               1
params_plateau_divider                       2
params_plateau_patience                     19
params_weight_decay                   0.000001
params_beta_0                         0.822287
params_beta_1                         0.986597
params_epsilon                        0.000001
user_attrs_epoch                          31.0
user_attrs_training_loss              0.070174
user_attrs_validation_loss            1.416379
params_left_stride                          64
params_right_stride                         64
Name: 252, dtype: object
CUDA out of memory. Tried to allocate 1.93 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.85 GiB is free. Including non-PyTorch memory, this process has 42.71 GiB memory in use. Of the allocated memory 37.86 GiB is allocated by PyTorch, and 3.69 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
37 Exception...
38 Val: 0.6548024578891304 Test: 0.6750129860189402
CUDA out of memory. Tried to allocate 2.05 GiB. GPU 0 has a total capacity of 44.56 GiB of which 722.69 MiB is free. Including non-PyTorch memory, this process has 43.85 GiB memory in use. Of the allocated memory 38.86 GiB is allocated by PyTorch, and 3.84 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
39 Exception...
40 Val: 0.6519322698611311 Test: 0.6706945701031028
41 Val: 0.6564114697937938 Test: 0.6671250196079466
42 Val: 0.6756175676896422 Test: 0.6681568297733406
43 Val: 0.6485540155593559 Test: 0.6652151446983487
44 Val: 0.6553500150212187 Test: 0.6748135490876059
CUDA out of memory. Tried to allocate 1.93 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.76 GiB is free. Including non-PyTorch memory, this process has 42.79 GiB memory in use. Of the allocated memory 37.91 GiB is allocated by PyTorch, and 3.73 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
45 Exception...
46 Val: 0.6630491838912499 Test: 0.6559442964179022
Validation performance: 64.86 & 65.8 ± 0.9 & 67.56
Testing performance: 65.59 & 66.81 ± 0.65 & 67.5

[TRIAL] 237 [VALIDATION PERFORMANCE] 0.6746006022045142 [TRAINING LOSS] 0.22352174462543595 [VALIDATION LOSS] 1.1946477757559881 

number                                     237
value                                 0.674601
params_threshold                      0.886758
params_attention_heads                       9
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                           76
params_dropout_rate                   0.556887
params_early_stopping_patience              25
params_epochs                               67
params_global_pooling                     mean
params_hidden_dimension                    227
params_learning_rate                  0.001542
params_number_of_hidden_layers               1
params_plateau_divider                       2
params_plateau_patience                     20
params_weight_decay                   0.000002
params_beta_0                         0.837058
params_beta_1                         0.986861
params_epsilon                        0.000008
user_attrs_epoch                          15.0
user_attrs_training_loss              0.223522
user_attrs_validation_loss            1.194648
params_left_stride                          64
params_right_stride                         64
Name: 237, dtype: object
37 Val: 0.65593447499472 Test: 0.6543399374034009
38 Val: 0.6778990432063453 Test: 0.6553711141048677
39 Val: 0.6575818612051947 Test: 0.6470332137104551
40 Val: 0.6543569042168268 Test: 0.6460808908269555
41 Val: 0.6574521913362009 Test: 0.6568868036115172
42 Val: 0.6655352674647884 Test: 0.6675376519327125
43 Val: 0.6511992582893654 Test: 0.6750247966463673
44 Val: 0.6799662922124452 Test: 0.6488055257137125
45 Val: 0.6512767670587956 Test: 0.674904855977608
46 Val: 0.6596062026553501 Test: 0.6567490108205188
Validation performance: 65.12 & 66.11 ± 1.03 & 68.0
Testing performance: 64.61 & 65.83 ± 1.07 & 67.5

[TRIAL] 111 [VALIDATION PERFORMANCE] 0.6726956199766019 [TRAINING LOSS] 0.1830841879690847 [VALIDATION LOSS] 1.1669396087527275 

number                                     111
value                                 0.672696
params_threshold                      0.891542
params_attention_heads                      10
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation         max
params_batch_size                           88
params_dropout_rate                   0.470331
params_early_stopping_patience              24
params_epochs                              132
params_global_pooling                     mean
params_hidden_dimension                    239
params_learning_rate                  0.001527
params_number_of_hidden_layers               1
params_plateau_divider                       3
params_plateau_patience                     11
params_weight_decay                   0.000002
params_beta_0                         0.803838
params_beta_1                         0.991499
params_epsilon                             0.0
user_attrs_epoch                          12.0
user_attrs_training_loss              0.183084
user_attrs_validation_loss             1.16694
params_left_stride                          32
params_right_stride                          0
Name: 111, dtype: object
CUDA out of memory. Tried to allocate 2.26 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.22 GiB is free. Including non-PyTorch memory, this process has 42.34 GiB memory in use. Of the allocated memory 38.27 GiB is allocated by PyTorch, and 2.91 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
37 Exception...
CUDA out of memory. Tried to allocate 2.29 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.90 GiB is free. Including non-PyTorch memory, this process has 42.65 GiB memory in use. Of the allocated memory 38.57 GiB is allocated by PyTorch, and 2.94 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
38 Exception...
39 Val: 0.663743284734797 Test: 0.6710673594993517
40 Val: 0.6705939902446783 Test: 0.6718818563436205
41 Val: 0.6585387452622771 Test: 0.6767818272464456
42 Val: 0.6759446691226165 Test: 0.6700300836030749
43 Val: 0.6752378134038973 Test: 0.6743611265624344
44 Val: 0.6600374458655952 Test: 0.6565875257812801
45 Val: 0.6586389680417294 Test: 0.6747820485384715
46 Val: 0.6709928362464792 Test: 0.6642322004248811
Validation performance: 65.85 & 66.67 ± 0.73 & 67.59
Testing performance: 65.66 & 67.0 ± 0.66 & 67.68

[Ohsumed] Elapsed time: 2264.182281311353 minutes.
