[I 2024-12-02 10:47:13,435] A new study created in RDB with name: Ohsumed-GATv2-xlnet-xlnet-base-cased-Grouped-No_Aggregation
CUDA out of memory. Tried to allocate 3.43 GiB. GPU 0 has a total capacity of 44.56 GiB of which 3.24 GiB is free. Including non-PyTorch memory, this process has 41.31 GiB memory in use. Of the allocated memory 38.90 GiB is allocated by PyTorch, and 1.27 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-02 11:00:38,925] Trial 0 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8116161415975183, 'batch_size': 116, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: -1.0.
[I 2024-12-03 06:04:54,400] Trial 72 finished with value: 0.5553096231510276 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8395127420784892, 'batch_size': 113, 'attention_heads': 4, 'hidden_dimension': 165, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3305707441183729, 'global_pooling': 'mean', 'learning_rate': 0.005634457648343492, 'weight_decay': 0.0005018883846479032, 'beta_0': 0.824014475174924, 'beta_1': 0.9828560952926119, 'epsilon': 1.101469478273504e-06, 'balanced_loss': True, 'epochs': 68, 'early_stopping_patience': 23, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 61 with value: 0.5717239970125455.
[I 2024-12-03 06:19:55,107] Trial 73 finished with value: 0.524606893131579 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8196867147339744, 'batch_size': 97, 'attention_heads': 5, 'hidden_dimension': 222, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3261689473167882, 'global_pooling': 'mean', 'learning_rate': 0.008457559356649273, 'weight_decay': 0.0004743284123585451, 'beta_0': 0.8000059976006294, 'beta_1': 0.9829211245416875, 'epsilon': 9.141107022056164e-07, 'balanced_loss': True, 'epochs': 68, 'early_stopping_patience': 23, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 61 with value: 0.5717239970125455.
[I 2024-12-03 06:35:07,465] Trial 74 finished with value: 0.5187442937460177 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8080110563872582, 'batch_size': 113, 'attention_heads': 5, 'hidden_dimension': 232, 'number_of_hidden_layers': 0, 'dropout_rate': 0.3103703880291552, 'global_pooling': 'mean', 'learning_rate': 0.005763916304305093, 'weight_decay': 0.0005251988700342691, 'beta_0': 0.8126829005510982, 'beta_1': 0.9821050807522644, 'epsilon': 3.5774661974119295e-07, 'balanced_loss': True, 'epochs': 56, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 61 with value: 0.5717239970125455.
[I 2024-12-03 06:49:00,339] Trial 75 finished with value: 0.5388718195795372 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8427509854705333, 'batch_size': 39, 'attention_heads': 4, 'hidden_dimension': 201, 'number_of_hidden_layers': 0, 'dropout_rate': 0.33536057458834445, 'global_pooling': 'mean', 'learning_rate': 0.004243303511027668, 'weight_decay': 0.000430576824603593, 'beta_0': 0.8248555098434562, 'beta_1': 0.984123507771535, 'epsilon': 2.009326116462891e-06, 'balanced_loss': True, 'epochs': 60, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 61 with value: 0.5717239970125455.
[I 2024-12-03 07:04:07,071] Trial 76 finished with value: 0.46503880302479067 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8492973165387747, 'batch_size': 109, 'attention_heads': 7, 'hidden_dimension': 213, 'number_of_hidden_layers': 0, 'dropout_rate': 0.36742979591262376, 'global_pooling': 'mean', 'learning_rate': 0.011721081273693932, 'weight_decay': 0.0003140494010344089, 'beta_0': 0.8206004760473032, 'beta_1': 0.9805488085025404, 'epsilon': 1.151949757760584e-06, 'balanced_loss': True, 'epochs': 50, 'early_stopping_patience': 21, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 61 with value: 0.5717239970125455.
[I 2024-12-03 07:18:09,407] Trial 77 finished with value: 0.31606612513307586 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8589054716775195, 'batch_size': 117, 'attention_heads': 5, 'hidden_dimension': 187, 'number_of_hidden_layers': 0, 'dropout_rate': 0.32652932414727165, 'global_pooling': 'mean', 'learning_rate': 0.05021760587943002, 'weight_decay': 0.0008542823260747608, 'beta_0': 0.823748582895818, 'beta_1': 0.982997439386678, 'epsilon': 1.2618407109769954e-07, 'balanced_loss': True, 'epochs': 111, 'early_stopping_patience': 23, 'plateau_patience': 22, 'plateau_divider': 9}. Best is trial 61 with value: 0.5717239970125455.
[I 2024-12-03 07:35:06,505] Trial 78 finished with value: 0.49115002159117577 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8278101020124984, 'batch_size': 106, 'attention_heads': 6, 'hidden_dimension': 167, 'number_of_hidden_layers': 1, 'dropout_rate': 0.378352272004159, 'global_pooling': 'max', 'learning_rate': 0.0019045402184654995, 'weight_decay': 0.0005789591092525211, 'beta_0': 0.8035122920149973, 'beta_1': 0.9817972144149745, 'epsilon': 3.073262413444046e-06, 'balanced_loss': True, 'epochs': 134, 'early_stopping_patience': 11, 'plateau_patience': 20, 'plateau_divider': 7}. Best is trial 61 with value: 0.5717239970125455.
[I 2024-12-03 07:52:10,190] Trial 79 finished with value: 0.6008626642107632 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8144990897294696, 'batch_size': 118, 'attention_heads': 4, 'hidden_dimension': 178, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3530105669532478, 'global_pooling': 'mean', 'learning_rate': 0.0015444424965288862, 'weight_decay': 0.0003357700351429853, 'beta_0': 0.8076271491370106, 'beta_1': 0.9805185088538843, 'epsilon': 3.320148415789431e-08, 'balanced_loss': True, 'epochs': 74, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 2.05 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.04 GiB is free. Including non-PyTorch memory, this process has 42.52 GiB memory in use. Of the allocated memory 38.18 GiB is allocated by PyTorch, and 3.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 08:05:22,233] Trial 80 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8136558128584136, 'batch_size': 118, 'attention_heads': 6, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.384033526623067, 'global_pooling': 'mean', 'learning_rate': 0.0015913672918320809, 'weight_decay': 0.00032707332758386367, 'beta_0': 0.806462308407543, 'beta_1': 0.9802721859500083, 'epsilon': 1.6570241590910125e-07, 'balanced_loss': True, 'epochs': 74, 'early_stopping_patience': 20, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 08:21:05,277] Trial 81 finished with value: 0.5137287468120383 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8387945320514086, 'batch_size': 114, 'attention_heads': 4, 'hidden_dimension': 196, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34775477152919615, 'global_pooling': 'mean', 'learning_rate': 0.0032519914323858356, 'weight_decay': 0.0006602480308526159, 'beta_0': 0.808542632324456, 'beta_1': 0.9809070801220173, 'epsilon': 3.1572060574786e-08, 'balanced_loss': True, 'epochs': 69, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 08:40:42,673] Trial 82 finished with value: 0.586385171816593 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8203407244110201, 'batch_size': 126, 'attention_heads': 4, 'hidden_dimension': 215, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35507625405271037, 'global_pooling': 'mean', 'learning_rate': 0.0008300262064940597, 'weight_decay': 0.0008573891789342198, 'beta_0': 0.8119837767439412, 'beta_1': 0.9824578361318513, 'epsilon': 3.740467646075612e-08, 'balanced_loss': True, 'epochs': 65, 'early_stopping_patience': 22, 'plateau_patience': 22, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 2.07 GiB. GPU 0 has a total capacity of 44.56 GiB of which 920.69 MiB is free. Including non-PyTorch memory, this process has 43.65 GiB memory in use. Of the allocated memory 37.69 GiB is allocated by PyTorch, and 4.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 08:55:45,371] Trial 83 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8205677696698859, 'batch_size': 126, 'attention_heads': 5, 'hidden_dimension': 216, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35493486322739615, 'global_pooling': 'mean', 'learning_rate': 0.0008834643767993645, 'weight_decay': 0.0008412305938745918, 'beta_0': 0.8130489660930884, 'beta_1': 0.9823428995352895, 'epsilon': 4.988855056322186e-08, 'balanced_loss': True, 'epochs': 55, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 09:14:18,736] Trial 84 finished with value: 0.5787985813198248 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8116362785793033, 'batch_size': 123, 'attention_heads': 4, 'hidden_dimension': 240, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3695888068066843, 'global_pooling': 'mean', 'learning_rate': 0.0016804206563769165, 'weight_decay': 0.0009933161392328316, 'beta_0': 0.8019321025450433, 'beta_1': 0.9800111909970843, 'epsilon': 1.8795196060864472e-08, 'balanced_loss': True, 'epochs': 91, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 2.29 GiB. GPU 0 has a total capacity of 44.56 GiB of which 2.28 GiB is free. Including non-PyTorch memory, this process has 42.28 GiB memory in use. Of the allocated memory 40.53 GiB is allocated by PyTorch, and 610.28 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 09:26:51,902] Trial 85 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8085142022264948, 'batch_size': 128, 'attention_heads': 5, 'hidden_dimension': 241, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36782572657844986, 'global_pooling': 'mean', 'learning_rate': 0.0007410907673937841, 'weight_decay': 0.00095108947257623, 'beta_0': 0.8026496165519897, 'beta_1': 0.9800222385869648, 'epsilon': 3.0718503589242006e-08, 'balanced_loss': True, 'epochs': 92, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 09:46:24,463] Trial 86 finished with value: 0.4658440449287541 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.8299369890696208, 'batch_size': 122, 'attention_heads': 4, 'hidden_dimension': 256, 'number_of_hidden_layers': 1, 'dropout_rate': 0.40673277414068576, 'global_pooling': 'mean', 'learning_rate': 0.001548366108122742, 'weight_decay': 0.0005635519262088532, 'beta_0': 0.8174665766178887, 'beta_1': 0.981506315243446, 'epsilon': 1.4762305746745776e-08, 'balanced_loss': True, 'epochs': 82, 'early_stopping_patience': 20, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 10:05:30,240] Trial 87 finished with value: 0.5715370407356686 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8204333703324207, 'batch_size': 118, 'attention_heads': 5, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.33927306896788556, 'global_pooling': 'mean', 'learning_rate': 0.0010719862683279248, 'weight_decay': 0.0008457666106643202, 'beta_0': 0.8075333434754467, 'beta_1': 0.9833328497493383, 'epsilon': 1.8922785807608045e-08, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 10:23:06,058] Trial 88 finished with value: 0.5245761524428069 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8005071525427135, 'batch_size': 125, 'attention_heads': 4, 'hidden_dimension': 227, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34012942032662424, 'global_pooling': 'mean', 'learning_rate': 0.0005646184777980586, 'weight_decay': 0.0008507798282658441, 'beta_0': 0.8069718186802637, 'beta_1': 0.9811108724035349, 'epsilon': 2.2689825724906556e-08, 'balanced_loss': True, 'epochs': 87, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 2.43 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.22 GiB is free. Including non-PyTorch memory, this process has 43.34 GiB memory in use. Of the allocated memory 41.49 GiB is allocated by PyTorch, and 716.34 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 10:35:38,849] Trial 89 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8100967134206931, 'batch_size': 118, 'attention_heads': 6, 'hidden_dimension': 243, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3575959811154169, 'global_pooling': 'mean', 'learning_rate': 0.001000412356929958, 'weight_decay': 0.0009978516070152704, 'beta_0': 0.8105134983335115, 'beta_1': 0.9833640108551306, 'epsilon': 7.497860367372915e-08, 'balanced_loss': True, 'epochs': 65, 'early_stopping_patience': 19, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 2.68 GiB. GPU 0 has a total capacity of 44.56 GiB of which 494.69 MiB is free. Including non-PyTorch memory, this process has 44.07 GiB memory in use. Of the allocated memory 42.30 GiB is allocated by PyTorch, and 639.15 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 10:48:08,682] Trial 90 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8251113558580154, 'batch_size': 122, 'attention_heads': 7, 'hidden_dimension': 238, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3197028369025624, 'global_pooling': 'mean', 'learning_rate': 0.0003541086253673477, 'weight_decay': 0.0004133316806456331, 'beta_0': 0.8146211013703333, 'beta_1': 0.9818020864271381, 'epsilon': 1.5918824663661873e-08, 'balanced_loss': True, 'epochs': 77, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 1.97 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.63 GiB is free. Including non-PyTorch memory, this process has 42.92 GiB memory in use. Of the allocated memory 37.18 GiB is allocated by PyTorch, and 4.60 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 11:00:41,765] Trial 91 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8169832096866606, 'batch_size': 118, 'attention_heads': 5, 'hidden_dimension': 229, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36882457316833467, 'global_pooling': 'mean', 'learning_rate': 0.002336234557619, 'weight_decay': 0.0006144379002262482, 'beta_0': 0.8021246671138625, 'beta_1': 0.9820182357480461, 'epsilon': 2.375695051944906e-08, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 2.23 GiB. GPU 0 has a total capacity of 44.56 GiB of which 328.69 MiB is free. Including non-PyTorch memory, this process has 44.23 GiB memory in use. Of the allocated memory 38.74 GiB is allocated by PyTorch, and 4.34 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 11:13:27,314] Trial 92 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8236736999414662, 'batch_size': 126, 'attention_heads': 5, 'hidden_dimension': 247, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3636218515908726, 'global_pooling': 'mean', 'learning_rate': 0.0014481598653780427, 'weight_decay': 0.0007377173254522419, 'beta_0': 0.8071603711583102, 'beta_1': 0.9825107811034527, 'epsilon': 3.9034064836392755e-08, 'balanced_loss': True, 'epochs': 115, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 11:30:56,709] Trial 93 finished with value: 0.5519689697789635 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8362479057420961, 'batch_size': 110, 'attention_heads': 4, 'hidden_dimension': 209, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3733345464615606, 'global_pooling': 'mean', 'learning_rate': 0.001922709031012443, 'weight_decay': 3.401442434662404e-05, 'beta_0': 0.8536167487518029, 'beta_1': 0.9804382631635213, 'epsilon': 1.7656370250190317e-08, 'balanced_loss': True, 'epochs': 105, 'early_stopping_patience': 22, 'plateau_patience': 23, 'plateau_divider': 7}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 11:46:00,940] Trial 94 finished with value: 0.5315805603048561 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8203599115327858, 'batch_size': 120, 'attention_heads': 5, 'hidden_dimension': 110, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3403962849245151, 'global_pooling': 'mean', 'learning_rate': 0.0007896402001379987, 'weight_decay': 0.00034198189119644785, 'beta_0': 0.8583535811507532, 'beta_1': 0.9814692066976084, 'epsilon': 5.097954074498914e-08, 'balanced_loss': True, 'epochs': 101, 'early_stopping_patience': 17, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 12:03:31,905] Trial 95 finished with value: 0.5754140872761373 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8309090990113883, 'batch_size': 123, 'attention_heads': 6, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.30801061890613235, 'global_pooling': 'mean', 'learning_rate': 0.0010668853374593708, 'weight_decay': 0.00043575268436487567, 'beta_0': 0.8465111086774119, 'beta_1': 0.9841510160798204, 'epsilon': 1.0192579993279344e-08, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 12:19:12,065] Trial 96 finished with value: 0.5572679080892897 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8462619162347216, 'batch_size': 123, 'attention_heads': 6, 'hidden_dimension': 130, 'number_of_hidden_layers': 1, 'dropout_rate': 0.30376348384649804, 'global_pooling': 'mean', 'learning_rate': 0.003084643777556269, 'weight_decay': 0.0006229500657684681, 'beta_0': 0.8115662010672351, 'beta_1': 0.9852879621890913, 'epsilon': 1.169671568706107e-08, 'balanced_loss': True, 'epochs': 87, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 6}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 2.19 GiB. GPU 0 has a total capacity of 44.56 GiB of which 556.69 MiB is free. Including non-PyTorch memory, this process has 44.01 GiB memory in use. Of the allocated memory 42.41 GiB is allocated by PyTorch, and 457.87 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 12:31:43,048] Trial 97 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8310143853236645, 'batch_size': 128, 'attention_heads': 6, 'hidden_dimension': 218, 'number_of_hidden_layers': 2, 'dropout_rate': 0.31079856684891727, 'global_pooling': 'mean', 'learning_rate': 0.0010156010881350833, 'weight_decay': 0.0001033748933469211, 'beta_0': 0.8147127381389992, 'beta_1': 0.984195957730135, 'epsilon': 1.0199131798373536e-08, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 20, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 12:49:28,291] Trial 98 finished with value: 0.5339305506137048 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8685421245836606, 'batch_size': 121, 'attention_heads': 7, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32301301939577515, 'global_pooling': 'max', 'learning_rate': 0.0006457263777820432, 'weight_decay': 0.00042683066425294443, 'beta_0': 0.8467308059296222, 'beta_1': 0.9832571267013573, 'epsilon': 1.7384070637019282e-08, 'balanced_loss': True, 'epochs': 61, 'early_stopping_patience': 21, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
CUDA out of memory. Tried to allocate 6.14 GiB. GPU 0 has a total capacity of 44.56 GiB of which 1.90 GiB is free. Including non-PyTorch memory, this process has 42.65 GiB memory in use. Of the allocated memory 41.10 GiB is allocated by PyTorch, and 409.28 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-03 13:02:04,463] Trial 99 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8049336882702711, 'batch_size': 124, 'attention_heads': 15, 'hidden_dimension': 224, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3313749941904239, 'global_pooling': 'mean', 'learning_rate': 0.0011305531889575476, 'weight_decay': 0.0008694717605109483, 'beta_0': 0.8081494511093166, 'beta_1': 0.9809223994889122, 'epsilon': 1.3335125191940179e-08, 'balanced_loss': True, 'epochs': 110, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 13:19:31,705] Trial 100 finished with value: 0.5307597039848172 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.87799462594968, 'batch_size': 118, 'attention_heads': 4, 'hidden_dimension': 236, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4458508599254782, 'global_pooling': 'mean', 'learning_rate': 0.002234337490038308, 'weight_decay': 6.4182329909470974e-06, 'beta_0': 0.8190551551279912, 'beta_1': 0.9981796337468269, 'epsilon': 3.6206516195691344e-08, 'balanced_loss': True, 'epochs': 65, 'early_stopping_patience': 20, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 13:37:11,978] Trial 101 finished with value: 0.5658937182726643 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8119314606042651, 'batch_size': 116, 'attention_heads': 5, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35740594335900705, 'global_pooling': 'mean', 'learning_rate': 0.001337120764789041, 'weight_decay': 0.0005654218275509432, 'beta_0': 0.8495137148816347, 'beta_1': 0.9836733202599679, 'epsilon': 1.9063729712330814e-08, 'balanced_loss': True, 'epochs': 101, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 13:52:24,445] Trial 102 finished with value: 0.5752117445545596 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.81196966803507, 'batch_size': 114, 'attention_heads': 4, 'hidden_dimension': 99, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3561143451116815, 'global_pooling': 'mean', 'learning_rate': 0.0012766205320320812, 'weight_decay': 0.0005433994121651153, 'beta_0': 0.8309252538828877, 'beta_1': 0.9820897652755645, 'epsilon': 1.9513736487968773e-08, 'balanced_loss': True, 'epochs': 72, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
[I 2024-12-03 14:08:14,780] Trial 103 finished with value: 0.5902859432015192 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8113186451382154, 'batch_size': 115, 'attention_heads': 4, 'hidden_dimension': 124, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3565408562350669, 'global_pooling': 'mean', 'learning_rate': 0.0013303187323947642, 'weight_decay': 0.0005505055424179352, 'beta_0': 0.8346207346480897, 'beta_1': 0.9837834409261874, 'epsilon': 7.107032343509301e-08, 'balanced_loss': True, 'epochs': 103, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 79 with value: 0.6008626642107632.
